shipment_id,event_ts,event_type,event_city,event_state
SHP00002082,2025-03-28T10:00:00,Out For Delivery,Carolland,GA
SHP00002082,2025-03-29T12:00:00,Delivered,Lake Elizabethmouth,NC
SHP00002085,2024-11-02T02:00:00,Label Created,Amandachester,MA
SHP00002085,2024-11-03T20:00:00,Picked Up,West Veronica,TX
SHP00002085,2024-11-04T06:00:00,In Transit,Gregoryburgh,NC
SHP00002085,2024-11-05T20:00:00,Out For Delivery,Lopezland,GA
SHP00002085,2024-11-06T09:00:00,Delivered,Websterfort,AZ
SHP00002089,2025-12-29T18:00:00,Label Created,Christinaborough,GA
SHP00002089,2025-12-30T19:00:00,Picked Up,South Shawnchester,NY
SHP00002089,2025-12-31T19:00:00,In Transit,South Austin,VA
SHP00002089,2026-01-01T02:00:00,Out For Delivery,South Tiffany,FL
SHP00002089,2026-01-02T05:00:00,Delivered,South Thomasside,MA
SHP00002090,2025-05-18T08:00:00,Label Created,East Amanda,MA
SHP00002090,2025-05-19T07:00:00,Picked Up,Marvinville,CO
SHP00002090,2025-05-20T05:00:00,In Transit,East Kevin,NC
SHP00002090,2025-05-21T05:00:00,Out For Delivery,Port Russell,NY
SHP00002090,2025-05-22T02:00:00,Delivered,North Angelahaven,CA
SHP00002093,2024-12-27T17:00:00,Label Created,New Michelle,NC
SHP00002093,2024-12-28T15:00:00,Picked Up,Port Gloriaborough,FL
SHP00002093,2024-12-29T07:00:00,In Transit,Lake Theodoretown,AZ
SHP00002093,2024-12-30T18:00:00,Out For Delivery,Adammouth,TX
SHP00002093,2024-12-31T10:00:00,Delivered,Lake Christopher,NC
SHP00002095,2026-01-12T08:00:00,Label Created,Port Maryfurt,CO
SHP00002095,2026-01-13T05:00:00,Picked Up,North Jessica,WA
SHP00002095,2026-01-14T09:00:00,In Transit,Rodriguezside,AZ
SHP00002095,2026-01-15T19:00:00,Out For Delivery,Lake Kristen,VA
SHP00002095,2026-01-16T08:00:00,Delivered,Conradshire,AZ
SHP00002096,2024-07-23T00:00:00,Label Created,Lake Brianburgh,CO
SHP00002096,2024-07-24T18:00:00,Picked Up,South James,MA
SHP00002096,2024-07-25T09:00:00,In Transit,Steventown,CA
SHP00002096,2024-07-26T09:00:00,Out For Delivery,Lake Alice,TX
SHP00002096,2024-07-27T04:00:00,Delivered,Port Clarenceside,VA
SHP00002097,2025-11-30T17:00:00,Label Created,East Kylebury,MA
SHP00002097,2025-12-01T19:00:00,Picked Up,Amandaborough,NY
SHP00002097,2025-12-02T12:00:00,In Transit,Claytonburgh,CA
SHP00002097,2025-12-03T16:00:00,Out For Delivery,South Alexa,WA
SHP00002097,2025-12-04T11:00:00,Delivered,Lake Paulside,NY
SHP00002098,2024-06-27T04:00:00,Label Created,South Derekland,AZ
SHP00002098,2024-06-28T18:00:00,Picked Up,North Matthewchester,TX
SHP00002098,2024-06-29T05:00:00,In Transit,Molinaborough,AZ
SHP00002098,2024-06-30T14:00:00,Out For Delivery,West Mollyhaven,IL
SHP00002098,2024-07-01T06:00:00,Delivered,Lake Reginaview,NY
SHP00002099,2025-10-04T00:00:00,Label Created,Robinsonmouth,NY
SHP00002099,2025-10-05T01:00:00,Picked Up,Port Christophershire,CA
SHP00002099,2025-10-06T20:00:00,In Transit,South Paulfort,WA
SHP00002099,2025-10-07T09:00:00,Out For Delivery,Port Shelbytown,TX
SHP00002099,2025-10-08T18:00:00,Delivered,Port Ronnie,AZ
SHP00002100,2025-05-04T08:00:00,Label Created,Port Nicholasburgh,IL
SHP00002100,2025-05-05T17:00:00,Picked Up,Scotttown,MA
SHP00002100,2025-05-06T01:00:00,In Transit,South Kristi,TX
SHP00002100,2025-05-07T16:00:00,Out For Delivery,Atkinsonhaven,GA
SHP00002100,2025-05-08T00:00:00,Delivered,North Jamesview,NC
SHP00002102,2025-04-02T06:00:00,Label Created,Arielfurt,WA
SHP00002102,2025-04-03T04:00:00,Picked Up,Reedchester,NY
SHP00002102,2025-04-04T02:00:00,In Transit,Cannonton,CA
SHP00002102,2025-04-05T00:00:00,Out For Delivery,West Michelleberg,CO
SHP00002102,2025-04-06T09:00:00,Delivered,West Jeanne,TX
SHP00002103,2026-03-02T16:00:00,Label Created,South Deanna,CO
SHP00002103,2026-03-03T11:00:00,Picked Up,Port Colin,NY
SHP00002103,2026-03-04T10:00:00,In Transit,Jamesburgh,GA
SHP00002103,2026-03-05T16:00:00,Out For Delivery,South Jenniferborough,IL
SHP00002103,2026-03-06T10:00:00,Delivered,West Nataliehaven,WA
SHP00002104,2025-03-20T08:00:00,Label Created,Woodwardside,NY
SHP00002104,2025-03-21T06:00:00,Picked Up,North John,GA
SHP00002104,2025-03-22T11:00:00,In Transit,East Nicholas,AZ
SHP00002104,2025-03-23T11:00:00,Out For Delivery,New Robertfort,CO
SHP00002104,2025-03-24T07:00:00,Delivered,East Edward,GA
SHP00002105,2024-07-23T19:00:00,Label Created,Charlesstad,FL
SHP00002105,2024-07-24T02:00:00,Picked Up,Gonzalezview,MA
SHP00002105,2024-07-25T18:00:00,In Transit,Gayside,NC
SHP00002105,2024-07-26T14:00:00,Out For Delivery,Juarezfurt,NY
SHP00002105,2024-07-27T17:00:00,Delivered,Lake Johnberg,WA
SHP00002107,2024-10-20T16:00:00,Label Created,New Michellemouth,GA
SHP00002107,2024-10-21T15:00:00,Picked Up,New Willie,IL
SHP00002107,2024-10-22T20:00:00,In Transit,Lake Debra,FL
SHP00002107,2024-10-23T08:00:00,Out For Delivery,Allisonbury,AZ
SHP00002107,2024-10-24T07:00:00,Delivered,Zunigaland,FL
SHP00002108,2024-06-29T17:00:00,Label Created,Scottchester,GA
SHP00002108,2024-06-30T12:00:00,Picked Up,Chavezmouth,AZ
SHP00002108,2024-07-01T11:00:00,In Transit,Kennethfort,WA
SHP00002108,2024-07-02T01:00:00,Out For Delivery,New Amanda,AZ
SHP00002108,2024-07-03T07:00:00,Delivered,Amyton,MA
SHP00002110,2024-11-08T12:00:00,Label Created,Tommymouth,NY
SHP00002110,2024-11-09T09:00:00,Picked Up,Port Elizabethport,VA
SHP00002110,2024-11-10T13:00:00,In Transit,West Rachel,FL
SHP00002110,2024-11-11T15:00:00,Out For Delivery,Nicoleburgh,GA
SHP00002110,2024-11-12T15:00:00,Delivered,North Brendaborough,AZ
SHP00002112,2024-05-21T08:00:00,Label Created,Stefaniehaven,FL
SHP00002112,2024-05-22T12:00:00,Picked Up,East Chaseton,TX
SHP00002112,2024-05-23T13:00:00,In Transit,Schmidtburgh,VA
SHP00002112,2024-05-24T14:00:00,Out For Delivery,South Michaelhaven,AZ
SHP00002112,2024-05-25T05:00:00,Delivered,Justinview,AZ
SHP00002114,2024-03-23T08:00:00,Label Created,North Miguel,WA
SHP00002114,2024-03-24T06:00:00,Picked Up,Lake Larry,WA
SHP00002114,2024-03-25T10:00:00,In Transit,Jeffreystad,WA
SHP00002114,2024-03-26T19:00:00,Out For Delivery,West Natalie,MA
SHP00002114,2024-03-27T20:00:00,Delivered,Harrismouth,AZ
SHP00002115,2024-06-14T04:00:00,Label Created,Paulland,FL
SHP00002115,2024-06-15T08:00:00,Picked Up,Port Sandrafort,FL
SHP00002115,2024-06-16T03:00:00,In Transit,Jenkinsport,NY
SHP00002115,2024-06-17T19:00:00,Out For Delivery,Rossville,NY
SHP00002115,2024-06-18T15:00:00,Delivered,Lisaton,AZ
SHP00002118,2025-12-06T03:00:00,Label Created,Rachelview,WA
SHP00002118,2025-12-07T11:00:00,Picked Up,Michaelberg,MA
SHP00002118,2025-12-08T14:00:00,In Transit,South John,CA
SHP00002118,2025-12-09T11:00:00,Out For Delivery,South Tiffanyshire,AZ
SHP00002118,2025-12-10T07:00:00,Delivered,Coreyberg,TX
SHP00002119,2025-01-15T03:00:00,Label Created,Port Michael,GA
SHP00002119,2025-01-16T12:00:00,Picked Up,Bethton,CA
SHP00002119,2025-01-17T15:00:00,In Transit,Allenport,NC
SHP00002119,2025-01-18T01:00:00,Out For Delivery,Novakborough,GA
SHP00002119,2025-01-19T17:00:00,Delivered,New Reginaberg,VA
SHP00002121,2024-12-30T04:00:00,Label Created,New Anthonyhaven,CO
SHP00002121,2024-12-31T17:00:00,Picked Up,New Christopher,MA
SHP00002121,2025-01-01T17:00:00,In Transit,Briggsborough,CA
SHP00002121,2025-01-02T18:00:00,Out For Delivery,Port Monicaborough,FL
SHP00002121,2025-01-03T10:00:00,Delivered,Murphyton,VA
SHP00002123,2026-01-31T14:00:00,Label Created,West Albert,GA
SHP00002123,2026-02-01T07:00:00,Picked Up,Hollyfurt,WA
SHP00002123,2026-02-02T16:00:00,In Transit,New Michael,AZ
SHP00002123,2026-02-03T11:00:00,Out For Delivery,Perrystad,NC
SHP00002123,2026-02-04T16:00:00,Delivered,South Jasonmouth,WA
SHP00002125,2024-02-24T04:00:00,Label Created,Shawntown,NY
SHP00002125,2024-02-25T15:00:00,Picked Up,New Jeffrey,NC
SHP00002125,2024-02-26T19:00:00,In Transit,West Matthewchester,FL
SHP00002125,2024-02-27T18:00:00,Out For Delivery,Jamesland,IL
SHP00002125,2024-02-28T15:00:00,Delivered,Lake Brendaberg,CO
SHP00002126,2025-04-11T08:00:00,Label Created,New Nathan,NY
SHP00002126,2025-04-12T19:00:00,Picked Up,Lake Don,IL
SHP00002126,2025-04-13T11:00:00,In Transit,East Christopherland,TX
SHP00002126,2025-04-14T05:00:00,Out For Delivery,Shirleyfurt,FL
SHP00002126,2025-04-15T07:00:00,Delivered,Dakotaside,CA
SHP00002127,2024-01-31T14:00:00,Label Created,Port Juanland,WA
SHP00002127,2024-02-01T12:00:00,Picked Up,North Molly,FL
SHP00002127,2024-02-02T06:00:00,In Transit,Lake Josephchester,GA
SHP00002127,2024-02-03T00:00:00,Out For Delivery,Rowlandtown,TX
SHP00002127,2024-02-04T19:00:00,Delivered,Miguelstad,VA
SHP00002129,2025-07-14T01:00:00,Label Created,South Stephanietown,IL
SHP00002129,2025-07-15T13:00:00,Picked Up,Cassandraborough,GA
SHP00002129,2025-07-16T00:00:00,In Transit,Weberland,MA
SHP00002129,2025-07-17T20:00:00,Out For Delivery,East Charles,CA
SHP00002129,2025-07-18T05:00:00,Delivered,Port Jessefurt,TX
SHP00002131,2025-01-10T12:00:00,Label Created,Port Robert,NY
SHP00002131,2025-01-11T11:00:00,Picked Up,North Joshuabury,CO
SHP00002131,2025-01-12T02:00:00,In Transit,Charleschester,CO
SHP00002131,2025-01-13T11:00:00,Out For Delivery,Riverastad,AZ
SHP00002131,2025-01-14T18:00:00,Delivered,South Jeremy,NC
SHP00002132,2025-04-19T00:00:00,Label Created,Lake Tiffany,VA
SHP00002132,2025-04-20T12:00:00,Picked Up,East Katie,NY
SHP00002132,2025-04-21T19:00:00,In Transit,Hardinside,NY
SHP00002132,2025-04-22T14:00:00,Out For Delivery,Russellburgh,TX
SHP00002132,2025-04-23T14:00:00,Delivered,Hardyfort,NY
SHP00002133,2025-10-06T17:00:00,Label Created,West Carlosberg,IL
SHP00002133,2025-10-07T17:00:00,Picked Up,West Laurie,AZ
SHP00002133,2025-10-08T20:00:00,In Transit,Santosburgh,TX
SHP00002133,2025-10-09T17:00:00,Out For Delivery,New Michael,CA
SHP00002133,2025-10-10T15:00:00,Delivered,Hooverberg,TX
SHP00002134,2025-04-09T05:00:00,Label Created,New Deniseborough,WA
SHP00002134,2025-04-10T01:00:00,Picked Up,South Carmenmouth,CA
SHP00002134,2025-04-11T07:00:00,In Transit,West Sherry,AZ
SHP00002134,2025-04-12T09:00:00,Out For Delivery,East Susan,CO
SHP00002134,2025-04-13T04:00:00,Delivered,Port Lisahaven,MA
SHP00002135,2024-03-15T18:00:00,Label Created,New Suzannemouth,VA
SHP00002135,2024-03-16T09:00:00,Picked Up,Jenniferfort,AZ
SHP00002135,2024-03-17T11:00:00,In Transit,East Christopherfort,WA
SHP00002135,2024-03-18T13:00:00,Out For Delivery,New Rebecca,CA
SHP00002135,2024-03-19T13:00:00,Delivered,Dennisborough,NC
SHP00002136,2025-02-04T00:00:00,Label Created,West Cody,GA
SHP00002136,2025-02-05T15:00:00,Picked Up,West Peggy,GA
SHP00002136,2025-02-06T17:00:00,In Transit,North Michelle,AZ
SHP00002136,2025-02-07T08:00:00,Out For Delivery,Stephenstown,CA
SHP00002136,2025-02-08T02:00:00,Delivered,Atkinsonbury,CO
SHP00002137,2026-01-18T18:00:00,Label Created,Lake Anne,CO
SHP00002137,2026-01-19T20:00:00,Picked Up,Swansonmouth,NY
SHP00002137,2026-01-20T10:00:00,In Transit,Jessicafort,GA
SHP00002137,2026-01-21T20:00:00,Out For Delivery,East Tammy,NC
SHP00002137,2026-01-22T06:00:00,Delivered,Lake Dawnfurt,NY
SHP00002138,2025-04-29T19:00:00,Label Created,Hartmanport,IL
SHP00002138,2025-04-30T12:00:00,Picked Up,Hamiltonhaven,TX
SHP00002138,2025-05-01T08:00:00,In Transit,Smithfort,NY
SHP00002138,2025-05-02T11:00:00,Out For Delivery,South Staceyton,MA
SHP00002138,2025-05-03T01:00:00,Delivered,South Anthony,NC
SHP00002139,2024-02-01T01:00:00,Label Created,Esparzaville,NY
SHP00002139,2024-02-02T08:00:00,Picked Up,Lake Donaldmouth,CO
SHP00002139,2024-02-03T00:00:00,In Transit,Abigailfort,VA
SHP00002139,2024-02-04T06:00:00,Out For Delivery,Christinetown,WA
SHP00002139,2024-02-05T00:00:00,Delivered,Colinborough,CO
SHP00002142,2025-11-06T01:00:00,Label Created,East Johnburgh,NY
SHP00002142,2025-11-07T12:00:00,Picked Up,Calebport,WA
SHP00002142,2025-11-08T14:00:00,In Transit,Kimberlymouth,GA
SHP00002142,2025-11-09T12:00:00,Out For Delivery,East Jameshaven,VA
SHP00002142,2025-11-10T12:00:00,Delivered,Dianaburgh,AZ
SHP00002145,2025-05-15T15:00:00,Label Created,Juanmouth,MA
SHP00002145,2025-05-16T07:00:00,Picked Up,Turnertown,CA
SHP00002145,2025-05-17T17:00:00,In Transit,West Robinside,GA
SHP00002145,2025-05-18T11:00:00,Out For Delivery,Jessicafort,FL
SHP00002145,2025-05-19T13:00:00,Delivered,West Scottshire,NY
SHP00002146,2024-11-06T05:00:00,Label Created,Port Davidville,AZ
SHP00002146,2024-11-07T08:00:00,Picked Up,North Amanda,MA
SHP00002146,2024-11-08T14:00:00,In Transit,South Kari,CO
SHP00002146,2024-11-09T05:00:00,Out For Delivery,East Jason,CO
SHP00002146,2024-11-10T11:00:00,Delivered,Lake David,MA
SHP00002147,2025-04-22T08:00:00,Label Created,Lake Marcus,VA
SHP00002147,2025-04-23T19:00:00,Picked Up,Port Wendy,NC
SHP00002147,2025-04-24T03:00:00,In Transit,Stephanieshire,WA
SHP00002147,2025-04-25T16:00:00,Out For Delivery,Whitakermouth,FL
SHP00002147,2025-04-26T05:00:00,Delivered,Wardborough,WA
SHP00002148,2024-06-09T00:00:00,Label Created,West Warrenton,CA
SHP00002148,2024-06-10T20:00:00,Picked Up,Davidport,WA
SHP00002148,2024-06-11T07:00:00,In Transit,Bensonfort,FL
SHP00002148,2024-06-12T09:00:00,Out For Delivery,North Adamton,AZ
SHP00002148,2024-06-13T07:00:00,Delivered,South Kristabury,CO
SHP00002152,2025-05-28T00:00:00,Label Created,Danmouth,CO
SHP00002152,2025-05-29T17:00:00,Picked Up,South Amanda,CA
SHP00002152,2025-05-30T13:00:00,In Transit,Sarahview,NY
SHP00002152,2025-05-31T06:00:00,Out For Delivery,New Daniel,NY
SHP00002152,2025-06-01T10:00:00,Delivered,Ronnieburgh,IL
SHP00002153,2025-12-06T18:00:00,Label Created,Weberchester,CA
SHP00002153,2025-12-07T20:00:00,Picked Up,Port Bernardburgh,TX
SHP00002153,2025-12-08T20:00:00,In Transit,North Christine,VA
SHP00002153,2025-12-09T17:00:00,Out For Delivery,Baileyshire,CA
SHP00002153,2025-12-10T20:00:00,Delivered,New Scott,FL
SHP00002157,2024-04-02T01:00:00,Label Created,Davidchester,VA
SHP00002157,2024-04-03T14:00:00,Picked Up,New Kenneth,GA
SHP00002157,2024-04-04T17:00:00,In Transit,Hoffmanport,IL
SHP00002157,2024-04-05T15:00:00,Out For Delivery,Weststad,AZ
SHP00002157,2024-04-06T17:00:00,Delivered,Paulside,GA
SHP00002158,2024-03-30T06:00:00,Label Created,West Robertland,TX
SHP00002158,2024-03-31T08:00:00,Picked Up,Smithside,NC
SHP00002158,2024-04-01T12:00:00,In Transit,Kevinstad,AZ
SHP00002158,2024-04-02T06:00:00,Out For Delivery,North Jeanstad,CA
SHP00002158,2024-04-03T18:00:00,Delivered,Morrisonchester,WA
SHP00002159,2024-08-14T04:00:00,Label Created,South Leslie,GA
SHP00002159,2024-08-15T18:00:00,Picked Up,Lake Adam,NY
SHP00002159,2024-08-16T05:00:00,In Transit,Lake Susan,CO
SHP00002159,2024-08-17T16:00:00,Out For Delivery,Amystad,NC
SHP00002159,2024-08-18T10:00:00,Delivered,North Stacey,IL
SHP00002160,2024-04-03T10:00:00,Label Created,Brendafurt,CO
SHP00002160,2024-04-04T20:00:00,Picked Up,Newmanchester,GA
SHP00002160,2024-04-05T19:00:00,In Transit,Lake Edward,TX
SHP00002160,2024-04-06T05:00:00,Out For Delivery,Camachoshire,VA
SHP00002160,2024-04-07T00:00:00,Delivered,Smithbury,NY
SHP00002161,2024-08-08T19:00:00,Label Created,Lisaland,WA
SHP00002161,2024-08-09T03:00:00,Picked Up,Wileyberg,CO
SHP00002161,2024-08-10T11:00:00,In Transit,Patrickville,WA
SHP00002161,2024-08-11T16:00:00,Out For Delivery,West Katelynside,GA
SHP00002161,2024-08-12T00:00:00,Delivered,Port Jeremiahton,NY
SHP00002163,2024-07-11T01:00:00,Label Created,New Matthewstad,AZ
SHP00002163,2024-07-12T05:00:00,Picked Up,New Timothy,TX
SHP00002163,2024-07-13T06:00:00,In Transit,Kevinstad,VA
SHP00002163,2024-07-14T03:00:00,Out For Delivery,Port Robinmouth,AZ
SHP00002163,2024-07-15T16:00:00,Delivered,Amberhaven,NC
SHP00002164,2024-02-13T05:00:00,Label Created,Port Scott,IL
SHP00002164,2024-02-14T12:00:00,Picked Up,Lewisside,FL
SHP00002164,2024-02-15T16:00:00,In Transit,Dawnville,NY
SHP00002164,2024-02-16T17:00:00,Out For Delivery,Lake Terryhaven,WA
SHP00002164,2024-02-17T10:00:00,Delivered,West Nancyville,NC
SHP00002165,2024-10-04T15:00:00,Label Created,Matthewport,AZ
SHP00002165,2024-10-05T04:00:00,Picked Up,Michaelstad,NC
SHP00002165,2024-10-06T17:00:00,In Transit,North Stevenberg,AZ
SHP00002165,2024-10-07T08:00:00,Out For Delivery,Stevenbury,CA
SHP00002165,2024-10-08T07:00:00,Delivered,Charlotteville,IL
SHP00002167,2025-05-14T16:00:00,Label Created,North Jeffery,VA
SHP00002167,2025-05-15T02:00:00,Picked Up,Colemanfurt,AZ
SHP00002167,2025-05-16T11:00:00,In Transit,Ashleyton,FL
SHP00002167,2025-05-17T11:00:00,Out For Delivery,Lake Sean,VA
SHP00002167,2025-05-18T07:00:00,Delivered,Clarkmouth,VA
SHP00002171,2024-11-01T04:00:00,Label Created,South Diamond,FL
SHP00002171,2024-11-02T18:00:00,Picked Up,Hectorstad,FL
SHP00002171,2024-11-03T17:00:00,In Transit,South Samuelside,TX
SHP00002171,2024-11-04T00:00:00,Out For Delivery,South Stephaniefurt,NY
SHP00002171,2024-11-05T09:00:00,Delivered,Port Brandytown,IL
SHP00002174,2024-12-08T10:00:00,Label Created,Marcusstad,NC
SHP00002174,2024-12-09T14:00:00,Picked Up,Jasonview,IL
SHP00002174,2024-12-10T20:00:00,In Transit,North Michellemouth,TX
SHP00002174,2024-12-11T08:00:00,Out For Delivery,Hopkinsstad,NC
SHP00002174,2024-12-12T14:00:00,Delivered,West Darren,IL
SHP00002176,2025-02-12T08:00:00,Label Created,Frazierborough,VA
SHP00002176,2025-02-13T03:00:00,Picked Up,Emilyshire,CA
SHP00002176,2025-02-14T15:00:00,In Transit,East Brandonside,AZ
SHP00002176,2025-02-15T11:00:00,Out For Delivery,Gutierrezview,FL
SHP00002176,2025-02-16T04:00:00,Delivered,New Sarahburgh,NC
SHP00002178,2025-08-08T09:00:00,Label Created,Donnaville,VA
SHP00002178,2025-08-09T11:00:00,Picked Up,Christopherfurt,WA
SHP00002178,2025-08-10T04:00:00,In Transit,New Jennaport,IL
SHP00002178,2025-08-11T03:00:00,Out For Delivery,Port Kevin,CO
SHP00002178,2025-08-12T01:00:00,Delivered,Samanthahaven,NC
SHP00002182,2025-01-09T18:00:00,Label Created,Amandahaven,NY
SHP00002182,2025-01-10T08:00:00,Picked Up,Dunnborough,VA
SHP00002182,2025-01-11T01:00:00,In Transit,North Jeremy,NY
SHP00002182,2025-01-12T09:00:00,Out For Delivery,East Charles,FL
SHP00002182,2025-01-13T03:00:00,Delivered,North John,IL
SHP00002184,2025-04-02T14:00:00,Label Created,Port James,VA
SHP00002184,2025-04-03T00:00:00,Picked Up,Jonesport,TX
SHP00002184,2025-04-04T14:00:00,In Transit,Port Amy,GA
SHP00002184,2025-04-05T10:00:00,Out For Delivery,Melendezhaven,IL
SHP00002184,2025-04-06T04:00:00,Delivered,South Jasonshire,FL
SHP00002186,2026-02-21T16:00:00,Label Created,East Elizabethbury,CO
SHP00002186,2026-02-22T10:00:00,Picked Up,Nathanhaven,NY
SHP00002186,2026-02-23T07:00:00,In Transit,Josephland,CA
SHP00002186,2026-02-24T02:00:00,Out For Delivery,Lake Charles,FL
SHP00002186,2026-02-25T19:00:00,Delivered,South Dianachester,NY
SHP00002187,2024-09-29T16:00:00,Label Created,Danielview,NY
SHP00002187,2024-09-30T08:00:00,Picked Up,South Michele,TX
SHP00002187,2024-10-01T10:00:00,In Transit,New Tonyaport,NC
SHP00002187,2024-10-02T04:00:00,Out For Delivery,Ryanshire,CO
SHP00002187,2024-10-03T07:00:00,Delivered,Shannonmouth,TX
SHP00002189,2024-05-28T03:00:00,Label Created,Stephaniebury,TX
SHP00002189,2024-05-29T19:00:00,Picked Up,North William,WA
SHP00002189,2024-05-30T20:00:00,In Transit,Johnsonborough,FL
SHP00002189,2024-05-31T05:00:00,Out For Delivery,West Heather,AZ
SHP00002189,2024-06-01T16:00:00,Delivered,Lake Randall,CA
SHP00002191,2025-03-11T10:00:00,Label Created,Laurenhaven,NY
SHP00002191,2025-03-12T00:00:00,Picked Up,West Juanbury,VA
SHP00002191,2025-03-13T08:00:00,In Transit,Jessicaland,TX
SHP00002191,2025-03-14T17:00:00,Out For Delivery,Brianville,GA
SHP00002191,2025-03-15T11:00:00,Delivered,Port Jasmineburgh,IL
SHP00002194,2026-02-13T13:00:00,Label Created,Chenberg,CA
SHP00002194,2026-02-14T00:00:00,Picked Up,West Christopher,AZ
SHP00002194,2026-02-15T07:00:00,In Transit,Christopherburgh,GA
SHP00002194,2026-02-16T14:00:00,Out For Delivery,Lake Shirley,GA
SHP00002194,2026-02-17T17:00:00,Delivered,Tylerview,GA
SHP00002196,2024-01-25T14:00:00,Label Created,West Amanda,MA
SHP00002196,2024-01-26T16:00:00,Picked Up,West Leahville,MA
SHP00002196,2024-01-27T14:00:00,In Transit,Cummingsville,NY
SHP00002196,2024-01-28T16:00:00,Out For Delivery,Jonesside,NC
SHP00002196,2024-01-29T18:00:00,Delivered,New Thomas,CO
SHP00002198,2024-10-15T08:00:00,Label Created,Gregoryside,FL
SHP00002198,2024-10-16T20:00:00,Picked Up,West Richardfurt,GA
SHP00002198,2024-10-17T14:00:00,In Transit,South Mark,VA
SHP00002198,2024-10-18T20:00:00,Out For Delivery,Kimberlyberg,VA
SHP00002198,2024-10-19T02:00:00,Delivered,New William,MA
SHP00002203,2024-12-22T07:00:00,Label Created,East Samuelton,GA
SHP00002203,2024-12-23T07:00:00,Picked Up,Crystalport,GA
SHP00002203,2024-12-24T05:00:00,In Transit,Nancyfort,VA
SHP00002203,2024-12-25T08:00:00,Out For Delivery,Markberg,NY
SHP00002203,2024-12-26T08:00:00,Delivered,Patrickside,CA
SHP00002204,2024-03-26T18:00:00,Label Created,Lake Melindashire,FL
SHP00002204,2024-03-27T01:00:00,Picked Up,Taylorchester,NY
SHP00002204,2024-03-28T11:00:00,In Transit,Katherineport,TX
SHP00002204,2024-03-29T14:00:00,Out For Delivery,Mitchellburgh,CA
SHP00002204,2024-03-30T15:00:00,Delivered,Perkinsside,FL
SHP00002205,2025-02-14T01:00:00,Label Created,Lake Sheila,NC
SHP00002205,2025-02-15T13:00:00,Picked Up,North Jacobton,CO
SHP00002205,2025-02-16T05:00:00,In Transit,Lake Tara,NY
SHP00002205,2025-02-17T17:00:00,Out For Delivery,Hayesmouth,GA
SHP00002205,2025-02-18T16:00:00,Delivered,Wilsonburgh,WA
SHP00002208,2024-12-04T09:00:00,Label Created,Cookberg,NC
SHP00002208,2024-12-05T06:00:00,Picked Up,West Alexandraberg,VA
SHP00002208,2024-12-06T18:00:00,In Transit,Deantown,VA
SHP00002208,2024-12-07T08:00:00,Out For Delivery,Lake Danny,VA
SHP00002208,2024-12-08T17:00:00,Delivered,Murrayshire,IL
SHP00002209,2025-05-25T15:00:00,Label Created,New Nicoleport,GA
SHP00002209,2025-05-26T16:00:00,Picked Up,East Ashleyfurt,FL
SHP00002209,2025-05-27T15:00:00,In Transit,Lake Williammouth,WA
SHP00002209,2025-05-28T12:00:00,Out For Delivery,Jamesburgh,NC
SHP00002209,2025-05-29T03:00:00,Delivered,North Abigailhaven,TX
SHP00002211,2024-11-17T02:00:00,Label Created,Johnsonstad,CO
SHP00002211,2024-11-18T01:00:00,Picked Up,Daviston,NC
SHP00002211,2024-11-19T16:00:00,In Transit,Richardsfort,MA
SHP00002211,2024-11-20T10:00:00,Out For Delivery,West Ebony,GA
SHP00002211,2024-11-21T10:00:00,Delivered,Burnettbury,IL
SHP00002212,2024-01-21T11:00:00,Label Created,Hannahport,NY
SHP00002212,2024-01-22T05:00:00,Picked Up,Port Gabrielle,TX
SHP00002212,2024-01-23T20:00:00,In Transit,Brianville,TX
SHP00002212,2024-01-24T18:00:00,Out For Delivery,Gillespieport,AZ
SHP00002212,2024-01-25T13:00:00,Delivered,West Erica,WA
SHP00002213,2026-02-28T06:00:00,Label Created,Fowlerfurt,MA
SHP00002213,2026-03-01T05:00:00,Picked Up,Martinside,TX
SHP00002213,2026-03-02T16:00:00,In Transit,Davisville,VA
SHP00002213,2026-03-03T01:00:00,Out For Delivery,Moorechester,WA
SHP00002213,2026-03-04T09:00:00,Delivered,Millerchester,NY
SHP00002214,2024-07-27T18:00:00,Label Created,Mitchellborough,CA
SHP00002214,2024-07-28T05:00:00,Picked Up,North Sandrastad,FL
SHP00002214,2024-07-29T13:00:00,In Transit,Marybury,MA
SHP00002214,2024-07-30T14:00:00,Out For Delivery,East Nicholas,CO
SHP00002214,2024-07-31T07:00:00,Delivered,Osbornstad,MA
SHP00002218,2025-04-21T11:00:00,Label Created,South Carla,GA
SHP00002218,2025-04-22T11:00:00,Picked Up,West Nicolechester,FL
SHP00002218,2025-04-23T18:00:00,In Transit,Port Cynthia,MA
SHP00002218,2025-04-24T00:00:00,Out For Delivery,Port Toddborough,FL
SHP00002218,2025-04-25T06:00:00,Delivered,Port Peggyburgh,CA
SHP00002220,2025-11-10T15:00:00,Label Created,North Roy,FL
SHP00002220,2025-11-11T18:00:00,Picked Up,Rhondaberg,AZ
SHP00002220,2025-11-12T08:00:00,In Transit,Murraymouth,GA
SHP00002220,2025-11-13T13:00:00,Out For Delivery,Perezmouth,IL
SHP00002220,2025-11-14T03:00:00,Delivered,Leahfurt,GA
SHP00002222,2025-03-31T06:00:00,Label Created,Albertport,CO
SHP00002222,2025-04-01T14:00:00,Picked Up,East Jason,FL
