snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,reorder_point
2024-07-24,W003,P00321,647,8,62
2024-07-19,W003,P00101,360,29,23
2024-02-22,W003,P00271,509,22,79
2025-05-01,W003,P00142,390,102,69
2024-07-01,W003,P00048,317,42,34
2024-10-28,W003,P00095,668,94,26
2025-12-14,W003,P00261,380,29,68
2024-11-20,W003,P00124,566,109,69
2025-03-04,W003,P00058,797,64,81
2024-07-09,W003,P00263,34,13,96
2025-05-06,W003,P00444,555,43,27
2024-01-06,W003,P00422,720,13,10
2025-11-07,W003,P00438,372,38,117
2025-03-31,W003,P00323,612,50,45
2024-08-18,W003,P00149,790,14,106
2024-01-19,W003,P00393,528,21,60
2026-02-13,W003,P00102,2,1,115
2024-11-29,W003,P00517,135,75,113
2024-10-05,W003,P00159,196,39,115
2025-03-25,W003,P00419,51,14,24
2026-01-28,W003,P00416,668,85,105
2025-07-23,W003,P00230,704,114,28
2024-09-20,W003,P00242,322,12,114
2025-12-13,W003,P00462,560,81,21
2025-08-31,W003,P00427,490,74,74
2024-10-11,W003,P00327,237,99,65
2024-09-16,W003,P00175,1,1,64
2026-01-02,W003,P00049,480,118,27
2024-12-11,W003,P00287,658,57,99
2024-03-22,W003,P00337,174,33,115
2025-06-09,W003,P00410,178,29,19
2025-03-20,W003,P00150,385,64,108
2025-07-09,W003,P00510,107,83,56
2025-04-26,W003,P00459,428,59,116
2024-07-12,W003,P00196,780,97,36
2024-03-25,W003,P00551,157,95,76
2024-07-31,W003,P00082,108,102,96
2024-07-21,W003,P00062,234,95,97
2025-05-21,W003,P00032,590,114,79
2024-11-16,W003,P00388,408,52,32
2026-03-01,W003,P00166,790,68,96
2026-01-17,W003,P00527,750,41,40
2024-01-02,W003,P00280,86,10,53
2024-01-15,W003,P00277,108,77,101
2025-08-24,W003,P00325,795,37,53
2024-11-23,W003,P00488,99,70,41
2024-04-07,W003,P00512,273,50,100
2025-01-06,W003,P00476,86,71,91
2025-06-27,W003,P00492,719,23,113
2025-01-14,W003,P00226,620,58,114
2024-10-26,W003,P00552,438,115,66
2024-01-11,W003,P00108,713,32,118
2025-03-18,W003,P00041,798,84,112
2024-05-31,W003,P00331,709,40,31
2026-01-08,W004,P00562,7,5,45
2024-12-22,W004,P00207,576,72,76
2025-04-29,W004,P00543,578,81,102
2025-08-27,W004,P00379,561,33,67
2025-05-11,W004,P00043,541,36,67
2025-06-24,W004,P00095,17,17,33
2025-08-17,W004,P00593,83,2,45
2025-06-18,W004,P00174,761,60,83
2025-07-16,W004,P00332,566,44,100
2025-09-16,W004,P00228,189,18,15
2026-01-20,W004,P00400,37,20,38
2025-02-05,W004,P00164,520,24,120
2024-08-25,W004,P00427,377,71,62
2024-02-16,W004,P00466,512,54,79
2024-04-29,W004,P00288,386,116,25
2024-12-12,W004,P00406,637,89,56
2025-09-17,W004,P00481,25,18,92
2024-11-05,W004,P00538,116,109,87
2026-02-03,W004,P00502,761,7,71
2024-05-30,W004,P00249,387,4,11
2025-12-03,W004,P00414,190,106,108
2024-10-28,W004,P00384,356,13,101
2024-07-16,W004,P00547,428,42,23
2025-07-17,W004,P00512,558,97,102
2024-01-06,W004,P00253,19,10,64
2025-01-01,W004,P00238,290,76,30
2025-08-31,W004,P00271,420,59,44
2025-09-01,W004,P00303,155,40,81
2024-10-05,W004,P00155,256,92,116
2024-06-23,W004,P00194,511,65,11
2024-03-04,W004,P00314,781,118,51
2025-05-05,W004,P00220,715,18,85
2025-09-07,W004,P00129,51,50,56
2024-05-12,W004,P00304,85,15,118
2024-10-04,W004,P00254,310,31,22
2026-01-10,W004,P00082,730,76,51
2024-10-19,W004,P00465,715,66,69
2024-12-11,W004,P00182,479,33,23
2024-10-06,W004,P00325,148,55,32
2024-03-18,W004,P00583,447,107,54
2025-09-29,W004,P00362,55,34,15
2024-02-06,W004,P00151,166,23,23
2025-12-26,W004,P00227,336,59,72
2025-10-23,W004,P00126,116,115,51
2024-12-12,W004,P00473,321,98,70
2026-01-19,W004,P00040,93,31,57
2025-07-05,W004,P00381,468,84,46
2024-10-29,W004,P00048,523,112,13
2025-07-26,W004,P00131,626,5,111
2025-12-31,W004,P00279,661,61,101
2024-12-02,W004,P00300,61,43,115
2024-01-18,W004,P00474,348,89,102
2025-01-31,W004,P00162,13,0,39
2024-10-01,W004,P00468,426,26,116
2024-11-10,W004,P00050,235,57,18
2026-01-08,W004,P00357,171,13,58
2024-07-19,W004,P00302,687,32,82
2025-10-30,W004,P00557,267,47,59
2025-09-09,W004,P00319,318,49,63
2025-09-05,W004,P00394,744,55,79
2024-07-19,W004,P00041,795,12,28
2024-07-30,W004,P00045,686,32,109
2024-05-18,W004,P00584,156,74,47
2024-05-02,W004,P00460,561,38,116
2024-02-07,W004,P00574,343,87,47
2024-04-06,W004,P00187,367,84,18
2024-07-28,W004,P00023,372,115,22
2025-11-06,W004,P00408,414,66,32
2024-10-18,W004,P00437,358,108,26
2024-03-28,W004,P00323,747,14,52
2024-01-18,W004,P00225,734,43,89
2024-06-01,W004,P00180,692,67,77
2025-03-29,W004,P00505,250,110,35
2025-07-15,W004,P00010,345,80,64
2024-03-23,W004,P00552,93,79,44
2025-02-09,W004,P00127,292,85,75
2024-09-06,W004,P00594,618,47,19
2025-07-10,W004,P00280,615,40,50
2025-08-08,W004,P00031,139,84,56
2025-10-30,W004,P00233,365,88,21
2025-11-07,W004,P00033,681,29,46
2024-09-05,W004,P00223,527,81,118
2024-03-11,W004,P00485,349,71,85
2024-07-28,W004,P00367,660,64,115
2024-08-14,W004,P00285,547,5,103
2025-07-12,W004,P00383,163,66,37
2024-03-31,W004,P00375,76,5,78
2025-05-31,W004,P00066,569,117,85
2026-01-06,W004,P00405,669,0,21
2025-03-30,W004,P00524,227,42,81
2026-02-08,W004,P00057,586,34,51
2025-09-26,W004,P00125,695,19,59
2024-10-03,W004,P00055,607,27,92
2025-04-07,W004,P00239,637,40,106
2024-02-08,W004,P00540,683,20,111
2024-08-31,W004,P00530,262,77,19
2025-03-05,W004,P00117,648,110,116
2025-08-24,W004,P00527,131,58,74
2025-11-28,W004,P00083,414,0,70
2025-09-02,W004,P00355,293,69,114
2024-12-18,W004,P00171,474,108,53
2025-08-15,W004,P00478,734,99,89
2026-02-19,W004,P00392,606,1,31
2024-07-06,W004,P00402,390,13,47
2024-11-01,W004,P00330,649,24,17
2024-05-26,W004,P00499,91,43,79
2026-02-14,W004,P00243,160,93,118
2025-03-11,W004,P00079,611,81,112
2025-07-25,W004,P00211,44,30,22
2024-01-25,W004,P00598,192,87,46
2025-02-23,W004,P00176,789,113,105
2025-03-20,W004,P00232,387,97,10
2024-05-03,W004,P00548,458,30,111
2026-01-27,W004,P00587,404,104,28
2024-09-04,W004,P00069,591,110,94
2024-05-24,W004,P00166,701,90,33
2024-11-27,W004,P00216,563,80,27
2024-12-31,W004,P00378,555,0,109
2024-10-19,W004,P00089,620,73,102
2024-12-23,W004,P00004,35,33,105
2025-04-14,W004,P00237,285,20,105
2025-02-21,W004,P00517,56,27,116
2024-05-16,W004,P00501,202,30,117
2025-05-13,W004,P00007,383,85,57
2024-11-10,W004,P00597,632,91,44
2024-06-25,W004,P00342,58,57,71
2025-06-18,W004,P00236,34,11,54
2024-02-23,W004,P00293,155,28,12
2025-10-16,W004,P00442,409,18,11
2024-02-07,W004,P00418,639,51,103
2024-04-15,W004,P00025,321,44,11
2025-12-27,W004,P00428,575,30,118
2024-06-01,W004,P00197,444,102,85
2024-04-30,W004,P00263,116,86,29
2024-05-05,W004,P00195,786,16,18
2025-12-22,W004,P00411,599,1,109
2026-01-30,W004,P00533,499,97,105
2025-10-26,W004,P00020,600,1,88
2025-11-26,W004,P00035,569,109,69
2025-12-05,W004,P00178,166,33,11
2024-05-07,W004,P00209,325,40,63
2024-04-23,W004,P00247,324,80,95
2025-10-14,W004,P00476,560,94,72
2024-06-23,W004,P00320,279,66,25
2024-01-14,W004,P00386,588,4,48
2025-12-15,W004,P00036,409,84,55
2024-03-25,W004,P00183,226,46,60
2024-08-20,W004,P00024,373,67,56
2025-07-15,W004,P00361,518,21,60
2024-08-22,W004,P00301,526,118,101
2024-01-24,W004,P00218,708,19,16
2025-04-21,W004,P00222,134,117,81
2025-04-13,W004,P00365,416,108,37
2025-06-20,W004,P00017,666,33,49
2025-09-06,W004,P00491,464,63,86
2024-03-03,W004,P00159,390,1,27
2025-10-04,W004,P00291,346,67,61
2024-04-27,W004,P00417,485,81,45
2025-09-27,W004,P00467,97,87,53
2025-09-30,W004,P00324,437,15,28
2025-03-05,W004,P00404,687,49,70
2025-03-04,W004,P00327,143,59,51
2025-09-27,W004,P00565,735,11,49
2025-10-25,W004,P00106,611,95,56
2025-01-22,W004,P00258,241,30,113
2024-03-11,W004,P00076,362,105,10
2024-04-13,W004,P00581,425,38,16
2024-05-10,W004,P00215,570,48,31
2026-01-14,W004,P00170,694,98,88
2024-11-28,W004,P00252,241,97,93
2024-09-17,W004,P00204,389,87,19
2025-09-08,W004,P00329,190,26,59
2024-04-27,W004,P00525,335,77,105
2025-11-19,W004,P00273,428,54,16
2024-08-19,W004,P00399,23,18,68
2025-01-30,W004,P00160,485,115,95
2025-01-30,W004,P00009,568,113,20
2024-05-08,W004,P00281,292,89,44
2026-01-22,W004,P00256,696,42,12
2025-06-05,W004,P00091,616,23,10
2025-06-22,W004,P00518,524,31,25
2024-10-13,W004,P00515,649,102,96
2024-05-16,W004,P00333,228,73,96
2024-02-25,W004,P00005,24,4,44
2024-06-29,W004,P00477,366,30,76
2024-01-23,W004,P00315,660,110,94
2025-09-25,W004,P00172,290,37,79
2025-04-02,W004,P00190,617,35,88
2025-07-16,W004,P00585,404,104,76
2025-02-07,W004,P00409,606,18,13
2024-03-12,W004,P00051,481,93,52
2025-12-01,W004,P00114,467,78,97
2025-11-21,W004,P00359,720,56,51
2025-08-05,W004,P00521,498,16,30
2024-09-01,W004,P00027,253,102,69
2025-06-20,W004,P00165,44,14,39
2024-03-29,W004,P00469,693,2,107
2025-03-15,W004,P00013,352,42,14
2025-10-15,W004,P00203,54,6,39
2025-10-22,W004,P00199,149,107,119
2024-09-23,W004,P00374,759,98,15
2024-12-22,W004,P00161,404,86,84
2024-09-25,W004,P00500,570,20,68
2025-10-27,W004,P00229,479,45,61
2024-11-12,W004,P00090,735,28,93
2025-11-02,W004,P00088,107,65,22
2025-09-03,W004,P00212,206,116,36
2024-11-15,W004,P00210,346,17,70
2025-05-21,W004,P00429,56,5,15
2024-11-11,W004,P00508,617,4,54
2025-03-25,W004,P00446,456,104,109
2024-06-02,W004,P00063,188,22,55
2024-01-05,W004,P00432,385,20,76
2026-01-16,W004,P00445,462,70,70
2025-07-30,W004,P00292,114,88,81
2024-01-29,W004,P00321,57,51,22
2024-08-08,W004,P00278,656,60,59
2025-01-02,W004,P00536,92,73,89
2025-03-12,W004,P00475,220,1,115
2024-03-08,W004,P00444,605,108,35
2025-05-01,W004,P00344,86,82,58
2024-08-08,W004,P00595,543,59,93
2024-08-06,W004,P00100,362,34,84
2025-03-21,W004,P00163,36,12,82
2025-10-31,W004,P00495,152,61,103
2025-03-11,W004,P00341,478,53,72
2026-02-02,W004,P00001,318,100,37
2025-01-20,W004,P00439,255,66,95
2024-06-30,W004,P00142,453,53,44
2024-10-17,W004,P00153,794,48,109
2026-02-26,W004,P00336,650,32,106
2025-05-15,W004,P00003,18,6,32
2026-01-11,W004,P00269,182,105,14
2024-12-31,W004,P00021,114,99,45
2026-02-05,W004,P00393,238,83,48
2025-06-28,W004,P00403,487,34,120
2024-05-12,W004,P00503,739,33,40
2024-08-05,W004,P00188,39,37,119
2025-07-02,W004,P00452,447,11,46
2025-06-04,W004,P00318,453,74,76
2025-12-10,W004,P00534,383,18,25
2024-04-28,W004,P00551,34,10,39
2025-11-24,W004,P00433,455,115,34
2025-11-17,W004,P00354,184,65,62
2024-09-09,W004,P00141,467,70,97
2024-03-31,W004,P00550,753,20,14
2024-05-08,W004,P00150,760,93,26
2025-07-31,W004,P00140,384,4,71
2026-01-17,W004,P00235,548,60,106
2024-10-10,W004,P00373,512,1,41
2025-08-11,W005,P00563,305,75,72
2024-07-22,W005,P00455,760,31,46
2025-04-09,W005,P00483,489,56,23
2025-07-17,W005,P00497,61,38,73
2024-03-04,W005,P00541,528,101,28
2025-10-26,W005,P00395,381,39,91
2025-02-03,W005,P00126,138,115,67
2026-01-24,W005,P00254,585,74,19
2025-11-20,W005,P00489,45,32,104
2024-09-25,W005,P00264,475,37,43
2024-08-04,W005,P00098,35,30,97
2024-12-12,W005,P00335,462,105,11
2025-01-10,W005,P00353,418,78,67
2024-08-05,W005,P00263,322,22,101
2025-03-25,W005,P00389,721,113,101
2024-08-15,W005,P00544,759,22,120
2026-01-17,W005,P00412,795,115,60
2024-02-24,W005,P00559,391,18,54
2024-03-08,W005,P00475,473,91,113
2025-05-22,W005,P00422,579,6,70
2025-10-01,W005,P00190,252,99,27
2025-04-29,W005,P00415,605,44,120
2025-10-28,W005,P00310,502,2,48
2025-04-16,W005,P00056,608,88,71
2025-09-02,W005,P00356,619,100,15
2024-11-09,W005,P00554,596,99,58
2025-12-28,W005,P00452,636,51,80
2025-12-14,W005,P00548,526,28,85
2026-02-25,W005,P00358,5,4,95
2024-07-28,W005,P00518,445,60,65
2024-11-13,W005,P00115,252,2,42
2024-05-08,W005,P00063,646,97,118
2024-07-14,W005,P00407,766,97,119
2026-02-07,W005,P00146,68,30,86
2024-10-25,W005,P00582,92,52,29
2024-10-21,W005,P00141,407,31,102
2024-12-11,W005,P00250,504,55,96
2026-02-11,W005,P00316,420,53,58
2025-08-08,W005,P00262,291,33,98
2024-04-24,W005,P00178,95,24,119
2024-12-23,W005,P00003,416,100,35
2024-12-08,W005,P00344,218,53,65
2025-07-06,W005,P00525,663,16,94
2024-07-30,W005,P00053,467,79,93
2025-07-11,W005,P00503,360,28,85
2025-10-07,W005,P00257,663,42,50
2025-06-16,W005,P00410,299,82,28
2025-05-19,W005,P00185,74,48,82
2024-04-27,W005,P00387,97,41,116
2024-03-02,W005,P00573,680,104,35
2024-10-05,W005,P00574,391,106,41
2025-11-21,W005,P00214,698,87,54
2025-03-04,W005,P00055,282,111,41
2024-01-08,W005,P00372,428,28,42
2024-12-29,W005,P00077,693,63,24
2025-12-08,W005,P00009,215,53,18
2024-05-28,W005,P00164,325,39,108
2026-02-26,W005,P00241,212,79,80
2025-10-13,W005,P00150,19,2,117
2025-07-30,W005,P00527,10,7,17
2025-03-13,W005,P00531,489,76,11
2024-12-29,W005,P00148,87,14,17
2024-02-18,W005,P00311,400,31,31
2025-12-11,W005,P00343,614,64,115
2025-06-13,W005,P00057,660,10,114
2026-02-04,W005,P00237,473,105,86
2024-03-08,W005,P00096,771,78,89
2025-07-18,W005,P00301,389,3,111
2024-06-27,W005,P00431,453,30,102
2024-04-04,W005,P00067,137,67,81
2024-11-08,W005,P00462,561,9,110
2025-11-19,W005,P00485,54,16,59
2025-11-23,W005,P00064,609,22,39
2025-11-13,W005,P00201,190,90,68
2024-03-03,W005,P00287,155,65,108
2024-02-01,W005,P00292,139,44,57
2025-04-05,W005,P00277,58,26,90
2024-10-20,W005,P00032,748,7,94
2025-12-14,W005,P00401,405,57,113
2024-09-19,W005,P00597,407,21,30
2024-05-08,W005,P00370,56,33,17
2024-09-23,W005,P00506,196,94,94
2024-05-03,W005,P00083,212,6,37
2025-05-06,W005,P00302,559,58,89
2024-10-20,W005,P00102,657,101,104
2025-10-05,W005,P00385,475,6,99
2024-08-16,W005,P00171,301,39,39
2025-09-13,W005,P00360,554,12,75
2024-03-14,W005,P00195,21,3,90
2026-01-06,W005,P00394,360,91,19
2025-07-23,W005,P00276,744,33,104
2024-05-25,W005,P00196,45,43,83
2024-01-22,W005,P00505,120,71,102
2025-02-17,W005,P00580,539,60,58
2024-07-21,W005,P00517,150,105,99
2025-02-11,W005,P00446,640,40,22
2024-05-13,W005,P00547,33,24,35
2025-08-02,W005,P00333,449,68,67
2025-05-06,W005,P00584,78,27,107
2025-04-26,W005,P00145,378,105,72
2024-05-11,W005,P00101,201,79,64
2025-09-17,W005,P00132,536,54,108
2025-02-15,W005,P00005,221,38,12
2024-07-04,W005,P00435,740,32,29
2025-08-21,W005,P00092,203,113,82
2024-05-30,W005,P00352,30,9,95
2025-03-08,W005,P00474,345,109,73
2025-07-14,W005,P00511,618,86,96
2024-08-06,W005,P00020,239,20,41
2024-09-23,W005,P00103,121,13,23
2025-07-13,W005,P00307,659,55,84
2024-09-29,W005,P00206,40,11,73
2024-11-24,W005,P00382,43,10,29
2025-09-18,W005,P00575,601,75,31
2024-07-13,W005,P00075,596,21,88
2024-06-17,W005,P00553,123,44,118
2024-04-14,W005,P00297,158,25,26
2025-03-05,W005,P00371,688,37,108
2025-11-20,W005,P00346,161,4,27
2024-07-27,W005,P00033,445,113,79
2024-01-05,W005,P00105,421,107,87
2025-06-16,W005,P00388,99,77,101
2024-10-24,W005,P00546,442,108,30
2025-11-02,W005,P00189,648,5,86
2024-03-19,W005,P00138,800,79,57
2025-05-10,W005,P00402,784,102,59
2026-02-13,W005,P00230,670,77,55
2025-09-21,W005,P00334,327,14,77
2025-05-08,W005,P00265,154,79,43
2024-12-23,W005,P00488,438,27,56
2025-10-11,W005,P00022,105,78,25
2025-09-01,W005,P00364,784,43,42
2025-01-14,W005,P00100,177,77,19
2024-02-01,W005,P00275,98,45,70
2024-01-07,W005,P00222,549,25,82
2025-09-04,W005,P00134,231,104,80
2025-10-28,W005,P00451,151,69,42
2026-02-25,W005,P00231,73,51,104
2024-08-28,W005,P00322,636,106,96
2025-07-27,W005,P00369,764,109,52
2024-08-12,W005,P00028,580,72,53
2024-08-03,W005,P00179,225,118,87
2024-04-22,W005,P00286,701,77,33
2025-11-25,W005,P00188,97,21,52
2025-04-21,W005,P00445,756,91,50
2024-09-20,W005,P00006,714,10,96
2024-08-16,W005,P00011,166,74,107
2025-01-28,W005,P00097,226,93,26
2025-12-21,W005,P00495,647,115,101
2025-02-07,W005,P00038,323,21,32
2024-12-18,W005,P00294,669,116,80
2025-08-22,W005,P00447,272,38,97
2024-07-29,W005,P00591,250,34,114
2024-12-02,W005,P00375,553,62,41
2025-11-06,W005,P00014,313,95,101
2025-05-21,W005,P00561,459,86,32
2024-12-27,W005,P00594,794,105,15
2024-08-18,W005,P00376,641,98,78
2025-02-07,W005,P00423,699,64,55
2024-01-06,W005,P00501,44,39,28
2024-06-13,W005,P00040,343,45,112
2024-08-12,W005,P00181,648,37,99
2025-08-22,W005,P00037,372,91,117
2025-06-07,W005,P00279,139,24,77
2025-07-31,W005,P00522,235,36,50
2025-06-06,W005,P00157,794,82,117
2025-10-06,W005,P00425,136,95,55
2024-07-09,W005,P00073,759,80,79
2024-12-07,W005,P00309,689,4,54
2025-01-04,W005,P00595,622,37,69
2025-11-14,W005,P00191,124,77,62
2025-06-14,W005,P00129,721,117,18
2025-11-01,W005,P00478,56,18,61
2025-01-30,W005,P00564,576,120,95
2025-09-27,W005,P00026,333,17,34
2024-04-28,W005,P00327,481,98,81
2024-01-30,W005,P00572,556,37,20
2025-10-09,W005,P00557,144,54,99
2025-05-26,W005,P00104,271,114,93
2024-09-16,W005,P00450,591,69,66
2024-12-22,W005,P00219,526,22,93
2025-06-10,W005,P00202,10,4,11
2025-06-18,W005,P00226,260,60,84
2024-08-11,W005,P00240,628,50,69
2025-09-03,W005,P00242,417,19,49
2024-07-31,W005,P00379,543,94,91
2025-07-30,W005,P00139,662,107,21
2025-01-10,W005,P00081,701,88,28
2024-06-12,W005,P00314,676,21,83
2024-01-09,W005,P00144,591,0,50
2025-11-23,W005,P00523,528,2,75
2024-09-06,W005,P00023,202,48,72
2024-10-09,W005,P00252,290,98,86
2024-07-02,W005,P00027,377,78,16
2025-03-27,W005,P00417,603,13,118
2025-11-10,W005,P00184,475,56,65
2025-05-31,W005,P00245,5,0,88
2024-08-07,W005,P00300,253,112,115
2025-07-22,W005,P00290,416,73,20
2024-04-17,W005,P00429,3,2,35
2025-05-22,W005,P00540,300,56,43
2025-01-26,W005,P00044,317,66,69
2025-08-14,W005,P00514,590,46,40
2025-12-31,W005,P00229,795,30,117
2024-03-09,W005,P00070,482,95,60
2025-01-17,W005,P00244,304,82,32
2024-06-28,W005,P00109,624,25,102
2024-07-25,W005,P00200,296,46,99
2025-06-27,W005,P00234,251,101,29
2025-10-05,W005,P00568,46,42,112
2024-09-04,W005,P00125,345,0,39
2024-09-12,W005,P00036,184,17,105
2024-01-18,W005,P00271,679,22,76
2024-04-08,W005,P00456,699,3,75
2024-11-03,W005,P00118,637,40,89
2024-02-08,W005,P00224,190,22,105
2024-12-09,W005,P00306,301,85,11
2025-03-10,W005,P00035,250,114,56
2024-03-01,W005,P00320,761,59,54
2024-03-13,W005,P00147,402,67,30
2024-04-20,W005,P00530,518,21,66
2025-10-13,W005,P00058,625,24,28
2025-03-15,W005,P00152,230,80,78
2025-05-20,W005,P00041,535,0,63
2025-06-19,W005,P00418,420,74,45
2025-04-21,W005,P00095,255,20,91
2025-11-23,W005,P00091,800,40,28
2024-09-18,W005,P00555,658,50,51
2025-03-26,W005,P00589,413,4,72
2024-02-26,W005,P00061,710,13,56
2025-11-12,W005,P00087,400,21,33
2025-04-11,W005,P00473,479,23,100
2024-01-08,W005,P00015,653,50,10
2024-02-22,W005,P00397,495,35,119
2024-02-18,W005,P00471,277,56,101
2025-05-02,W005,P00111,555,45,32
2026-01-07,W005,P00355,45,22,79
2024-08-31,W005,P00341,379,5,18
2024-01-21,W005,P00374,574,2,60
2025-10-10,W005,P00212,776,103,15
2026-02-17,W005,P00066,599,87,81
2024-07-13,W005,P00411,442,2,118
2026-02-26,W005,P00187,333,80,56
2024-05-07,W005,P00133,55,32,28
2024-12-01,W005,P00581,708,91,59
2024-08-21,W005,P00457,786,30,102
2024-08-16,W005,P00140,256,4,55
2024-05-10,W005,P00384,439,67,31
2025-08-26,W005,P00498,27,14,29
2025-03-07,W005,P00002,652,87,79
2024-04-26,W006,P00378,790,59,116
2024-08-30,W006,P00259,572,83,79
2025-02-19,W006,P00463,24,12,90
2025-02-21,W006,P00314,12,11,32
2025-01-11,W006,P00478,338,69,14
2025-09-13,W006,P00362,626,74,43
2025-12-25,W006,P00535,626,113,109
2025-06-19,W006,P00110,695,47,50
2025-09-24,W006,P00066,261,52,57
2025-11-22,W006,P00512,292,65,115
2025-04-02,W006,P00133,72,65,95
2025-07-18,W006,P00534,592,26,49
2025-02-20,W006,P00249,362,91,119
2024-07-04,W006,P00144,589,14,83
2024-12-05,W006,P00142,433,86,30
2025-10-20,W006,P00318,693,64,102
2024-05-20,W006,P00277,135,23,11
2024-06-30,W006,P00051,157,55,29
2024-06-23,W006,P00592,66,48,34
2025-10-29,W006,P00290,740,116,32
2025-03-27,W006,P00519,286,33,116
2026-02-02,W006,P00105,744,87,17
2024-12-29,W006,P00165,694,109,81
2025-01-12,W006,P00048,717,82,30
2025-09-18,W006,P00464,128,33,113
2024-05-30,W006,P00354,262,65,18
2024-05-16,W006,P00476,747,68,105
2025-03-20,W006,P00594,675,23,72
2026-01-06,W006,P00151,387,39,18
2025-02-10,W006,P00407,307,19,72
2025-08-29,W006,P00543,395,96,101
2024-08-07,W006,P00248,345,99,113
2024-07-25,W006,P00437,302,14,71
2025-06-03,W006,P00335,462,66,64
2025-02-20,W006,P00436,233,103,109
2025-08-19,W006,P00364,548,36,50
2025-10-06,W006,P00541,90,46,22
2024-11-02,W006,P00037,341,88,34
2025-06-02,W006,P00328,236,32,113
2026-02-12,W006,P00164,127,111,74
2024-12-17,W006,P00262,565,118,38
2025-05-19,W006,P00395,759,90,23
2024-12-05,W006,P00028,793,61,58
2025-11-12,W006,P00489,502,0,85
2024-03-30,W006,P00139,268,2,107
2024-04-18,W006,P00544,764,110,49
2025-11-06,W006,P00600,262,100,44
2024-02-06,W006,P00049,686,90,59
2024-11-24,W006,P00241,416,82,74
2025-05-10,W006,P00116,40,28,86
2025-07-20,W006,P00292,411,44,40
2024-10-14,W006,P00020,788,86,111
2024-06-01,W006,P00473,678,116,98
2024-10-23,W006,P00278,281,116,35
2025-02-24,W006,P00063,297,27,61
2025-10-05,W006,P00539,613,20,13
2024-07-11,W006,P00442,411,41,16
2025-10-31,W006,P00309,510,95,51
2024-12-19,W006,P00039,120,21,106
2026-02-23,W006,P00258,481,77,27
2025-08-21,W006,P00537,559,109,35
2025-06-22,W006,P00050,719,97,29
2025-04-03,W006,P00414,175,32,120
2025-07-10,W006,P00423,794,108,21
2024-08-07,W006,P00599,166,11,75
2024-07-29,W006,P00160,354,119,95
2026-02-14,W006,P00421,331,105,113
2025-02-04,W006,P00481,142,66,77
2025-10-27,W006,P00282,291,113,30
2025-08-27,W006,P00296,567,108,19
2025-01-01,W006,P00266,105,72,55
2024-03-06,W006,P00240,328,50,37
2025-12-29,W006,P00329,51,29,47
2024-10-25,W006,P00595,453,30,28
2024-05-16,W006,P00424,689,63,33
2026-01-06,W006,P00137,697,37,64
2025-12-17,W006,P00254,523,87,75
2024-10-28,W006,P00172,693,50,22
2024-01-31,W006,P00435,556,60,31
2024-07-05,W006,P00234,311,54,28
2025-08-26,W006,P00338,799,9,86
2025-12-10,W006,P00597,404,117,101
2024-08-08,W006,P00288,566,67,96
2025-08-07,W006,P00550,373,93,85
2025-03-22,W006,P00148,354,73,86
2024-02-24,W006,P00582,243,12,21
2024-02-20,W006,P00480,196,87,115
2025-01-06,W006,P00059,247,21,114
2025-08-30,W006,P00406,395,96,54
2026-01-23,W006,P00384,7,3,54
2025-01-10,W006,P00243,207,76,13
2025-10-12,W006,P00088,519,59,68
2024-08-28,W006,P00430,384,20,45
2025-03-30,W006,P00363,343,103,110
2025-03-28,W006,P00461,326,119,80
2024-09-21,W006,P00320,158,112,34
2026-02-01,W006,P00233,210,7,105
2025-11-15,W006,P00440,420,73,92
2024-08-21,W006,P00080,200,106,86
2025-01-29,W006,P00261,30,26,97
2025-02-03,W006,P00119,179,12,64
2025-10-04,W006,P00580,107,63,67
2024-04-22,W006,P00228,188,0,108
2026-01-26,W006,P00533,324,32,55
2025-11-04,W006,P00477,264,73,110
2025-04-13,W006,P00017,450,95,25
2024-04-18,W006,P00224,152,93,97
2025-11-21,W006,P00274,214,87,26
2024-12-19,W006,P00340,634,83,98
2025-05-30,W006,P00472,263,44,34
2025-05-04,W006,P00562,631,38,25
2025-06-11,W006,P00301,85,43,33
2025-05-15,W006,P00498,148,35,115
2025-11-22,W006,P00529,441,43,49
2024-09-05,W006,P00425,586,67,57
2025-04-11,W006,P00183,327,22,67
2025-08-08,W006,P00174,660,117,73
2024-09-12,W006,P00256,352,83,102
2024-04-05,W006,P00561,715,0,23
2025-06-27,W006,P00214,575,36,118
2025-05-09,W006,P00521,248,57,95
2025-07-23,W006,P00506,642,82,13
2026-01-18,W006,P00578,729,61,83
2024-04-08,W006,P00457,466,25,10
2025-06-12,W006,P00032,278,15,75
2025-06-19,W006,P00420,764,108,23
2024-07-10,W006,P00219,75,3,86
2025-08-16,W006,P00394,326,104,36
2025-08-29,W006,P00041,779,36,81
2025-08-31,W006,P00299,596,119,81
2024-12-03,W006,P00107,82,31,98
2024-05-06,W006,P00169,97,97,36
2025-03-21,W006,P00401,338,80,73
2025-02-21,W006,P00124,536,117,79
2026-02-02,W006,P00209,244,89,64
2024-07-15,W006,P00330,557,94,60
2025-04-15,W006,P00298,322,37,18
2025-11-18,W006,P00488,501,109,35
2025-07-16,W006,P00099,116,16,26
2024-06-15,W006,P00096,118,43,88
2024-09-28,W006,P00391,495,97,87
2025-04-11,W006,P00111,78,71,53
2025-07-05,W006,P00226,431,64,61
2025-05-27,W006,P00204,646,46,88
