opportunity_id,product_id,quantity,unit_price,line_total
O000514,P00412,10,330.8,3308.0
O000515,P00432,37,455.81,16864.97
O000515,P00401,23,191.93,4414.39
O000516,P00460,27,164.37,4437.99
O000516,P00335,1,92.48,92.48
O000516,P00501,33,317.85,10489.05
O000516,P00103,2,198.7,397.4
O000517,P00526,49,277.55,13599.95
O000517,P00416,11,289.9,3188.9
O000518,P00353,30,402.98,12089.4
O000518,P00411,33,137.7,4544.1
O000519,P00542,30,250.57,7517.1
O000520,P00239,44,448.58,19737.52
O000520,P00516,29,394.42,11438.18
O000520,P00206,21,170.78,3586.38
O000520,P00007,9,402.53,3622.77
O000520,P00065,24,343.56,8245.44
O000521,P00224,45,351.46,15815.7
O000522,P00548,39,411.59,16052.01
O000523,P00272,18,119.5,2151.0
O000523,P00458,5,69.2,346.0
O000523,P00040,30,219.75,6592.5
O000523,P00033,30,199.0,5970.0
O000524,P00581,10,266.37,2663.7
O000524,P00299,42,63.0,2646.0
O000525,P00034,11,184.28,2027.08
O000525,P00043,23,50.88,1170.24
O000526,P00336,39,78.35,3055.65
O000526,P00369,9,148.98,1340.82
O000526,P00047,39,116.47,4542.33
O000527,P00471,2,343.41,686.82
O000527,P00243,14,106.46,1490.44
O000527,P00254,40,414.33,16573.2
O000528,P00329,48,306.59,14716.32
O000528,P00103,46,219.62,10102.52
O000528,P00314,9,143.87,1294.83
O000528,P00463,32,316.59,10130.88
O000528,P00096,35,549.7,19239.5
O000529,P00014,50,351.65,17582.5
O000529,P00562,31,43.76,1356.56
O000530,P00176,50,207.9,10395.0
O000530,P00417,32,332.05,10625.6
O000530,P00360,28,45.96,1286.88
O000531,P00050,36,311.98,11231.28
O000531,P00531,28,93.19,2609.32
O000531,P00032,47,334.58,15725.26
O000531,P00245,28,519.35,14541.8
O000531,P00073,47,202.09,9498.23
O000531,P00486,14,135.53,1897.42
O000532,P00046,39,280.02,10920.78
O000532,P00408,41,117.13,4802.33
O000532,P00027,14,537.41,7523.74
O000532,P00433,35,550.09,19253.15
O000532,P00204,25,263.38,6584.5
O000533,P00211,31,123.91,3841.21
O000533,P00254,10,332.71,3327.1
O000533,P00173,50,212.25,10612.5
O000533,P00028,2,243.88,487.76
O000533,P00037,20,125.31,2506.2
O000534,P00269,8,438.66,3509.28
O000534,P00292,16,392.93,6286.88
O000534,P00410,18,185.61,3340.98
O000535,P00245,6,530.26,3181.56
O000535,P00113,39,324.59,12659.01
O000535,P00098,2,261.15,522.3
O000535,P00334,16,5.13,82.08
O000536,P00481,32,70.85,2267.2
O000536,P00207,39,436.66,17029.74
O000536,P00113,32,300.02,9600.64
O000536,P00224,39,402.49,15697.11
O000536,P00197,36,9.97,358.92
O000536,P00324,36,109.03,3925.08
O000537,P00239,27,443.0,11961.0
O000537,P00286,28,42.42,1187.76
O000538,P00173,12,256.39,3076.68
O000538,P00544,43,466.03,20039.29
O000538,P00036,10,38.85,388.5
O000538,P00065,17,310.32,5275.44
O000539,P00400,11,501.3,5514.3
O000539,P00074,35,351.09,12288.15
O000539,P00053,43,87.39,3757.77
O000540,P00405,12,69.64,835.68
O000540,P00567,5,313.19,1565.95
O000540,P00390,23,442.02,10166.46
O000540,P00352,7,237.2,1660.4
O000540,P00369,42,153.01,6426.42
O000541,P00011,38,306.39,11642.82
O000541,P00399,28,475.25,13307.0
O000541,P00449,23,204.09,4694.07
O000541,P00597,50,100.34,5017.0
O000542,P00024,23,421.29,9689.67
O000542,P00232,26,235.75,6129.5
O000542,P00418,15,137.16,2057.4
O000542,P00148,7,337.75,2364.25
O000542,P00117,34,109.0,3706.0
O000542,P00403,2,236.08,472.16
O000543,P00143,14,146.23,2047.22
O000543,P00453,31,79.47,2463.57
O000543,P00065,25,357.91,8947.75
O000543,P00268,34,181.86,6183.24
O000543,P00301,33,63.79,2105.07
O000543,P00141,39,88.24,3441.36
O000544,P00246,22,133.01,2926.22
O000545,P00392,30,242.6,7278.0
O000545,P00590,35,188.5,6597.5
O000545,P00406,49,364.77,17873.73
O000545,P00546,16,233.66,3738.56
O000545,P00589,41,75.54,3097.14
O000546,P00392,23,284.1,6534.3
O000546,P00554,18,269.91,4858.38
O000547,P00412,27,378.67,10224.09
O000547,P00059,43,490.08,21073.44
O000547,P00128,12,351.94,4223.28
O000547,P00473,40,371.73,14869.2
O000547,P00080,35,226.02,7910.7
O000548,P00499,19,31.6,600.4
O000548,P00394,32,138.87,4443.84
O000549,P00012,40,482.79,19311.6
O000549,P00374,42,212.35,8918.7
O000550,P00014,26,382.79,9952.54
O000551,P00561,28,51.05,1429.4
O000551,P00382,11,291.93,3211.23
O000551,P00564,43,126.61,5444.23
O000551,P00065,23,310.89,7150.47
O000551,P00144,49,102.23,5009.27
O000551,P00022,13,85.68,1113.84
O000552,P00455,46,364.44,16764.24
O000552,P00522,41,383.36,15717.76
O000553,P00235,47,39.35,1849.45
O000553,P00315,29,324.74,9417.46
O000553,P00354,12,162.12,1945.44
O000554,P00179,13,204.31,2656.03
O000554,P00049,1,75.94,75.94
O000555,P00318,39,152.0,5928.0
O000555,P00498,8,273.08,2184.64
O000555,P00599,13,66.18,860.34
O000555,P00272,9,102.71,924.39
O000555,P00588,5,256.07,1280.35
O000555,P00507,24,316.13,7587.12
O000556,P00037,42,121.23,5091.66
O000556,P00232,11,241.01,2651.11
O000556,P00124,46,510.19,23468.74
O000556,P00446,6,19.75,118.5
O000556,P00289,28,230.05,6441.4
O000556,P00063,24,381.62,9158.88
O000557,P00434,29,475.85,13799.65
O000557,P00282,23,203.74,4686.02
O000557,P00511,33,210.08,6932.64
O000557,P00073,50,243.93,12196.5
O000558,P00178,4,640.76,2563.04
O000558,P00347,32,584.69,18710.08
O000558,P00050,40,344.16,13766.4
O000558,P00399,11,532.14,5853.54
O000558,P00038,46,529.43,24353.78
O000559,P00397,49,25.69,1258.81
O000559,P00567,9,315.33,2837.97
O000559,P00180,47,426.24,20033.28
O000559,P00387,46,111.07,5109.22
O000560,P00157,31,123.24,3820.44
O000560,P00511,28,220.98,6187.44
O000560,P00393,11,212.12,2333.32
O000560,P00327,6,142.42,854.52
O000560,P00080,32,199.96,6398.72
O000561,P00300,11,46.91,516.01
O000561,P00059,13,392.68,5104.84
O000562,P00333,23,382.68,8801.64
O000562,P00052,11,372.53,4097.83
O000562,P00464,42,424.54,17830.68
O000563,P00507,12,310.99,3731.88
O000563,P00268,26,178.6,4643.6
O000563,P00065,7,308.1,2156.7
O000563,P00055,24,52.66,1263.84
O000564,P00353,17,483.54,8220.18
O000564,P00217,41,117.05,4799.05
O000564,P00062,31,318.26,9866.06
O000565,P00245,18,518.84,9339.12
O000565,P00203,7,292.13,2044.91
O000565,P00456,42,106.73,4482.66
O000565,P00164,44,411.35,18099.4
O000565,P00590,18,186.53,3357.54
O000565,P00343,42,302.95,12723.9
O000566,P00593,39,372.29,14519.31
O000566,P00070,4,55.23,220.92
O000566,P00333,6,350.13,2100.78
O000566,P00113,22,328.79,7233.38
O000566,P00383,7,12.18,85.26
O000566,P00477,10,47.29,472.9
O000567,P00156,41,78.14,3203.74
O000567,P00384,24,58.58,1405.92
O000567,P00227,42,295.57,12413.94
O000567,P00287,4,527.29,2109.16
O000567,P00136,3,247.14,741.42
O000568,P00412,4,305.38,1221.52
O000568,P00534,3,217.34,652.02
O000568,P00588,48,229.01,10992.48
O000568,P00504,10,452.21,4522.1
O000568,P00577,14,544.17,7618.38
O000568,P00538,11,426.84,4695.24
O000569,P00405,2,67.45,134.9
O000569,P00360,18,56.89,1024.02
O000570,P00378,26,423.41,11008.66
O000570,P00122,16,87.84,1405.44
O000570,P00237,5,263.99,1319.95
O000570,P00187,36,233.15,8393.4
O000570,P00485,18,224.68,4044.24
O000571,P00546,8,202.82,1622.56
O000571,P00497,9,288.27,2594.43
O000571,P00116,7,168.74,1181.18
O000571,P00595,36,74.46,2680.56
O000571,P00353,2,411.46,822.92
O000571,P00191,26,182.67,4749.42
O000572,P00266,43,220.6,9485.8
O000573,P00466,42,202.97,8524.74
O000574,P00585,15,8.07,121.05
O000574,P00521,25,359.89,8997.25
O000574,P00247,16,209.42,3350.72
O000574,P00429,23,139.05,3198.15
O000574,P00468,45,443.46,19955.7
O000574,P00315,35,281.79,9862.65
O000575,P00475,43,270.05,11612.15
O000576,P00037,29,139.75,4052.75
O000576,P00545,13,263.51,3425.63
O000576,P00353,16,379.48,6071.68
O000576,P00019,48,216.53,10393.44
O000576,P00196,4,509.88,2039.52
O000576,P00531,1,84.48,84.48
O000577,P00001,23,242.61,5580.03
O000577,P00196,10,549.42,5494.2
O000577,P00395,13,126.48,1644.24
O000577,P00298,13,143.86,1870.18
O000578,P00076,48,323.41,15523.68
O000578,P00335,25,116.22,2905.5
O000578,P00326,50,23.41,1170.5
O000578,P00299,41,59.37,2434.17
O000579,P00294,21,175.7,3689.7
O000579,P00227,10,229.81,2298.1
O000579,P00146,5,64.27,321.35
O000580,P00328,22,190.73,4196.06
O000581,P00200,19,396.23,7528.37
O000581,P00243,44,122.28,5380.32
O000581,P00369,19,142.88,2714.72
O000582,P00257,9,224.54,2020.86
O000582,P00570,45,286.01,12870.45
O000582,P00536,3,158.08,474.24
O000582,P00007,41,357.59,14661.19
O000582,P00127,26,193.78,5038.28
O000583,P00044,17,59.57,1012.69
O000584,P00107,21,28.08,589.68
O000584,P00528,34,349.41,11879.94
O000584,P00158,39,350.79,13680.81
O000584,P00229,15,135.75,2036.25
O000585,P00101,31,127.96,3966.76
O000585,P00098,10,289.38,2893.8
O000585,P00475,41,257.97,10576.77
O000585,P00255,34,261.82,8901.88
O000585,P00214,19,310.47,5898.93
O000586,P00006,4,158.64,634.56
O000586,P00022,40,77.2,3088.0
O000586,P00572,45,356.82,16056.9
O000587,P00569,14,263.37,3687.18
O000587,P00572,8,405.84,3246.72
O000587,P00417,25,381.36,9534.0
O000587,P00349,21,350.11,7352.31
O000587,P00064,44,410.19,18048.36
O000587,P00479,17,401.69,6828.73
O000588,P00382,34,362.01,12308.34
O000588,P00397,19,26.06,495.14
O000589,P00169,4,488.49,1953.96
O000589,P00462,10,301.89,3018.9
O000589,P00066,13,102.59,1333.67
O000590,P00205,16,251.6,4025.6
O000591,P00491,48,159.21,7642.08
O000591,P00507,12,290.24,3482.88
O000592,P00019,47,261.08,12270.76
O000592,P00171,6,227.98,1367.88
O000592,P00287,41,496.01,20336.41
O000593,P00326,46,26.8,1232.8
O000593,P00147,40,73.94,2957.6
O000593,P00130,23,27.84,640.32
O000594,P00015,41,207.23,8496.43
O000594,P00338,22,26.9,591.8
O000594,P00006,1,183.49,183.49
O000594,P00170,24,191.91,4605.84
O000594,P00353,22,396.38,8720.36
O000594,P00146,17,65.58,1114.86
O000595,P00596,5,519.47,2597.35
O000595,P00138,26,30.45,791.7
O000596,P00245,40,503.46,20138.4
O000596,P00034,3,163.65,490.95
O000596,P00521,7,314.78,2203.46
O000596,P00496,40,26.8,1072.0
O000597,P00073,38,228.73,8691.74
O000597,P00345,29,184.5,5350.5
O000597,P00340,7,39.27,274.89
O000598,P00467,42,355.89,14947.38
O000598,P00235,46,40.66,1870.36
O000598,P00369,20,136.67,2733.4
O000599,P00575,24,142.83,3427.92
O000599,P00548,10,444.52,4445.2
O000599,P00309,42,226.3,9504.6
O000600,P00212,37,35.45,1311.65
O000600,P00514,31,128.38,3979.78
O000600,P00454,12,245.86,2950.32
O000600,P00006,40,199.65,7986.0
O000600,P00131,9,67.97,611.73
O000601,P00125,34,348.83,11860.22
O000601,P00218,20,430.64,8612.8
O000601,P00308,2,104.57,209.14
O000601,P00572,4,322.14,1288.56
O000602,P00060,46,219.89,10114.94
O000602,P00333,50,350.54,17527.0
O000602,P00190,3,25.13,75.39
O000603,P00278,50,182.76,9138.0
O000604,P00400,8,457.12,3656.96
O000604,P00054,2,227.14,454.28
O000604,P00375,16,29.4,470.4
O000605,P00399,41,452.16,18538.56
O000605,P00579,34,49.33,1677.22
O000606,P00299,28,56.61,1585.08
O000606,P00250,39,65.32,2547.48
O000606,P00447,48,16.27,780.96
O000606,P00143,27,169.08,4565.16
O000606,P00387,31,110.45,3423.95
O000607,P00141,24,89.16,2139.84
O000608,P00547,25,370.75,9268.75
O000608,P00021,33,229.23,7564.59
O000608,P00311,32,289.53,9264.96
O000608,P00083,43,373.28,16051.04
O000609,P00477,37,54.96,2033.52
O000609,P00020,16,395.78,6332.48
O000609,P00379,37,293.99,10877.63
O000609,P00387,5,112.8,564.0
O000609,P00137,20,16.11,322.2
O000609,P00373,22,13.37,294.14
O000610,P00589,24,87.23,2093.52
O000611,P00356,18,224.67,4044.06
O000611,P00293,11,287.72,3164.92
O000611,P00528,13,401.49,5219.37
O000611,P00550,38,212.58,8078.04
O000612,P00412,40,331.8,13272.0
O000612,P00240,7,10.12,70.84
O000612,P00099,30,364.12,10923.6
O000612,P00386,3,302.04,906.12
O000613,P00001,37,269.14,9958.18
O000613,P00089,44,261.46,11504.24
O000613,P00503,11,254.02,2794.22
O000613,P00595,27,65.75,1775.25
O000613,P00415,38,259.79,9872.02
O000614,P00317,26,90.15,2343.9
O000614,P00451,39,86.01,3354.39
O000615,P00386,1,253.39,253.39
O000615,P00405,26,67.23,1747.98
O000615,P00352,43,270.39,11626.77
O000615,P00378,17,502.6,8544.2
O000615,P00093,47,105.85,4974.95
O000616,P00090,17,549.16,9335.72
O000617,P00263,24,459.93,11038.32
O000617,P00580,24,135.11,3242.64
O000618,P00520,13,190.58,2477.54
O000618,P00327,6,121.92,731.52
O000619,P00562,8,46.59,372.72
O000619,P00428,27,61.78,1668.06
O000619,P00260,32,562.36,17995.52
O000619,P00112,15,336.74,5051.1
O000620,P00421,49,35.3,1729.7
O000621,P00327,22,115.24,2535.28
O000621,P00066,50,97.0,4850.0
O000621,P00161,16,32.17,514.72
O000622,P00380,30,262.36,7870.8
O000622,P00122,50,96.25,4812.5
O000623,P00292,34,343.75,11687.5
O000624,P00082,20,127.25,2545.0
O000625,P00283,17,498.8,8479.6
O000625,P00140,49,116.16,5691.84
O000625,P00057,41,171.86,7046.26
O000625,P00435,50,186.44,9322.0
O000626,P00064,28,424.38,11882.64
O000626,P00562,28,39.87,1116.36
O000626,P00356,41,237.0,9717.0
O000626,P00349,25,377.31,9432.75
O000626,P00523,22,106.77,2348.94
O000626,P00170,15,207.87,3118.05
O000627,P00148,33,324.72,10715.76
O000627,P00027,42,555.68,23338.56
O000627,P00423,45,334.73,15062.85
O000628,P00510,16,268.25,4292.0
O000628,P00309,15,224.87,3373.05
O000628,P00207,49,506.8,24833.2
O000628,P00071,44,283.34,12466.96
O000628,P00171,16,186.55,2984.8
O000629,P00463,37,344.56,12748.72
O000629,P00506,24,49.99,1199.76
O000629,P00262,38,493.06,18736.28
O000630,P00419,36,527.45,18988.2
O000630,P00457,25,128.15,3203.75
O000631,P00500,31,293.85,9109.35
O000631,P00416,25,325.72,8143.0
O000631,P00194,15,103.69,1555.35
O000631,P00471,40,299.26,11970.4
O000631,P00521,31,332.24,10299.44
O000632,P00442,39,142.1,5541.9
O000632,P00583,21,29.64,622.44
O000632,P00135,48,102.74,4931.52
O000632,P00182,20,140.38,2807.6
O000632,P00573,12,127.44,1529.28
O000632,P00371,46,462.25,21263.5
O000633,P00145,16,406.21,6499.36
O000633,P00358,6,392.93,2357.58
O000633,P00369,15,150.76,2261.4
O000633,P00580,38,162.63,6179.94
O000633,P00090,27,450.5,12163.5
O000633,P00014,8,416.82,3334.56
O000634,P00125,5,314.89,1574.45
O000634,P00224,14,400.59,5608.26
O000634,P00462,32,256.69,8214.08
O000634,P00430,8,129.68,1037.44
O000635,P00300,1,41.35,41.35
O000635,P00245,35,504.93,17672.55
O000635,P00114,40,126.83,5073.2
O000635,P00091,41,197.83,8111.03
O000635,P00185,14,313.09,4383.26
O000635,P00449,40,218.38,8735.2
O000636,P00028,3,252.64,757.92
O000636,P00399,5,468.56,2342.8
O000636,P00285,40,199.19,7967.6
O000637,P00176,14,219.85,3077.9
O000638,P00056,25,180.02,4500.5
O000639,P00256,26,233.51,6071.26
O000640,P00162,48,177.66,8527.68
O000640,P00451,16,95.35,1525.6
O000640,P00318,41,156.76,6427.16
O000640,P00051,39,398.91,15557.49
O000640,P00282,35,237.96,8328.6
O000640,P00538,35,390.51,13667.85
O000641,P00364,8,553.52,4428.16
O000641,P00296,2,290.24,580.48
O000641,P00048,31,127.45,3950.95
O000642,P00075,31,289.67,8979.77
O000642,P00589,40,87.93,3517.2
O000642,P00100,1,126.98,126.98
O000642,P00383,22,9.78,215.16
O000643,P00006,36,174.0,6264.0
O000643,P00349,36,423.74,15254.64
O000644,P00428,7,60.44,423.08
O000644,P00439,26,229.03,5954.78
O000645,P00032,23,355.17,8168.91
O000645,P00596,23,484.31,11139.13
O000645,P00103,30,183.15,5494.5
O000645,P00059,34,421.04,14315.36
O000646,P00571,50,459.5,22975.0
O000647,P00383,6,10.42,62.52
O000647,P00495,50,70.94,3547.0
O000647,P00024,30,367.42,11022.6
O000647,P00589,23,80.53,1852.19
O000648,P00353,25,411.24,10281.0
O000648,P00092,23,19.65,451.95
O000649,P00493,36,262.1,9435.6
O000649,P00398,36,279.54,10063.44
O000649,P00280,25,198.19,4954.75
O000649,P00405,29,71.2,2064.8
O000649,P00390,41,479.8,19671.8
O000649,P00013,22,34.07,749.54
O000650,P00186,36,35.78,1288.08
O000651,P00502,40,53.0,2120.0
O000651,P00520,44,225.9,9939.6
O000651,P00423,44,414.57,18241.08
O000652,P00360,33,47.41,1564.53
O000652,P00027,19,499.69,9494.11
O000652,P00238,30,238.78,7163.4
O000653,P00493,43,276.91,11907.13
O000653,P00569,40,283.14,11325.6
O000653,P00010,31,314.26,9742.06
O000654,P00522,5,405.15,2025.75
O000654,P00413,30,57.51,1725.3
O000654,P00475,30,232.7,6981.0
O000654,P00117,6,112.09,672.54
O000654,P00486,38,155.96,5926.48
O000654,P00246,47,147.72,6942.84
O000655,P00176,5,176.75,883.75
O000655,P00351,39,351.7,13716.3
O000655,P00540,45,75.44,3394.8
O000655,P00436,5,94.43,472.15
O000655,P00160,37,152.83,5654.71
O000656,P00412,8,318.46,2547.68
O000656,P00332,45,293.79,13220.55
O000656,P00573,34,151.9,5164.6
O000656,P00515,49,542.49,26582.01
O000657,P00501,6,300.18,1801.08
O000657,P00066,43,91.63,3940.09
O000657,P00521,1,324.28,324.28
O000657,P00070,41,56.34,2309.94
O000657,P00545,29,251.41,7290.89
O000657,P00495,30,86.04,2581.2
O000658,P00452,43,82.52,3548.36
O000658,P00322,11,37.35,410.85
O000658,P00235,16,42.53,680.48
O000658,P00532,41,35.73,1464.93
O000658,P00440,33,65.11,2148.63
O000659,P00553,41,51.62,2116.42
O000659,P00019,44,247.96,10910.24
O000659,P00522,41,367.35,15061.35
O000659,P00086,25,144.1,3602.5
O000660,P00529,25,346.57,8664.25
O000660,P00049,43,78.45,3373.35
O000660,P00309,47,238.08,11189.76
O000661,P00600,12,481.99,5783.88
O000661,P00483,13,376.91,4899.83
O000662,P00317,41,73.04,2994.64
O000662,P00260,23,559.19,12861.37
O000662,P00369,2,134.59,269.18
O000662,P00468,31,509.93,15807.83
O000662,P00096,50,527.67,26383.5
O000663,P00496,47,26.37,1239.39
O000663,P00517,41,75.08,3078.28
O000664,P00062,8,288.6,2308.8
O000664,P00124,16,489.62,7833.92
O000665,P00358,35,378.63,13252.05
O000665,P00299,6,61.68,370.08
O000666,P00358,24,375.55,9013.2
O000666,P00201,40,255.92,10236.8
O000666,P00314,38,147.73,5613.74
O000666,P00355,24,100.24,2405.76
O000666,P00057,4,164.16,656.64
O000667,P00093,20,101.72,2034.4
O000667,P00437,33,18.78,619.74
O000667,P00421,9,37.48,337.32
O000668,P00369,46,139.52,6417.92
O000668,P00069,41,86.64,3552.24
O000668,P00142,19,604.23,11480.37
O000668,P00257,37,218.21,8073.77
O000669,P00485,31,244.65,7584.15
O000669,P00038,8,512.67,4101.36
O000669,P00095,35,220.95,7733.25
O000670,P00312,43,542.99,23348.57
O000671,P00380,49,243.93,11952.57
O000671,P00570,28,345.91,9685.48
O000671,P00459,1,112.47,112.47
O000672,P00216,41,71.05,2913.05
O000672,P00599,40,65.61,2624.4
O000672,P00083,47,432.95,20348.65
O000672,P00027,1,531.74,531.74
O000672,P00155,42,138.31,5809.02
O000673,P00456,15,104.7,1570.5
O000673,P00402,27,239.91,6477.57
O000673,P00167,5,286.97,1434.85
O000673,P00070,11,59.04,649.44
O000674,P00376,41,142.71,5851.11
O000674,P00283,23,415.05,9546.15
O000674,P00069,32,88.32,2826.24
O000674,P00036,11,38.3,421.3
O000675,P00577,38,440.26,16729.88
O000675,P00056,23,145.34,3342.82
O000675,P00275,7,342.83,2399.81
O000676,P00032,5,336.94,1684.7
O000676,P00316,37,203.84,7542.08
O000676,P00469,15,390.79,5861.85
O000676,P00537,41,191.14,7836.74
O000676,P00018,15,382.35,5735.25
O000676,P00147,28,68.99,1931.72
O000677,P00593,29,366.99,10642.71
O000678,P00565,50,57.92,2896.0
O000679,P00070,12,68.03,816.36
O000679,P00462,17,296.93,5047.81
O000679,P00168,43,215.33,9259.19
O000679,P00548,4,459.7,1838.8
O000679,P00540,40,80.26,3210.4
O000680,P00432,14,533.98,7475.72
O000680,P00409,50,425.99,21299.5
O000680,P00185,24,269.64,6471.36
O000680,P00032,6,372.4,2234.4
O000680,P00264,16,224.59,3593.44
O000681,P00444,50,354.91,17745.5
O000681,P00144,17,105.96,1801.32
O000682,P00524,19,409.8,7786.2
O000682,P00270,39,130.4,5085.6
O000682,P00098,17,254.45,4325.65
O000682,P00558,33,379.22,12514.26
O000683,P00463,36,363.62,13090.32
O000683,P00381,14,242.62,3396.68
O000683,P00139,32,271.75,8696.0
O000683,P00584,10,215.89,2158.9
O000683,P00160,29,144.83,4200.07
O000683,P00116,14,188.62,2640.68
O000684,P00374,5,236.08,1180.4
O000685,P00065,22,313.41,6895.02
O000685,P00161,7,34.77,243.39
O000685,P00280,5,213.85,1069.25
O000685,P00591,24,389.94,9358.56
O000686,P00289,9,199.13,1792.17
O000687,P00054,6,253.53,1521.18
O000687,P00383,26,10.13,263.38
O000687,P00328,23,220.98,5082.54
O000688,P00237,14,296.67,4153.38
O000688,P00393,46,204.3,9397.8
O000688,P00192,19,267.84,5088.96
O000689,P00031,29,146.34,4243.86
O000689,P00551,34,256.9,8734.6
O000689,P00537,48,208.53,10009.44
O000689,P00327,24,121.73,2921.52
O000689,P00315,14,290.87,4072.18
O000690,P00177,7,486.42,3404.94
O000691,P00043,20,46.91,938.2
O000692,P00027,13,551.54,7170.02
O000693,P00140,35,107.4,3759.0
O000694,P00008,8,482.72,3861.76
O000694,P00152,21,120.96,2540.16
O000695,P00547,33,403.52,13316.16
O000695,P00156,49,73.41,3597.09
O000696,P00005,16,71.54,1144.64
O000696,P00327,42,117.38,4929.96
O000696,P00454,25,287.82,7195.5
O000696,P00268,36,194.09,6987.24
O000697,P00094,32,36.59,1170.88
O000697,P00147,40,67.81,2712.4
O000697,P00452,7,85.65,599.55
O000697,P00077,12,64.12,769.44
O000697,P00132,21,280.38,5887.98
O000698,P00046,31,308.55,9565.05
O000698,P00259,34,224.3,7626.2
O000698,P00325,47,57.43,2699.21
O000699,P00487,26,176.52,4589.52
O000699,P00371,9,538.35,4845.15
O000699,P00247,17,181.01,3077.17
O000700,P00575,4,155.38,621.52
O000701,P00114,50,101.9,5095.0
O000701,P00600,1,484.67,484.67
O000701,P00401,41,161.65,6627.65
O000701,P00103,5,198.98,994.9
O000701,P00310,7,85.27,596.89
O000702,P00304,48,293.35,14080.8
O000702,P00297,46,373.77,17193.42
O000702,P00172,17,208.5,3544.5
O000703,P00195,37,275.19,10182.03
O000703,P00232,33,208.32,6874.56
O000704,P00317,11,84.42,928.62
O000704,P00594,28,248.91,6969.48
O000704,P00147,50,65.97,3298.5
O000704,P00497,24,356.74,8561.76
O000704,P00511,32,212.04,6785.28
O000705,P00431,47,119.68,5624.96
O000705,P00080,49,207.73,10178.77
O000705,P00271,47,233.57,10977.79
O000705,P00171,18,191.53,3447.54
O000705,P00475,12,230.98,2771.76
O000705,P00175,14,377.72,5288.08
O000706,P00383,43,11.15,479.45
O000706,P00458,20,72.59,1451.8
O000706,P00425,9,113.1,1017.9
O000706,P00441,14,374.94,5249.16
O000706,P00339,37,237.35,8781.95
O000706,P00511,12,220.09,2641.08
O000707,P00318,39,156.52,6104.28
O000707,P00117,14,98.7,1381.8
O000707,P00311,30,347.63,10428.9
O000707,P00053,35,82.88,2900.8
O000707,P00112,21,304.11,6386.31
O000708,P00450,9,38.74,348.66
O000708,P00201,44,263.42,11590.48
O000708,P00193,26,195.26,5076.76
O000708,P00376,46,156.87,7216.02
O000709,P00600,21,391.03,8211.63
O000710,P00517,29,77.64,2251.56
O000710,P00453,6,74.59,447.54
O000710,P00154,6,301.97,1811.82
O000711,P00294,10,178.3,1783.0
O000711,P00386,22,286.11,6294.42
O000712,P00017,11,107.01,1177.11
O000712,P00067,31,9.88,306.28
O000712,P00431,15,109.73,1645.95
O000712,P00593,14,385.89,5402.46
O000713,P00249,46,277.81,12779.26
O000714,P00096,45,525.38,23642.1
O000715,P00575,37,152.36,5637.32
O000715,P00493,31,315.46,9779.26
O000715,P00179,26,227.99,5927.74
O000715,P00342,45,84.62,3807.9
O000715,P00559,35,90.1,3153.5
O000716,P00096,44,499.11,21960.84
O000716,P00420,21,197.8,4153.8
O000716,P00287,16,504.72,8075.52
O000717,P00231,20,231.5,4630.0
O000718,P00098,30,281.9,8457.0
O000718,P00101,14,104.6,1464.4
O000718,P00267,36,454.21,16351.56
O000719,P00293,23,296.27,6814.21
O000719,P00405,11,74.51,819.61
O000719,P00256,26,230.91,6003.66
O000719,P00551,43,240.12,10325.16
O000720,P00413,9,56.68,510.12
O000720,P00379,18,306.97,5525.46
O000720,P00584,46,196.27,9028.42
O000720,P00581,9,302.24,2720.16
O000720,P00207,35,429.76,15041.6
O000720,P00339,29,266.48,7727.92
O000721,P00517,9,73.45,661.05
O000721,P00059,16,478.04,7648.64
O000722,P00450,5,36.4,182.0
O000722,P00149,47,339.83,15972.01
O000722,P00188,31,313.77,9726.87
O000723,P00445,34,136.98,4657.32
O000723,P00501,26,351.37,9135.62
O000723,P00243,4,114.49,457.96
O000723,P00127,21,196.31,4122.51
O000723,P00338,20,30.63,612.6
O000723,P00538,24,367.32,8815.68
O000724,P00130,2,28.67,57.34
O000724,P00186,29,30.2,875.8
O000725,P00494,50,151.32,7566.0
O000725,P00162,29,210.59,6107.11
O000726,P00525,36,273.29,9838.44
O000726,P00463,40,315.62,12624.8
O000726,P00213,43,418.14,17980.02
O000727,P00329,7,332.72,2329.04
O000727,P00172,9,240.37,2163.33
O000727,P00052,8,352.78,2822.24
O000727,P00418,45,150.24,6760.8
O000727,P00355,24,89.75,2154.0
O000728,P00523,17,109.55,1862.35
O000729,P00021,20,233.07,4661.4
O000729,P00257,49,201.02,9849.98
O000729,P00109,15,76.81,1152.15
O000729,P00038,12,524.54,6294.48
O000729,P00404,21,385.39,8093.19
O000729,P00303,8,228.94,1831.52
O000730,P00486,18,157.98,2843.64
O000730,P00120,44,281.76,12397.44
O000730,P00362,7,91.01,637.07
O000730,P00234,22,388.87,8555.14
O000730,P00542,34,217.45,7393.3
O000731,P00037,37,116.48,4309.76
O000731,P00074,3,379.68,1139.04
O000732,P00157,24,113.85,2732.4
O000732,P00446,28,21.37,598.36
O000732,P00320,7,288.58,2020.06
O000733,P00393,37,191.34,7079.58
O000733,P00449,46,219.33,10089.18
O000733,P00032,6,366.61,2199.66
O000733,P00362,3,106.79,320.37
O000734,P00256,36,226.76,8163.36
O000734,P00491,45,177.3,7978.5
O000734,P00086,39,125.56,4896.84
