account_id,account_name,industry,tier,employees,geo_id,created_at,updated_at,is_deleted
A00225,Johnson Group,Government,Tier 2,628,GEO0272,2024-10-20T12:34:42,2024-12-11T01:52:53,0
A00226,Walker-Gonzalez,Manufacturing,Tier 1,1162,GEO0790,2024-03-29T06:03:32,2024-07-08T09:05:17,0
A00227,Gonzalez-Rosario,Telecom,Tier 2,24500,GEO0445,2024-08-16T08:53:48,2025-09-03T20:07:28,0
A00228,"Hancock, Blackburn and Mason",Manufacturing,Tier 1,24196,GEO0384,2024-08-25T08:53:32,2025-12-04T12:23:28,0
A00229,"Russell, Riley and Black",Government,Tier 3,350,GEO0250,2024-04-02T11:21:40,2026-02-19T02:50:28,0
A00230,Wilson-Wells,FinTech,Tier 2,356,GEO0346,2025-07-25T01:57:07,2025-11-24T02:19:30,0
A00231,"Foster, Reynolds and Wright",Healthcare,Tier 3,1443,GEO0512,2024-06-12T06:06:36,2025-08-01T22:51:20,0
A00232,Keller-Lindsey,Energy,Tier 2,1320,GEO0680,2025-01-28T08:54:00,2025-02-11T16:20:46,0
A00233,Mayer-Contreras,Logistics,Tier 3,179,GEO0439,2025-06-14T00:49:56,2026-02-07T19:25:44,0
A00234,Thompson Group,Logistics,Tier 3,37516,GEO0402,2025-12-13T13:21:47,2026-02-24T22:05:14,0
A00235,"Macdonald, Berry and Hernandez",Telecom,Tier 1,32098,GEO0320,2024-04-17T23:04:21,2025-07-19T08:44:37,0
A00236,Rice-Allen,Retail,Tier 2,337,GEO0766,2025-11-28T13:30:03,2026-02-22T18:33:57,0
A00237,Gonzalez LLC,Telecom,Tier 3,9749,GEO0441,2025-03-16T13:35:11,2025-03-27T06:35:59,0
A00238,"Brown, Warner and Arnold",Healthcare,Tier 3,32677,GEO0037,2025-01-11T09:51:03,2025-02-13T10:58:18,0
A00239,Richardson-Sims,Retail,Tier 3,28146,GEO0449,2025-12-17T18:35:21,2025-12-28T03:34:35,0
A00240,King LLC,Retail,Tier 2,34124,GEO0772,2024-04-03T15:12:17,2025-09-08T01:35:49,0
A00241,"Davis, Gates and Williams",Energy,Tier 3,1970,GEO0035,2024-04-29T11:29:42,2024-08-09T22:24:36,0
A00242,"Bailey, Hall and Pollard",Logistics,Tier 1,15159,GEO0028,2024-10-24T09:11:43,2025-05-09T17:12:39,0
A00243,"Allen, Miller and Franklin",FinTech,Tier 3,168,GEO0122,2025-11-18T07:52:57,2026-02-07T20:39:52,0
A00244,Alexander and Sons,Logistics,Tier 1,1065,GEO0209,2025-04-20T11:04:40,2025-07-03T05:46:17,0
A00245,Singleton-Patrick,Logistics,Tier 1,31171,GEO0227,2025-10-07T19:43:12,2025-10-18T06:34:07,0
A00246,Hunter-Clark,Telecom,Tier 2,2171,GEO0619,2024-10-29T12:55:44,2026-01-20T05:47:58,0
A00247,Crawford Ltd,Healthcare,Tier 1,39213,GEO0684,2024-05-27T11:12:28,2025-08-06T05:07:54,0
A00248,"Patrick, Taylor and Bernard",Government,Tier 1,56,GEO0783,2026-01-11T14:51:08,2026-01-13T13:25:29,0
A00249,Mcmillan Inc,Logistics,Tier 2,157,GEO0647,2024-10-07T07:29:20,2025-09-13T07:30:49,0
A00250,Bates-Miller,Logistics,Tier 3,190,GEO0488,2025-01-18T22:25:35,2025-03-30T18:16:33,0
A00251,Hayes-Davis,Logistics,Tier 2,1611,GEO0278,2025-03-28T04:37:19,2025-06-05T14:46:39,0
A00252,Perez Inc,Retail,Tier 2,64,GEO0180,2024-03-27T01:17:48,2025-06-28T04:00:10,0
A00253,Brown Group,Healthcare,Tier 1,1106,GEO0131,2026-01-16T00:49:35,2026-02-13T15:02:55,0
A00254,Kim Group,Healthcare,Tier 3,1605,GEO0636,2024-11-19T09:15:05,2024-12-11T04:39:36,0
A00255,Flores-Sherman,Retail,Tier 1,32916,GEO0492,2024-05-26T08:52:02,2024-07-01T18:11:46,0
A00256,Garcia-Sims,Energy,Tier 1,137,GEO0048,2025-11-13T03:44:55,2026-01-17T03:34:03,0
A00257,Shaw Ltd,Manufacturing,Tier 1,21776,GEO0559,2024-10-12T17:41:13,2026-01-06T01:59:21,0
A00258,"Smith, Sparks and Johnson",Government,Tier 1,34379,GEO0364,2024-11-10T11:43:56,2025-09-12T17:51:45,0
A00259,Walter Inc,Government,Tier 3,1418,GEO0256,2025-06-14T16:35:43,2025-11-14T13:41:28,0
A00260,Allen Ltd,Healthcare,Tier 1,550,GEO0356,2025-07-13T08:10:52,2025-10-06T00:19:26,0
A00261,"Jackson, Wilson and Summers",Retail,Tier 3,1634,GEO0455,2025-04-17T04:24:23,2026-01-20T17:57:51,0
A00262,"Smith, Sexton and Miller",FinTech,Tier 2,507,GEO0412,2024-02-24T00:05:04,2025-05-12T21:02:51,0
A00263,"Nicholson, Wright and Cobb",Energy,Tier 3,39,GEO0382,2024-06-09T03:44:26,2024-08-02T14:25:11,0
A00264,"Duncan, Rodriguez and Guerrero",Logistics,Tier 3,1450,GEO0615,2024-04-13T23:11:05,2025-05-03T17:17:30,0
A00265,"Lin, Hobbs and Carpenter",Logistics,Tier 1,22,GEO0130,2026-01-18T09:04:51,2026-01-20T18:08:17,0
A00266,Tate-Crosby,Healthcare,Tier 3,101,GEO0425,2024-08-07T21:22:51,2025-10-27T16:44:24,0
A00267,Roberts-Newman,FinTech,Tier 3,41,GEO0161,2024-05-31T08:50:48,2025-09-11T04:51:31,0
A00268,"Fisher, Roberts and Bennett",Retail,Tier 3,152,GEO0121,2024-08-01T13:58:03,2025-06-13T08:24:09,0
A00269,"Simon, Harmon and Gillespie",Telecom,Tier 2,1698,GEO0362,2024-08-03T02:36:39,2024-10-20T21:27:43,0
A00270,Hoffman-Preston,Energy,Tier 3,1946,GEO0050,2024-07-23T04:05:06,2025-05-04T00:29:41,0
A00271,Mckee-Reid,Manufacturing,Tier 2,22473,GEO0798,2024-03-20T04:52:37,2024-03-30T15:03:12,0
A00272,"Poole, Clark and Sanders",Energy,Tier 1,16431,GEO0054,2024-08-15T08:09:19,2025-12-29T01:26:42,0
A00273,Oliver-Ramos,Healthcare,Tier 1,42,GEO0240,2024-10-31T13:46:56,2025-03-28T01:50:01,0
A00274,Henson-Arias,Government,Tier 1,77,GEO0217,2025-05-28T20:17:50,2025-11-30T13:19:26,0
A00275,"Estes, Garcia and Robertson",Manufacturing,Tier 3,133,GEO0185,2025-02-08T02:08:46,2025-03-02T12:13:15,0
A00276,"Cowan, Wilson and Lopez",Government,Tier 3,33276,GEO0239,2025-05-20T08:38:29,2025-10-28T12:29:22,0
A00277,"Lynch, Smith and Dixon",FinTech,Tier 3,1215,GEO0046,2024-10-14T14:51:16,2026-02-19T18:45:05,0
A00278,Walker PLC,Retail,Tier 2,159,GEO0118,2024-11-05T06:10:19,2025-12-08T04:10:07,0
A00279,Cameron Group,Energy,Tier 3,10899,GEO0559,2025-12-19T09:46:18,2026-01-05T03:19:25,0
A00280,Henderson-Knight,Logistics,Tier 2,1252,GEO0498,2024-01-14T19:02:53,2024-03-08T10:53:32,0
A00281,"Reid, Maxwell and Gray",Manufacturing,Tier 2,354,GEO0406,2026-02-21T18:03:20,2026-02-22T17:58:14,0
A00282,Taylor Group,Government,Tier 1,168,GEO0219,2025-02-26T01:20:29,2025-11-28T06:48:16,0
A00283,Vega-Carpenter,Logistics,Tier 2,101,GEO0572,2024-01-18T21:59:13,2024-12-14T08:57:23,0
A00284,Blair-Andrews,FinTech,Tier 2,19,GEO0225,2024-08-02T23:09:44,2024-09-15T21:43:35,0
A00285,"Brennan, Chandler and Spence",Government,Tier 1,58,GEO0692,2025-08-22T22:53:06,2025-11-22T10:58:36,0
A00286,Craig-Leonard,Government,Tier 3,6594,GEO0436,2025-08-11T22:28:07,2025-11-29T12:21:20,0
A00287,"Cain, Coleman and Glover",FinTech,Tier 1,40,GEO0362,2024-08-09T20:30:49,2024-08-09T06:08:35,0
A00288,Bryant-Stein,Manufacturing,Tier 1,15178,GEO0324,2025-11-17T06:25:04,2025-12-23T08:52:44,0
A00289,House-Quinn,Retail,Tier 2,6626,GEO0755,2025-09-29T13:21:04,2025-12-17T17:07:55,0
A00290,Larsen-Cole,Energy,Tier 2,1221,GEO0594,2024-04-11T03:07:31,2024-12-07T15:00:11,0
A00291,"Ashley, Burke and Browning",Manufacturing,Tier 3,75,GEO0571,2025-01-18T11:20:40,2025-11-13T19:25:59,0
A00292,Hamilton-Lewis,Retail,Tier 1,180,GEO0636,2024-08-17T06:51:55,2024-11-01T23:57:54,0
A00293,"Sparks, Sims and Smith",Manufacturing,Tier 2,1564,GEO0164,2024-11-13T22:24:08,2026-01-11T19:07:12,0
A00294,Flores-Oconnor,FinTech,Tier 1,16876,GEO0384,2025-12-12T08:55:16,2025-12-13T12:00:04,0
A00295,Warren-Lee,FinTech,Tier 3,38,GEO0389,2024-10-25T10:45:35,2025-03-14T19:35:18,0
A00296,"Wright, Wells and Massey",Government,Tier 1,168,GEO0307,2025-04-07T00:30:18,2025-12-27T03:58:12,0
A00297,Knight LLC,Manufacturing,Tier 2,632,GEO0784,2025-12-02T19:17:04,2026-01-27T11:07:32,0
A00298,Barton-Vazquez,Logistics,Tier 2,916,GEO0458,2025-11-20T17:09:21,2025-12-31T08:32:47,0
A00299,"Higgins, Hamilton and Hart",FinTech,Tier 3,200,GEO0250,2025-06-02T04:12:57,2025-11-23T16:31:39,0
A00300,Cabrera-Cole,Logistics,Tier 2,285,GEO0372,2024-12-12T04:36:16,2025-11-26T21:33:20,0
A00301,Sanchez-Fuentes,FinTech,Tier 2,113,GEO0340,2024-09-11T06:48:38,2025-10-30T23:11:44,0
A00302,Green-Powell,Manufacturing,Tier 1,1382,GEO0564,2025-02-10T09:31:01,2025-04-11T21:05:11,0
A00303,"Paul, Howard and Miller",Manufacturing,Tier 3,14504,GEO0569,2024-10-21T07:36:16,2025-01-11T14:10:32,0
A00304,Cooley-Mcmillan,Healthcare,Tier 3,446,GEO0498,2026-02-02T11:47:39,2026-02-26T12:00:18,0
A00305,Jones and Sons,Telecom,Tier 2,88,GEO0106,2024-06-28T12:17:34,2024-09-16T06:15:21,0
A00306,Little PLC,Healthcare,Tier 3,1826,GEO0660,2025-06-19T23:18:59,2025-08-24T07:56:20,0
A00307,Becker-Silva,FinTech,Tier 3,16108,GEO0191,2024-02-15T07:37:51,2024-09-30T21:53:52,0
A00308,"Romero, Clay and Bird",FinTech,Tier 1,1633,GEO0623,2025-09-28T06:34:45,2025-11-04T07:39:07,0
A00309,"Rowe, Dunlap and Chapman",Energy,Tier 2,34918,GEO0761,2024-05-20T21:30:17,2025-05-18T08:51:23,0
A00310,Cook-Walton,Logistics,Tier 1,449,GEO0736,2026-01-03T16:57:52,2026-01-27T11:37:11,0
A00311,Sanders-Sherman,Energy,Tier 3,13572,GEO0410,2025-09-03T20:26:18,2025-11-24T09:33:53,0
A00312,Hunt PLC,Telecom,Tier 2,24781,GEO0456,2024-05-13T02:40:07,2026-02-10T23:37:16,0
A00313,Jimenez Ltd,Manufacturing,Tier 2,835,GEO0208,2026-01-10T05:37:06,2026-01-17T17:32:18,0
A00314,Gonzales Ltd,Logistics,Tier 3,1832,GEO0090,2024-11-13T22:00:35,2025-02-11T06:05:43,0
A00315,"Swanson, Wall and Chambers",Retail,Tier 2,25126,GEO0542,2025-01-21T17:08:43,2025-12-26T16:16:44,0
A00316,"Smith, Anderson and Cohen",Healthcare,Tier 2,40,GEO0636,2026-01-20T08:23:20,2026-02-28T02:11:59,0
A00317,"Miller, Yang and Walker",Government,Tier 1,423,GEO0239,2025-09-14T20:58:19,2026-01-05T11:27:48,0
A00318,Carter-Miller,Manufacturing,Tier 2,97,GEO0030,2026-01-31T15:01:19,2026-02-14T01:45:10,0
A00319,Collins-Horn,Retail,Tier 3,186,GEO0075,2025-04-09T12:50:32,2025-07-12T03:46:08,0
A00320,Little LLC,Government,Tier 3,17744,GEO0613,2024-08-12T20:42:28,2025-07-16T02:39:50,0
A00321,"Newton, Freeman and Rodriguez",FinTech,Tier 3,1638,GEO0680,2025-11-29T04:16:02,2026-01-14T11:32:36,0
A00322,Webster-Moore,Manufacturing,Tier 2,39244,GEO0425,2024-06-26T19:32:51,2025-12-07T10:49:59,0
A00323,"Rice, Stewart and Willis",Healthcare,Tier 3,1452,GEO0034,2024-06-09T01:11:23,2026-01-29T17:18:22,0
A00324,Scott Group,Government,Tier 2,523,GEO0298,2024-11-23T09:46:32,2025-11-29T14:59:11,0
A00325,Greer-Dickson,Retail,Tier 1,1232,GEO0627,2025-08-14T14:15:15,2026-01-27T11:43:55,0
A00326,Booker LLC,Telecom,Tier 1,171,GEO0287,2024-08-29T06:03:00,2024-11-13T14:05:38,1
A00327,Butler and Sons,Government,Tier 2,132,GEO0762,2026-01-22T04:38:56,2026-02-14T20:53:07,0
A00328,"Dominguez, Benson and Myers",Healthcare,Tier 1,29731,GEO0302,2025-02-27T15:17:50,2025-12-09T23:24:13,0
A00329,White-Smith,Telecom,Tier 1,70,GEO0642,2024-10-16T13:25:15,2026-02-17T16:27:42,0
A00330,"Gray, Castro and Vasquez",Healthcare,Tier 2,170,GEO0308,2024-02-25T21:29:21,2025-07-23T08:58:01,0
A00331,Zamora and Sons,Retail,Tier 3,1329,GEO0587,2024-08-19T17:20:11,2025-02-25T16:32:40,0
A00332,Boone LLC,Retail,Tier 2,1146,GEO0210,2025-02-03T01:00:15,2025-07-03T02:00:48,0
A00333,Coleman-Brown,Healthcare,Tier 3,257,GEO0600,2025-07-28T02:30:05,2025-12-25T18:17:42,0
A00334,"Glenn, Jones and Marshall",Telecom,Tier 2,3330,GEO0291,2025-12-10T15:03:27,2026-01-13T21:16:03,0
A00335,Rodriguez-Adams,Telecom,Tier 3,13379,GEO0782,2025-12-09T10:14:51,2026-01-14T13:06:06,0
A00336,Baldwin-Armstrong,Government,Tier 1,76,GEO0722,2024-12-02T14:35:51,2025-11-14T23:11:03,0
A00337,"Moore, Zamora and Alvarez",Retail,Tier 1,35682,GEO0662,2025-01-05T07:38:22,2025-04-12T03:04:49,0
A00338,Kent PLC,Government,Tier 3,1918,GEO0498,2025-10-14T04:09:56,2025-12-05T08:20:50,0
A00339,"Peck, Madden and Hernandez",FinTech,Tier 1,185,GEO0657,2024-02-26T23:54:13,2025-07-09T12:24:51,0
A00340,Allen PLC,Logistics,Tier 2,1076,GEO0382,2024-01-13T22:56:03,2026-01-10T13:18:01,0
A00341,"Holland, Johnson and Johnson",Retail,Tier 3,38154,GEO0575,2024-04-07T08:01:52,2024-07-15T21:18:46,0
A00342,Cruz-Parrish,Telecom,Tier 3,15247,GEO0221,2024-02-11T18:56:48,2024-08-25T10:14:06,0
A00343,"Davis, Young and Davis",Healthcare,Tier 2,24997,GEO0797,2024-07-13T11:10:09,2025-05-06T20:45:05,0
A00344,Nolan-Scott,Energy,Tier 1,85,GEO0645,2024-09-11T04:26:46,2025-01-25T12:23:34,0
A00345,Ramirez LLC,Government,Tier 3,17719,GEO0029,2024-08-12T06:54:46,2025-10-05T16:34:20,0
A00346,Evans-Miller,FinTech,Tier 3,28585,GEO0538,2024-01-28T20:54:17,2025-04-21T01:38:54,0
A00347,Mullen and Sons,Government,Tier 2,1563,GEO0042,2024-03-23T18:06:11,2025-12-30T07:38:47,0
A00348,Diaz-Jones,Energy,Tier 3,32336,GEO0592,2024-09-19T22:35:19,2025-08-21T14:54:53,0
A00349,Reese-Miller,Energy,Tier 3,6060,GEO0732,2024-09-25T05:51:48,2025-05-22T01:30:52,0
A00350,"Jenkins, Lee and Vaughn",Retail,Tier 2,23617,GEO0529,2025-04-30T01:41:43,2025-07-15T17:27:00,0
A00351,Gonzalez-Hunt,Retail,Tier 3,28777,GEO0184,2024-03-17T02:02:32,2024-05-30T17:45:38,0
A00352,"Parker, Ross and Smith",Manufacturing,Tier 2,145,GEO0019,2024-04-09T01:18:29,2024-04-12T16:41:41,0
A00353,Pineda-Green,Energy,Tier 2,17093,GEO0143,2024-10-10T04:22:25,2025-06-07T04:05:52,0
A00354,White-Lara,Retail,Tier 3,184,GEO0377,2025-12-12T02:00:36,2026-01-15T11:46:43,0
A00355,"Smith, Mcgrath and Miller",FinTech,Tier 2,144,GEO0261,2024-05-15T13:21:22,2024-08-13T09:51:27,0
A00356,Hall-Green,Logistics,Tier 1,35579,GEO0456,2025-11-27T23:33:41,2026-01-26T20:26:19,0
A00357,Roman Ltd,Energy,Tier 1,127,GEO0726,2024-04-19T05:32:23,2025-03-18T13:50:37,0
A00358,Austin-Richard,Manufacturing,Tier 1,1354,GEO0195,2026-01-12T09:34:35,2026-01-16T23:02:46,0
A00359,"Chan, Castillo and Hunter",Manufacturing,Tier 1,6727,GEO0265,2025-05-19T21:38:46,2025-06-08T07:28:30,0
A00360,Short and Sons,Retail,Tier 1,1824,GEO0537,2024-09-09T22:51:12,2025-12-18T21:20:54,0
A00361,Brown-Robles,Manufacturing,Tier 1,94,GEO0582,2025-08-17T22:22:42,2025-09-03T20:18:36,0
A00362,Hill LLC,Logistics,Tier 2,1879,GEO0387,2024-02-10T04:14:37,2025-05-24T19:52:53,0
A00363,"Zuniga, Hill and Silva",Retail,Tier 1,144,GEO0741,2025-06-18T23:48:03,2026-01-28T12:54:49,0
A00364,"Hoover, Robinson and Lowery",Logistics,Tier 2,1770,GEO0116,2025-11-29T10:34:42,2026-02-18T21:43:29,0
A00365,"Smith, Baker and Richmond",Energy,Tier 1,657,GEO0178,2024-02-16T13:37:45,2025-04-07T15:45:15,0
A00366,"Sherman, Bass and Ramirez",Energy,Tier 3,982,GEO0639,2025-01-17T00:11:35,2025-12-07T15:13:48,0
A00367,Hurley-George,Healthcare,Tier 1,258,GEO0266,2025-05-22T03:09:07,2025-12-14T23:52:57,0
A00368,"Dawson, Walsh and Powell",Healthcare,Tier 3,27301,GEO0629,2025-03-22T20:49:44,2025-06-22T15:14:16,0
A00369,Chan and Sons,Logistics,Tier 3,28018,GEO0570,2025-06-20T10:47:43,2025-09-02T09:25:52,0
A00370,Lowery Inc,FinTech,Tier 3,23745,GEO0223,2025-10-07T19:38:50,2025-12-07T04:04:39,0
A00371,Johnson PLC,Manufacturing,Tier 1,264,GEO0194,2025-11-18T04:06:30,2026-02-03T10:13:19,0
A00372,"Aguilar, Glenn and Patterson",Government,Tier 2,24941,GEO0423,2025-12-08T00:18:19,2026-01-30T05:16:01,0
A00373,Krause-Young,Energy,Tier 1,641,GEO0495,2024-11-12T23:42:45,2025-11-15T12:49:48,0
A00374,"Baker, Kennedy and Johnson",Telecom,Tier 1,23,GEO0264,2024-04-07T14:37:01,2024-12-26T14:17:51,0
A00375,"Hoffman, Johnston and Moore",Healthcare,Tier 3,20,GEO0141,2024-04-29T11:55:43,2025-09-23T00:44:53,0
A00376,Cox PLC,Government,Tier 2,10635,GEO0391,2026-02-24T17:42:37,2026-02-24T20:31:03,0
A00377,Chaney and Sons,Logistics,Tier 2,46,GEO0229,2025-06-03T15:21:15,2025-06-12T17:44:28,0
A00378,Knight Ltd,Healthcare,Tier 1,1909,GEO0253,2025-04-18T14:14:17,2026-03-01T10:56:55,0
A00379,Hopkins Group,FinTech,Tier 1,23282,GEO0583,2025-12-14T01:02:33,2026-01-30T17:20:48,0
A00380,Stewart and Sons,Retail,Tier 3,1612,GEO0334,2025-08-12T02:27:57,2025-12-17T18:10:07,0
A00381,Pitts Group,Retail,Tier 3,164,GEO0375,2025-03-27T12:05:30,2025-05-28T16:26:30,0
A00382,Burns-Floyd,FinTech,Tier 3,71,GEO0445,2025-11-12T00:04:49,2026-01-06T08:34:41,0
A00383,Haas PLC,Energy,Tier 2,30,GEO0513,2024-11-18T21:20:35,2025-01-03T22:37:45,0
A00384,Erickson PLC,Energy,Tier 3,33,GEO0203,2024-08-01T09:43:15,2025-08-29T04:23:41,0
A00385,"Rodriguez, Dixon and Manning",Retail,Tier 3,95,GEO0025,2025-02-04T10:35:50,2025-03-17T17:31:44,0
A00386,Smith Inc,Energy,Tier 1,81,GEO0454,2024-06-18T00:53:04,2024-07-23T13:43:58,0
A00387,Thompson-Allen,Retail,Tier 3,98,GEO0527,2025-12-20T12:05:33,2026-01-14T22:09:36,0
A00388,"Rodriguez, Lewis and Mclean",FinTech,Tier 2,59,GEO0735,2025-07-08T09:22:01,2025-12-26T02:35:04,0
A00389,"Dean, Adams and Wilson",Government,Tier 1,1868,GEO0176,2025-05-06T22:12:24,2025-06-13T05:21:04,0
A00390,Duncan-Snyder,FinTech,Tier 1,144,GEO0041,2024-06-19T09:04:20,2024-11-29T02:09:05,0
A00391,Martinez-Espinoza,Manufacturing,Tier 1,149,GEO0651,2025-10-30T01:43:24,2025-11-03T07:41:10,0
A00392,Smith-Oliver,Telecom,Tier 3,187,GEO0709,2025-06-01T14:47:29,2025-12-06T13:47:47,0
A00393,Davis and Sons,Energy,Tier 3,38050,GEO0091,2025-10-07T09:23:08,2025-10-15T15:08:49,0
A00394,"Rush, Camacho and Young",Energy,Tier 3,595,GEO0245,2025-09-15T08:37:19,2025-10-05T06:15:01,0
A00395,"Nguyen, Martinez and Dennis",Energy,Tier 3,12209,GEO0028,2025-08-30T04:52:23,2025-11-20T09:55:39,0
A00396,Clark-Bullock,Healthcare,Tier 1,898,GEO0371,2024-09-18T02:57:15,2025-10-24T23:12:09,0
A00397,Bell and Sons,FinTech,Tier 1,14437,GEO0571,2024-11-18T06:00:22,2025-06-24T03:51:57,0
A00398,"Webster, Garrison and Ball",Retail,Tier 1,1574,GEO0504,2024-08-20T04:13:44,2025-10-24T15:45:44,0
A00399,"Collins, Gomez and Calderon",Healthcare,Tier 3,26276,GEO0502,2024-02-25T20:11:47,2024-07-29T02:52:07,0
A00400,Wise Ltd,Logistics,Tier 3,5200,GEO0726,2024-04-16T15:37:36,2024-11-20T07:13:02,0
A00401,"Johnson, King and Adams",Retail,Tier 1,7403,GEO0119,2025-10-30T20:38:35,2026-02-27T13:52:59,0
A00402,Ortega-Davis,Logistics,Tier 3,1350,GEO0360,2024-06-14T21:58:42,2025-11-14T20:07:34,0
A00403,Pierce-Schmidt,Manufacturing,Tier 1,1519,GEO0638,2024-09-29T05:34:15,2025-10-12T16:45:35,0
A00404,"Medina, Jones and Santos",Telecom,Tier 2,30549,GEO0275,2025-01-06T01:29:26,2025-10-17T15:36:03,0
A00405,Mitchell-Kelley,Energy,Tier 2,76,GEO0074,2024-10-13T20:22:59,2025-08-03T16:46:40,0
A00406,Ross Group,Energy,Tier 3,14174,GEO0139,2025-01-25T15:01:56,2025-04-09T18:02:51,0
A00407,Harper Inc,Energy,Tier 1,19276,GEO0228,2025-01-16T18:35:02,2025-03-03T09:29:24,0
A00408,Mills Ltd,Manufacturing,Tier 2,1525,GEO0394,2025-08-13T19:25:22,2026-02-24T16:24:26,0
A00409,Schneider-Horton,Retail,Tier 2,1797,GEO0600,2025-06-21T17:54:16,2026-02-03T10:17:20,0
A00410,"Fowler, Gonzales and Hall",Telecom,Tier 3,1535,GEO0274,2025-03-07T06:13:16,2025-08-30T21:28:03,0
A00411,"Martin, Escobar and Rubio",Retail,Tier 1,935,GEO0711,2025-11-16T02:45:18,2025-12-25T21:27:24,0
A00412,Moore-Reynolds,Energy,Tier 3,1274,GEO0742,2025-06-15T03:03:30,2025-07-07T12:07:06,0
A00413,Mercer-Hawkins,Healthcare,Tier 1,24242,GEO0207,2024-01-15T13:00:24,2025-01-08T16:21:54,0
A00414,Long Ltd,Healthcare,Tier 3,246,GEO0738,2024-06-26T06:27:01,2025-03-30T17:32:51,0
A00415,Moore LLC,FinTech,Tier 3,1291,GEO0622,2025-06-30T09:20:28,2026-01-07T10:28:25,0
A00416,Carter and Sons,FinTech,Tier 3,30418,GEO0422,2024-05-13T22:43:00,2026-02-22T01:58:32,0
A00417,"Strickland, Pugh and Weaver",Telecom,Tier 1,175,GEO0391,2025-11-05T13:22:39,2026-02-02T01:29:29,0
A00418,Reed-Smith,Telecom,Tier 2,65,GEO0347,2025-03-09T18:45:43,2025-10-28T01:20:21,0
A00419,Owens-Horton,Retail,Tier 3,182,GEO0473,2024-01-31T06:52:49,2024-11-23T07:47:05,0
A00420,Coleman-Lewis,Healthcare,Tier 3,20921,GEO0107,2025-04-26T13:44:14,2025-06-14T16:32:22,0
A00421,Miller-Cooper,Energy,Tier 1,10140,GEO0503,2026-02-01T01:07:21,2026-02-24T16:54:20,1
A00422,"Evans, Dennis and Hughes",FinTech,Tier 1,53,GEO0492,2024-06-04T14:44:50,2025-11-18T22:40:58,0
A00423,White-Bailey,Telecom,Tier 3,1322,GEO0380,2025-04-25T04:02:23,2025-09-20T04:01:47,0
A00424,Riley Ltd,Retail,Tier 3,117,GEO0436,2024-03-30T15:10:25,2024-11-17T23:19:02,0
A00425,Adams LLC,Retail,Tier 2,30824,GEO0416,2025-06-05T08:06:35,2025-07-13T16:44:55,0
A00426,"Medina, Hall and Acosta",Retail,Tier 3,101,GEO0798,2025-04-19T03:37:17,2026-01-13T05:47:34,0
A00427,Ray PLC,Healthcare,Tier 2,1630,GEO0786,2026-02-21T06:50:38,2026-02-25T13:14:23,0
A00428,Flores-Smith,Retail,Tier 3,1851,GEO0317,2026-01-21T20:34:48,2026-02-02T10:17:30,0
A00429,"Pearson, Munoz and Webb",Telecom,Tier 2,1143,GEO0241,2024-08-24T22:50:28,2025-03-01T14:16:43,0
A00430,Snyder-Love,Manufacturing,Tier 1,186,GEO0430,2025-04-11T14:04:08,2025-08-15T06:27:28,0
A00431,Manning Ltd,Healthcare,Tier 3,879,GEO0408,2024-04-15T05:53:14,2025-07-08T07:37:43,0
A00432,Johnson-Patterson,Telecom,Tier 3,19766,GEO0706,2025-04-07T03:16:53,2025-09-26T17:34:57,0
A00433,Reed Ltd,Manufacturing,Tier 2,79,GEO0541,2024-03-26T11:36:48,2024-04-28T12:15:08,0
A00434,Garcia Group,Telecom,Tier 2,1751,GEO0368,2025-06-01T23:32:18,2025-06-20T00:18:09,0
A00435,Lopez LLC,Telecom,Tier 3,1264,GEO0645,2024-01-04T14:26:45,2024-01-08T02:43:36,0
A00436,Hopkins Group,FinTech,Tier 3,30982,GEO0619,2026-01-03T06:52:37,2026-02-08T23:11:31,0
A00437,Zhang-Green,Manufacturing,Tier 2,4100,GEO0494,2025-07-04T15:37:33,2025-12-03T01:45:54,0
A00438,Kelley-Alvarez,Healthcare,Tier 1,39778,GEO0702,2025-05-13T07:44:15,2026-02-03T02:56:00,0
A00439,Holmes-Silva,Manufacturing,Tier 2,2357,GEO0163,2026-02-14T23:12:05,2026-02-24T21:09:45,1
A00440,Jordan LLC,FinTech,Tier 2,1186,GEO0661,2025-12-24T10:26:44,2026-01-17T23:46:53,0
A00441,Frost Ltd,Government,Tier 1,824,GEO0350,2024-05-28T23:33:55,2025-11-12T21:18:32,0
A00442,"Young, Morris and Coleman",Logistics,Tier 2,878,GEO0474,2025-07-23T09:11:00,2025-07-30T04:34:36,0
A00443,Chandler PLC,Manufacturing,Tier 2,66,GEO0397,2024-06-01T09:55:11,2025-03-19T06:43:32,0
A00444,Hicks Inc,Logistics,Tier 1,72,GEO0201,2025-06-10T21:17:38,2025-08-29T17:35:55,0
A00445,"Wells, Shaw and Smith",FinTech,Tier 3,117,GEO0499,2024-02-02T16:43:56,2025-01-11T07:40:29,0
A00446,"Robertson, White and Bolton",Healthcare,Tier 1,13,GEO0101,2024-04-21T10:50:36,2025-10-29T20:59:03,0
A00447,"Wilcox, Kelly and Sims",Logistics,Tier 1,507,GEO0790,2025-01-28T20:02:14,2025-04-24T20:58:44,0
A00448,Lucas PLC,Manufacturing,Tier 2,146,GEO0018,2024-08-30T12:34:19,2024-09-09T19:43:26,0
A00449,Saunders-Gonzalez,Manufacturing,Tier 3,102,GEO0001,2024-05-31T14:40:37,2024-12-10T05:49:55,0
