payment_id,order_id,payment_date,method,amount,status
PAY00003420,ORD00003420,2024-03-07,Card,2839.08,Succeeded
PAY00003422,ORD00003422,2024-03-12,Wire,6555.41,Succeeded
PAY00003423,ORD00003423,2024-05-02,Card,4744.63,Succeeded
PAY00003425,ORD00003425,2024-11-14,ACH,215.46,Succeeded
PAY00003426,ORD00003426,2024-06-02,Wire,1453.96,Succeeded
PAY00003427,ORD00003427,2024-05-11,Card,7068.96,Succeeded
PAY00003428,ORD00003428,2024-08-21,Card,6111.61,Succeeded
PAY00003429,ORD00003429,2024-01-02,PayPal,2783.87,Succeeded
PAY00003430,ORD00003430,2025-09-18,PayPal,1458.32,Succeeded
PAY00003431,ORD00003431,2025-07-13,ACH,4249.31,Succeeded
PAY00003432,ORD00003432,2025-01-11,ACH,4798.09,Succeeded
PAY00003433,ORD00003433,2025-08-13,ACH,2483.42,Succeeded
PAY00003435,ORD00003435,2024-02-10,PayPal,6934.9,Succeeded
PAY00003436,ORD00003436,2024-09-24,Card,5054.1,Succeeded
PAY00003437,ORD00003437,2025-04-24,ACH,4517.21,Succeeded
PAY00003438,ORD00003438,2024-07-10,Card,2741.29,Succeeded
PAY00003439,ORD00003439,2025-04-09,Card,1404.72,Succeeded
PAY00003440,ORD00003440,2024-01-21,Card,2636.69,Succeeded
PAY00003441,ORD00003441,2025-02-11,Card,3096.76,Succeeded
PAY00003442,ORD00003442,2026-02-27,PayPal,2635.98,Succeeded
PAY00003443,ORD00003443,2025-02-02,Card,4608.56,Succeeded
PAY00003444,ORD00003444,2025-09-11,ACH,5380.95,Succeeded
PAY00003445,ORD00003445,2025-01-04,PayPal,338.56,Succeeded
PAY00003446,ORD00003446,2025-05-10,ACH,5656.05,Succeeded
PAY00003447,ORD00003447,2024-04-18,Wire,708.17,Succeeded
PAY00003448,ORD00003448,2024-03-25,Card,5099.69,Succeeded
PAY00003449,ORD00003449,2024-06-19,Card,3116.41,Succeeded
PAY00003450,ORD00003450,2024-12-18,PayPal,680.16,Succeeded
PAY00003451,ORD00003451,2025-04-24,ACH,1645.8,Succeeded
PAY00003453,ORD00003453,2025-08-12,Wire,8609.09,Succeeded
PAY00003454,ORD00003454,2024-03-27,ACH,5204.49,Succeeded
PAY00003455,ORD00003455,2024-11-18,ACH,391.67,Succeeded
PAY00003456,ORD00003456,2025-01-14,Wire,5046.15,Succeeded
PAY00003457,ORD00003457,2024-10-02,Wire,5709.03,Succeeded
PAY00003458,ORD00003458,2025-03-07,PayPal,2295.21,Succeeded
PAY00003459,ORD00003459,2025-01-22,ACH,1662.34,Succeeded
PAY00003460,ORD00003460,2025-01-27,ACH,2956.76,Succeeded
PAY00003461,ORD00003461,2026-02-26,PayPal,5417.96,Succeeded
PAY00003462,ORD00003462,2025-03-25,Wire,1395.2,Succeeded
PAY00003463,ORD00003463,2024-03-19,ACH,2117.94,Succeeded
PAY00003464,ORD00003464,2025-09-10,Wire,2926.25,Succeeded
PAY00003466,ORD00003466,2025-04-05,Wire,8790.59,Succeeded
PAY00003467,ORD00003467,2025-06-13,PayPal,2202.1,Succeeded
PAY00003468,ORD00003468,2025-08-21,Card,2821.32,Succeeded
PAY00003469,ORD00003469,2025-08-14,Wire,2318.83,Succeeded
PAY00003470,ORD00003470,2025-11-01,PayPal,2072.92,Succeeded
PAY00003471,ORD00003471,2024-02-03,Wire,4228.34,Succeeded
PAY00003472,ORD00003472,2024-10-26,PayPal,8215.02,Succeeded
PAY00003473,ORD00003473,2024-01-11,PayPal,1673.8,Succeeded
PAY00003474,ORD00003474,2025-12-16,ACH,152.55,Succeeded
PAY00003475,ORD00003475,2024-05-21,PayPal,6547.06,Succeeded
PAY00003476,ORD00003476,2026-01-09,Wire,4006.57,Failed
PAY00003477,ORD00003477,2024-08-22,Card,4145.48,Pending
PAY00003478,ORD00003478,2025-02-21,Wire,196.68,Succeeded
PAY00003479,ORD00003479,2024-01-15,Card,1545.84,Succeeded
PAY00003480,ORD00003480,2025-09-22,ACH,1710.38,Succeeded
PAY00003481,ORD00003481,2025-05-29,PayPal,400.25,Succeeded
PAY00003482,ORD00003482,2025-01-16,Card,2226.14,Succeeded
PAY00003483,ORD00003483,2025-06-08,Wire,6558.31,Succeeded
PAY00003484,ORD00003484,2024-08-18,Card,7197.69,Succeeded
PAY00003485,ORD00003485,2024-05-08,Wire,6046.48,Succeeded
PAY00003486,ORD00003486,2024-03-18,Card,2463.17,Succeeded
PAY00003488,ORD00003488,2024-03-29,Card,447.35,Succeeded
PAY00003489,ORD00003489,2025-05-12,PayPal,3927.96,Succeeded
PAY00003490,ORD00003490,2025-10-11,Wire,2013.47,Succeeded
PAY00003491,ORD00003491,2024-07-15,Card,8815.25,Pending
PAY00003492,ORD00003492,2025-10-28,Card,1837.84,Succeeded
PAY00003493,ORD00003493,2025-01-14,PayPal,3366.47,Succeeded
PAY00003494,ORD00003494,2024-03-10,Card,1679.36,Succeeded
PAY00003495,ORD00003495,2024-11-08,Card,5476.7,Succeeded
PAY00003496,ORD00003496,2024-08-25,Wire,622.27,Succeeded
PAY00003498,ORD00003498,2024-08-12,Wire,3171.24,Succeeded
PAY00003499,ORD00003499,2024-08-20,ACH,6174.42,Succeeded
PAY00003501,ORD00003501,2026-02-26,PayPal,75.68,Succeeded
PAY00003502,ORD00003502,2024-01-17,ACH,4441.66,Succeeded
PAY00003503,ORD00003503,2025-11-02,ACH,2927.42,Succeeded
PAY00003504,ORD00003504,2024-03-16,Wire,2064.54,Succeeded
PAY00003506,ORD00003506,2025-09-18,ACH,4400.94,Succeeded
PAY00003507,ORD00003507,2024-03-20,PayPal,3191.39,Succeeded
PAY00003508,ORD00003508,2024-05-13,Card,7209.79,Succeeded
PAY00003509,ORD00003509,2024-08-14,PayPal,1840.56,Succeeded
PAY00003511,ORD00003511,2025-10-22,PayPal,1834.83,Succeeded
PAY00003512,ORD00003512,2025-12-24,Card,2428.92,Succeeded
PAY00003513,ORD00003513,2025-02-02,PayPal,6066.89,Succeeded
PAY00003514,ORD00003514,2026-01-27,Wire,1319.81,Pending
PAY00003515,ORD00003515,2024-12-31,Wire,1653.21,Succeeded
PAY00003516,ORD00003516,2025-06-14,PayPal,2066.25,Succeeded
PAY00003517,ORD00003517,2024-04-02,ACH,1598.74,Succeeded
PAY00003518,ORD00003518,2024-11-18,ACH,3483.85,Succeeded
PAY00003519,ORD00003519,2025-10-22,Card,1691.02,Succeeded
PAY00003520,ORD00003520,2025-06-14,Card,6084.97,Succeeded
PAY00003521,ORD00003521,2025-09-10,PayPal,4595.36,Succeeded
PAY00003522,ORD00003522,2025-07-04,Wire,1621.21,Succeeded
PAY00003523,ORD00003523,2025-06-12,ACH,1820.51,Succeeded
PAY00003525,ORD00003525,2025-02-22,ACH,892.82,Succeeded
PAY00003526,ORD00003526,2025-01-21,Wire,990.58,Succeeded
PAY00003527,ORD00003527,2025-12-18,Wire,1662.13,Succeeded
PAY00003528,ORD00003528,2024-02-02,PayPal,4374.14,Succeeded
PAY00003529,ORD00003529,2025-02-11,Wire,1732.34,Succeeded
PAY00003530,ORD00003530,2024-04-18,PayPal,1692.8,Succeeded
PAY00003531,ORD00003531,2025-07-01,ACH,969.59,Succeeded
PAY00003532,ORD00003532,2024-11-18,Card,840.96,Succeeded
PAY00003533,ORD00003533,2024-07-27,Card,3138.33,Succeeded
PAY00003534,ORD00003534,2024-05-06,Card,4104.93,Succeeded
PAY00003535,ORD00003535,2025-10-17,ACH,3790.75,Succeeded
PAY00003536,ORD00003536,2025-06-18,PayPal,8324.92,Succeeded
PAY00003537,ORD00003537,2024-08-17,Wire,6500.98,Pending
PAY00003538,ORD00003538,2025-12-14,Card,7005.84,Succeeded
PAY00003539,ORD00003539,2025-08-11,Card,268.13,Succeeded
PAY00003540,ORD00003540,2024-12-14,Card,1654.45,Succeeded
PAY00003541,ORD00003541,2025-08-13,ACH,4596.12,Succeeded
PAY00003542,ORD00003542,2025-08-19,Card,157.26,Succeeded
PAY00003543,ORD00003543,2025-04-08,PayPal,758.53,Succeeded
PAY00003544,ORD00003544,2024-05-22,PayPal,2769.24,Succeeded
PAY00003545,ORD00003545,2026-02-16,ACH,359.48,Succeeded
PAY00003546,ORD00003546,2025-07-29,PayPal,5243.99,Succeeded
PAY00003547,ORD00003547,2025-07-21,Card,11234.37,Succeeded
PAY00003548,ORD00003548,2026-02-16,PayPal,3237.73,Succeeded
PAY00003549,ORD00003549,2024-02-01,Card,388.09,Succeeded
PAY00003550,ORD00003550,2026-03-02,Wire,4055.68,Succeeded
PAY00003552,ORD00003552,2024-09-30,PayPal,2085.18,Succeeded
PAY00003553,ORD00003553,2024-05-14,PayPal,5712.74,Succeeded
PAY00003554,ORD00003554,2026-02-26,ACH,4319.39,Succeeded
PAY00003555,ORD00003555,2025-02-09,Card,6810.26,Succeeded
PAY00003556,ORD00003556,2025-04-13,Wire,977.3,Succeeded
PAY00003557,ORD00003557,2024-10-30,ACH,1332.59,Succeeded
PAY00003558,ORD00003558,2025-04-16,Wire,3914.77,Succeeded
PAY00003559,ORD00003559,2025-07-29,PayPal,4340.74,Failed
PAY00003560,ORD00003560,2024-06-18,Wire,2512.2,Succeeded
PAY00003561,ORD00003561,2024-09-12,ACH,4747.28,Succeeded
PAY00003562,ORD00003562,2024-09-27,ACH,812.54,Succeeded
PAY00003563,ORD00003563,2024-09-10,Card,3187.33,Succeeded
PAY00003564,ORD00003564,2024-06-22,Card,2357.43,Failed
PAY00003565,ORD00003565,2024-10-23,ACH,4956.71,Succeeded
PAY00003566,ORD00003566,2025-05-20,ACH,6349.7,Succeeded
PAY00003567,ORD00003567,2026-02-04,Card,6249.73,Pending
PAY00003569,ORD00003569,2025-05-07,ACH,4127.32,Succeeded
PAY00003570,ORD00003570,2024-03-27,Wire,194.65,Succeeded
PAY00003571,ORD00003571,2025-01-11,ACH,4680.63,Succeeded
PAY00003572,ORD00003572,2025-09-24,Wire,6241.64,Succeeded
PAY00003573,ORD00003573,2024-09-16,PayPal,3617.37,Succeeded
PAY00003574,ORD00003574,2024-02-13,PayPal,11493.1,Succeeded
PAY00003576,ORD00003576,2024-12-05,Card,3659.03,Succeeded
PAY00003577,ORD00003577,2025-04-20,ACH,2078.45,Succeeded
PAY00003578,ORD00003578,2024-02-04,Wire,2316.12,Succeeded
PAY00003579,ORD00003579,2024-11-22,ACH,8378.22,Succeeded
PAY00003581,ORD00003581,2024-05-11,Wire,500.16,Succeeded
PAY00003582,ORD00003582,2024-10-14,Wire,4021.93,Succeeded
PAY00003583,ORD00003583,2026-03-03,Card,1545.49,Succeeded
PAY00003584,ORD00003584,2025-06-19,Card,3897.32,Succeeded
PAY00003585,ORD00003585,2025-08-08,ACH,2768.31,Succeeded
PAY00003586,ORD00003586,2024-08-31,ACH,4838.92,Pending
PAY00003587,ORD00003587,2025-08-28,Wire,3941.54,Succeeded
PAY00003588,ORD00003588,2024-04-27,ACH,6537.07,Succeeded
PAY00003589,ORD00003589,2024-08-25,ACH,7780.06,Succeeded
PAY00003590,ORD00003590,2024-04-30,PayPal,4788.34,Succeeded
PAY00003592,ORD00003592,2025-10-10,Card,5471.37,Succeeded
PAY00003593,ORD00003593,2025-09-13,ACH,905.82,Succeeded
PAY00003594,ORD00003594,2025-07-29,PayPal,2510.23,Succeeded
PAY00003595,ORD00003595,2025-06-07,ACH,4819.2,Succeeded
PAY00003596,ORD00003596,2026-02-25,Card,4653.25,Succeeded
PAY00003597,ORD00003597,2024-04-16,ACH,2566.63,Succeeded
PAY00003598,ORD00003598,2024-02-27,Card,4498.53,Succeeded
PAY00003599,ORD00003599,2024-07-27,ACH,4617.44,Succeeded
PAY00003600,ORD00003600,2025-09-12,Wire,3167.57,Succeeded
PAY00003601,ORD00003601,2024-06-03,ACH,5069.5,Succeeded
PAY00003602,ORD00003602,2025-04-17,Card,1878.15,Succeeded
PAY00003603,ORD00003603,2024-11-01,Wire,4872.15,Succeeded
PAY00003605,ORD00003605,2024-09-09,PayPal,6251.33,Succeeded
PAY00003607,ORD00003607,2024-08-21,ACH,841.25,Succeeded
PAY00003608,ORD00003608,2024-05-25,ACH,434.91,Pending
PAY00003609,ORD00003609,2024-04-03,PayPal,4080.02,Succeeded
PAY00003610,ORD00003610,2024-04-27,Card,1039.28,Succeeded
PAY00003611,ORD00003611,2024-12-11,Card,6002.94,Succeeded
PAY00003612,ORD00003612,2024-01-08,Wire,3324.36,Succeeded
PAY00003613,ORD00003613,2024-03-13,PayPal,5533.77,Succeeded
PAY00003615,ORD00003615,2024-03-12,PayPal,7829.94,Pending
PAY00003616,ORD00003616,2025-03-04,Wire,1352.43,Succeeded
PAY00003618,ORD00003618,2025-03-08,Card,8042.56,Succeeded
PAY00003619,ORD00003619,2025-01-29,Card,1173.72,Succeeded
PAY00003621,ORD00003621,2024-10-19,Wire,2499.07,Succeeded
PAY00003622,ORD00003622,2025-09-05,Card,1906.47,Succeeded
PAY00003623,ORD00003623,2024-09-24,ACH,155.1,Succeeded
PAY00003624,ORD00003624,2025-10-22,Wire,5871.09,Succeeded
PAY00003625,ORD00003625,2025-03-02,ACH,875.54,Succeeded
PAY00003626,ORD00003626,2025-05-23,Wire,306.63,Succeeded
PAY00003627,ORD00003627,2026-02-17,Wire,2615.41,Succeeded
PAY00003628,ORD00003628,2024-12-03,ACH,3131.21,Succeeded
PAY00003629,ORD00003629,2024-03-26,Wire,2699.02,Succeeded
PAY00003630,ORD00003630,2025-02-24,ACH,530.32,Succeeded
PAY00003631,ORD00003631,2024-06-17,ACH,1436.69,Succeeded
PAY00003632,ORD00003632,2025-01-12,ACH,4690.74,Succeeded
PAY00003633,ORD00003633,2024-09-25,ACH,1688.14,Succeeded
PAY00003634,ORD00003634,2025-08-25,Wire,8823.43,Succeeded
PAY00003635,ORD00003635,2025-08-18,PayPal,2792.84,Succeeded
PAY00003636,ORD00003636,2025-12-29,PayPal,11646.5,Succeeded
PAY00003637,ORD00003637,2024-11-15,Card,103.41,Succeeded
PAY00003638,ORD00003638,2025-09-21,PayPal,8303.93,Succeeded
PAY00003639,ORD00003639,2025-12-04,Card,1776.84,Succeeded
PAY00003640,ORD00003640,2024-02-01,ACH,571.09,Failed
PAY00003641,ORD00003641,2024-11-15,Card,2882.88,Succeeded
PAY00003642,ORD00003642,2024-09-18,PayPal,2904.24,Failed
PAY00003643,ORD00003643,2024-06-25,Wire,5806.16,Succeeded
PAY00003644,ORD00003644,2024-06-15,ACH,5455.44,Succeeded
PAY00003645,ORD00003645,2024-12-29,Card,4786.74,Succeeded
PAY00003647,ORD00003647,2025-05-23,PayPal,5594.71,Succeeded
PAY00003648,ORD00003648,2025-11-18,ACH,1841.22,Succeeded
PAY00003649,ORD00003649,2024-02-15,Card,6001.94,Pending
PAY00003650,ORD00003650,2025-01-04,PayPal,6317.45,Succeeded
PAY00003652,ORD00003652,2024-01-21,ACH,2156.34,Succeeded
PAY00003653,ORD00003653,2024-01-20,Wire,1673.63,Succeeded
PAY00003654,ORD00003654,2024-12-12,ACH,5681.43,Succeeded
PAY00003655,ORD00003655,2025-11-15,Card,2599.63,Succeeded
PAY00003656,ORD00003656,2024-01-19,PayPal,1325.35,Succeeded
PAY00003657,ORD00003657,2025-02-28,ACH,705.71,Succeeded
PAY00003658,ORD00003658,2024-04-26,PayPal,395.84,Succeeded
PAY00003659,ORD00003659,2025-04-02,PayPal,992.41,Succeeded
PAY00003660,ORD00003660,2025-11-12,Card,5047.54,Succeeded
PAY00003661,ORD00003661,2024-06-23,PayPal,7247.06,Succeeded
PAY00003662,ORD00003662,2025-11-03,PayPal,1845.12,Succeeded
PAY00003663,ORD00003663,2025-10-12,Card,5560.2,Pending
PAY00003664,ORD00003664,2025-02-17,Card,552.57,Succeeded
PAY00003665,ORD00003665,2025-01-31,PayPal,5252.58,Succeeded
PAY00003666,ORD00003666,2026-01-22,Wire,7433.34,Succeeded
PAY00003667,ORD00003667,2025-08-15,Wire,3707.37,Pending
PAY00003668,ORD00003668,2025-03-26,PayPal,5017.79,Succeeded
PAY00003669,ORD00003669,2025-02-06,Card,3516.7,Succeeded
PAY00003670,ORD00003670,2025-03-21,PayPal,4500.64,Succeeded
PAY00003671,ORD00003671,2024-02-04,Card,996.79,Succeeded
PAY00003672,ORD00003672,2024-01-29,PayPal,6444.78,Succeeded
PAY00003673,ORD00003673,2026-02-03,PayPal,5397.63,Pending
PAY00003675,ORD00003675,2024-04-04,ACH,652.0,Succeeded
PAY00003676,ORD00003676,2025-09-29,ACH,7695.05,Succeeded
PAY00003677,ORD00003677,2024-02-20,Wire,3745.03,Succeeded
PAY00003678,ORD00003678,2025-12-05,ACH,2214.33,Succeeded
PAY00003679,ORD00003679,2026-01-30,PayPal,1749.7,Succeeded
PAY00003680,ORD00003680,2024-10-23,ACH,435.99,Succeeded
PAY00003681,ORD00003681,2024-02-24,Wire,7728.65,Succeeded
PAY00003682,ORD00003682,2025-05-16,Wire,1296.2,Succeeded
PAY00003683,ORD00003683,2025-01-01,Wire,1191.83,Succeeded
PAY00003684,ORD00003684,2024-11-20,PayPal,2148.65,Succeeded
PAY00003685,ORD00003685,2024-05-08,Wire,3478.25,Succeeded
PAY00003686,ORD00003686,2025-04-30,Card,3636.96,Succeeded
PAY00003687,ORD00003687,2025-04-12,ACH,2840.56,Succeeded
PAY00003688,ORD00003688,2025-02-28,Card,2024.43,Succeeded
PAY00003689,ORD00003689,2025-07-28,ACH,2172.1,Succeeded
PAY00003690,ORD00003690,2025-02-02,Wire,2184.91,Succeeded
PAY00003693,ORD00003693,2025-03-08,ACH,7948.12,Succeeded
PAY00003694,ORD00003694,2025-03-04,ACH,6111.37,Succeeded
PAY00003695,ORD00003695,2025-07-05,PayPal,5443.78,Succeeded
PAY00003696,ORD00003696,2026-02-05,Wire,6310.53,Succeeded
PAY00003697,ORD00003697,2024-06-20,Card,3236.63,Pending
PAY00003698,ORD00003698,2025-03-31,PayPal,1263.7,Pending
PAY00003699,ORD00003699,2025-05-15,ACH,5166.56,Succeeded
PAY00003700,ORD00003700,2024-12-26,ACH,1436.53,Failed
PAY00003701,ORD00003701,2024-05-14,PayPal,4570.79,Succeeded
PAY00003702,ORD00003702,2025-03-20,Card,2536.13,Succeeded
PAY00003703,ORD00003703,2024-09-10,Wire,2174.34,Pending
PAY00003704,ORD00003704,2024-09-21,Card,193.51,Succeeded
PAY00003705,ORD00003705,2024-01-08,PayPal,5368.35,Succeeded
PAY00003706,ORD00003706,2025-07-03,Wire,3564.5,Succeeded
PAY00003707,ORD00003707,2025-02-11,PayPal,3372.7,Pending
PAY00003709,ORD00003709,2024-09-18,Card,3372.18,Succeeded
PAY00003710,ORD00003710,2024-04-17,PayPal,4780.74,Succeeded
PAY00003711,ORD00003711,2025-12-11,Card,3879.8,Succeeded
PAY00003712,ORD00003712,2024-01-23,Wire,3869.25,Succeeded
PAY00003713,ORD00003713,2024-06-17,Card,92.85,Succeeded
PAY00003714,ORD00003714,2025-02-05,ACH,3547.73,Succeeded
PAY00003715,ORD00003715,2025-10-06,Wire,2135.38,Succeeded
PAY00003716,ORD00003716,2024-12-14,Card,6156.43,Succeeded
PAY00003717,ORD00003717,2025-09-07,ACH,1850.14,Succeeded
PAY00003718,ORD00003718,2024-08-09,Card,3300.45,Succeeded
PAY00003719,ORD00003719,2025-11-12,ACH,210.02,Succeeded
PAY00003720,ORD00003720,2024-09-22,Card,5598.17,Succeeded
PAY00003721,ORD00003721,2025-10-12,PayPal,3111.1,Succeeded
PAY00003722,ORD00003722,2025-12-30,ACH,1155.51,Succeeded
PAY00003723,ORD00003723,2024-07-14,Card,2285.59,Succeeded
PAY00003724,ORD00003724,2024-12-19,ACH,3541.83,Succeeded
PAY00003725,ORD00003725,2025-11-24,Card,1333.64,Succeeded
PAY00003726,ORD00003726,2025-02-20,Card,3405.35,Succeeded
PAY00003727,ORD00003727,2025-07-25,ACH,237.88,Succeeded
PAY00003728,ORD00003728,2025-04-03,PayPal,2054.92,Succeeded
PAY00003729,ORD00003729,2025-02-17,Wire,8439.14,Succeeded
PAY00003730,ORD00003730,2024-06-10,Card,3175.13,Succeeded
PAY00003731,ORD00003731,2025-05-03,Wire,5931.01,Succeeded
PAY00003732,ORD00003732,2024-10-09,ACH,2183.71,Succeeded
PAY00003733,ORD00003733,2025-11-23,ACH,1296.44,Failed
PAY00003734,ORD00003734,2025-08-19,PayPal,2586.93,Succeeded
PAY00003736,ORD00003736,2026-02-14,PayPal,281.89,Succeeded
PAY00003737,ORD00003737,2025-08-05,Wire,1535.63,Succeeded
PAY00003738,ORD00003738,2024-05-12,Wire,5377.22,Succeeded
PAY00003739,ORD00003739,2024-07-22,ACH,1379.15,Succeeded
PAY00003740,ORD00003740,2024-04-19,Card,4146.47,Succeeded
PAY00003741,ORD00003741,2024-05-23,PayPal,1070.09,Succeeded
PAY00003742,ORD00003742,2025-07-01,ACH,4296.03,Succeeded
PAY00003743,ORD00003743,2025-07-12,PayPal,1135.79,Failed
PAY00003745,ORD00003745,2024-11-30,Card,2821.93,Succeeded
PAY00003746,ORD00003746,2026-01-07,ACH,5432.27,Succeeded
PAY00003747,ORD00003747,2024-05-28,Wire,1283.47,Succeeded
PAY00003748,ORD00003748,2024-03-24,PayPal,94.95,Failed
PAY00003749,ORD00003749,2026-02-01,PayPal,3455.2,Succeeded
PAY00003750,ORD00003750,2024-06-19,Card,4466.41,Succeeded
PAY00003751,ORD00003751,2025-02-23,Card,2264.22,Succeeded
PAY00003752,ORD00003752,2025-05-09,Card,738.41,Succeeded
PAY00003754,ORD00003754,2024-02-26,Wire,242.76,Succeeded
PAY00003755,ORD00003755,2025-09-27,ACH,969.01,Succeeded
PAY00003756,ORD00003756,2025-03-03,ACH,661.88,Succeeded
PAY00003757,ORD00003757,2025-01-17,Card,533.95,Succeeded
PAY00003758,ORD00003758,2025-02-27,Wire,2430.16,Succeeded
PAY00003759,ORD00003759,2024-03-25,PayPal,1780.61,Succeeded
PAY00003760,ORD00003760,2024-10-01,ACH,1891.2,Succeeded
PAY00003761,ORD00003761,2025-09-23,ACH,2435.4,Succeeded
PAY00003762,ORD00003762,2024-05-25,ACH,4081.18,Succeeded
PAY00003763,ORD00003763,2024-12-24,Card,2238.52,Succeeded
PAY00003764,ORD00003764,2024-02-11,Card,7709.38,Failed
PAY00003766,ORD00003766,2024-04-01,ACH,142.24,Succeeded
PAY00003767,ORD00003767,2024-11-18,PayPal,2595.61,Succeeded
PAY00003768,ORD00003768,2025-04-19,PayPal,2537.56,Succeeded
PAY00003770,ORD00003770,2026-01-03,PayPal,4579.25,Succeeded
PAY00003772,ORD00003772,2025-09-28,Card,600.88,Succeeded
PAY00003773,ORD00003773,2025-05-14,PayPal,8513.77,Succeeded
PAY00003774,ORD00003774,2024-08-03,PayPal,4094.38,Succeeded
PAY00003775,ORD00003775,2024-09-15,Card,3595.81,Succeeded
PAY00003776,ORD00003776,2024-01-28,ACH,3693.74,Succeeded
PAY00003777,ORD00003777,2025-07-20,Card,1708.38,Succeeded
PAY00003778,ORD00003778,2025-11-29,PayPal,1436.37,Succeeded
PAY00003779,ORD00003779,2024-12-02,PayPal,8521.21,Succeeded
PAY00003780,ORD00003780,2024-08-15,Wire,9823.57,Succeeded
PAY00003781,ORD00003781,2025-06-11,PayPal,4959.13,Pending
PAY00003783,ORD00003783,2025-11-03,PayPal,7686.56,Succeeded
PAY00003784,ORD00003784,2024-04-11,PayPal,1352.0,Succeeded
PAY00003785,ORD00003785,2025-11-22,Card,8761.48,Succeeded
PAY00003786,ORD00003786,2025-05-21,PayPal,8118.83,Succeeded
PAY00003787,ORD00003787,2025-04-01,ACH,3386.24,Succeeded
PAY00003788,ORD00003788,2024-07-28,PayPal,7110.11,Succeeded
PAY00003789,ORD00003789,2025-10-01,Wire,5317.8,Succeeded
PAY00003790,ORD00003790,2025-01-26,ACH,40.37,Succeeded
PAY00003791,ORD00003791,2025-03-10,PayPal,1277.79,Succeeded
PAY00003792,ORD00003792,2024-07-27,Wire,6718.06,Succeeded
PAY00003793,ORD00003793,2024-04-13,Wire,3096.74,Succeeded
PAY00003794,ORD00003794,2025-11-21,Wire,5959.75,Succeeded
PAY00003795,ORD00003795,2024-04-24,ACH,3010.62,Succeeded
PAY00003796,ORD00003796,2025-05-29,ACH,4578.09,Succeeded
PAY00003797,ORD00003797,2025-12-18,Wire,3173.56,Succeeded
PAY00003798,ORD00003798,2024-12-12,PayPal,456.35,Pending
PAY00003800,ORD00003800,2025-11-16,Card,1108.06,Succeeded
PAY00003801,ORD00003801,2025-10-22,ACH,3363.31,Succeeded
PAY00003802,ORD00003802,2025-11-06,PayPal,5319.15,Pending
PAY00003803,ORD00003803,2024-12-01,PayPal,3132.3,Succeeded
PAY00003804,ORD00003804,2025-04-22,Card,4466.53,Succeeded
PAY00003805,ORD00003805,2024-06-23,PayPal,4222.6,Succeeded
PAY00003806,ORD00003806,2025-06-02,Wire,678.41,Succeeded
PAY00003807,ORD00003807,2024-10-28,PayPal,3579.59,Succeeded
PAY00003808,ORD00003808,2025-03-21,Wire,659.51,Failed
PAY00003809,ORD00003809,2024-02-23,PayPal,2873.82,Succeeded
PAY00003810,ORD00003810,2026-02-20,Card,1985.49,Succeeded
PAY00003811,ORD00003811,2025-05-06,ACH,2140.21,Succeeded
PAY00003812,ORD00003812,2024-06-12,Card,2772.28,Succeeded
PAY00003815,ORD00003815,2024-04-16,Card,3429.52,Pending
PAY00003816,ORD00003816,2024-08-21,PayPal,690.6,Succeeded
PAY00003817,ORD00003817,2025-12-08,Card,2112.16,Succeeded
PAY00003818,ORD00003818,2025-08-26,ACH,2695.38,Succeeded
PAY00003819,ORD00003819,2025-04-26,Card,3816.56,Succeeded
PAY00003820,ORD00003820,2025-01-05,Card,4605.47,Succeeded
PAY00003821,ORD00003821,2025-01-25,Card,3900.93,Succeeded
PAY00003822,ORD00003822,2025-09-07,PayPal,6947.85,Succeeded
PAY00003823,ORD00003823,2025-07-30,Wire,5322.26,Failed
PAY00003825,ORD00003825,2025-01-12,Card,2951.5,Succeeded
PAY00003826,ORD00003826,2024-08-29,ACH,3758.11,Succeeded
PAY00003827,ORD00003827,2024-08-09,PayPal,4323.16,Succeeded
PAY00003829,ORD00003829,2025-05-06,PayPal,2839.47,Succeeded
PAY00003830,ORD00003830,2024-05-16,ACH,2108.71,Succeeded
PAY00003831,ORD00003831,2025-01-22,PayPal,1197.04,Succeeded
PAY00003832,ORD00003832,2024-03-27,ACH,2447.27,Succeeded
PAY00003833,ORD00003833,2025-12-24,Wire,871.43,Succeeded
PAY00003834,ORD00003834,2025-06-22,PayPal,3425.3,Succeeded
PAY00003835,ORD00003835,2025-05-28,Card,4141.16,Pending
PAY00003836,ORD00003836,2026-01-04,ACH,4919.93,Succeeded
PAY00003837,ORD00003837,2025-01-16,Card,5926.64,Succeeded
PAY00003838,ORD00003838,2024-09-01,Card,1775.61,Succeeded
PAY00003839,ORD00003839,2024-01-02,PayPal,8461.08,Succeeded
PAY00003840,ORD00003840,2024-05-19,Wire,1182.31,Succeeded
PAY00003841,ORD00003841,2025-11-17,PayPal,434.83,Failed
PAY00003842,ORD00003842,2024-05-06,Card,4179.5,Succeeded
PAY00003843,ORD00003843,2024-03-08,PayPal,4054.27,Succeeded
PAY00003844,ORD00003844,2025-05-21,Card,3015.84,Succeeded
PAY00003845,ORD00003845,2025-03-06,Wire,2766.64,Succeeded
PAY00003846,ORD00003846,2024-01-23,Wire,2689.13,Failed
PAY00003847,ORD00003847,2025-04-10,Wire,814.92,Succeeded
PAY00003848,ORD00003848,2024-09-24,ACH,577.36,Succeeded
PAY00003849,ORD00003849,2024-02-01,Wire,6118.59,Succeeded
PAY00003850,ORD00003850,2024-01-07,ACH,4271.44,Succeeded
