order_id,customer_id,order_date,channel,status,warehouse_id,subtotal,discount,tax,shipping_fee,order_total,created_at,updated_at
ORD00003674,C000378,2026-01-03,Web,Cancelled,W012,6613.77,0.0,331.54,20.01,6965.32,2026-01-03T20:51:26,2026-01-30T07:07:10
ORD00003675,C006454,2024-04-02,B2B Portal,Shipped,W005,741.71,111.26,19.38,2.17,652.0,2024-04-02T08:52:32,2024-08-18T10:07:48
ORD00003676,C006064,2025-09-29,Mobile,Placed,W001,7632.99,381.65,433.4,10.31,7695.05,2025-09-29T13:16:00,2026-01-17T21:57:36
ORD00003677,C001878,2024-02-18,Marketplace,Delivered,W001,3452.45,0.0,282.1,10.48,3745.03,2024-02-18T01:44:04,2025-12-06T07:17:23
ORD00003678,C003033,2025-12-05,Mobile,Delivered,W001,2354.7,353.2,178.46,34.37,2214.33,2025-12-05T18:59:24,2026-02-22T04:29:51
ORD00003679,C006475,2026-01-29,Mobile,Delivered,W006,1662.53,0.0,77.44,9.73,1749.7,2026-01-29T21:11:04,2026-02-23T19:10:03
ORD00003680,C001936,2024-10-23,B2B Portal,Delivered,W009,433.4,43.34,18.43,27.5,435.99,2024-10-23T07:47:55,2025-11-22T20:39:34
ORD00003681,C002457,2024-02-23,Web,Placed,W011,7191.21,0.0,506.01,31.43,7728.65,2024-02-23T18:12:00,2024-10-22T03:41:20
ORD00003682,C003150,2025-05-16,B2B Portal,Shipped,W004,1400.09,210.01,94.06,12.06,1296.2,2025-05-16T05:09:32,2025-09-03T10:18:59
ORD00003683,C003963,2024-12-31,Mobile,Shipped,W011,1299.54,194.93,54.56,32.66,1191.83,2024-12-31T09:22:59,2025-06-30T09:43:20
ORD00003684,C004002,2024-11-20,B2B Portal,Delivered,W002,2067.32,0.0,70.69,10.64,2148.65,2024-11-20T20:59:55,2026-01-13T16:44:12
ORD00003685,C004929,2024-05-06,Web,Delivered,W002,3850.24,577.54,199.08,6.47,3478.25,2024-05-06T05:23:49,2025-12-05T16:07:34
ORD00003686,C006630,2025-04-29,Marketplace,Placed,W007,3617.41,180.87,186.63,13.79,3636.96,2025-04-29T01:06:18,2025-08-27T18:46:34
ORD00003687,C002222,2025-04-12,Mobile,Placed,W009,2966.14,296.61,170.97,0.06,2840.56,2025-04-12T07:27:29,2025-04-25T19:43:20
ORD00003688,C000920,2025-02-27,Web,Delivered,W002,1886.02,0.0,110.41,28.0,2024.43,2025-02-27T21:37:21,2025-04-06T01:40:30
ORD00003689,C007192,2025-07-28,Web,Delivered,W013,2349.95,352.49,151.76,22.88,2172.1,2025-07-28T20:24:00,2025-12-26T22:19:41
ORD00003690,C006744,2025-02-02,Web,Placed,W008,2013.19,0.0,145.17,26.55,2184.91,2025-02-02T09:01:19,2025-10-17T14:29:20
ORD00003691,C001705,2024-07-21,Web,Cancelled,W013,1564.24,0.0,88.44,32.2,1684.88,2024-07-21T18:31:53,2026-02-07T12:04:25
ORD00003692,C000172,2025-04-26,Marketplace,Cancelled,W013,4409.15,661.37,181.33,17.47,3946.58,2025-04-26T17:50:08,2025-09-04T06:20:13
ORD00003693,C000581,2025-03-08,Mobile,Delivered,W010,7869.29,393.46,468.24,4.05,7948.12,2025-03-08T01:17:48,2026-01-28T22:28:16
ORD00003694,C003498,2025-03-04,Web,Delivered,W009,5851.89,0.0,254.43,5.05,6111.37,2025-03-04T05:51:25,2025-07-12T13:46:36
ORD00003695,C007332,2025-07-03,B2B Portal,Delivered,W011,5162.15,0.0,249.11,32.52,5443.78,2025-07-03T00:47:42,2025-12-06T20:20:37
ORD00003696,C000019,2026-02-03,Mobile,Placed,W001,5953.82,0.0,342.82,13.89,6310.53,2026-02-03T01:40:49,2026-02-04T00:00:00
ORD00003697,C005103,2024-06-20,Marketplace,Placed,W005,2982.48,0.0,245.26,8.89,3236.63,2024-06-20T18:20:28,2024-12-29T13:18:21
ORD00003698,C001473,2025-03-30,B2B Portal,Delivered,W009,1336.82,133.68,49.14,11.42,1263.7,2025-03-30T23:30:14,2025-08-04T19:56:37
ORD00003699,C004168,2025-05-13,Web,Packed,W006,5262.61,526.26,417.06,13.15,5166.56,2025-05-13T01:29:47,2025-09-29T15:43:26
ORD00003700,C004040,2024-12-25,Marketplace,Delivered,W016,1348.23,0.0,59.84,28.46,1436.53,2024-12-25T00:45:50,2025-11-30T23:56:30
ORD00003701,C002181,2024-05-12,Marketplace,Delivered,W002,5076.66,761.5,239.19,16.44,4570.79,2024-05-12T13:48:51,2024-09-20T05:03:58
ORD00003702,C003130,2025-03-20,Marketplace,Packed,W005,2823.86,423.58,118.59,17.26,2536.13,2025-03-20T06:03:17,2025-08-11T13:59:07
ORD00003703,C002785,2024-09-10,Mobile,Delivered,W005,2020.63,0.0,150.09,3.62,2174.34,2024-09-10T22:39:49,2025-01-29T21:05:46
ORD00003704,C003114,2024-09-19,Web,Delivered,W010,177.97,17.8,11.9,21.44,193.51,2024-09-19T01:40:47,2025-08-12T05:27:06
ORD00003705,C003959,2024-01-07,B2B Portal,Delivered,W012,5852.25,877.84,372.93,21.01,5368.35,2024-01-07T23:58:25,2025-01-01T00:46:55
ORD00003706,C001363,2025-07-01,Web,Placed,W017,3850.57,577.59,270.13,21.39,3564.5,2025-07-01T22:36:36,2025-09-04T13:10:08
ORD00003707,C005426,2025-02-09,Web,Packed,W013,3101.89,0.0,239.99,30.82,3372.7,2025-02-09T11:12:07,2025-05-05T21:36:33
ORD00003708,C002134,2024-10-09,Mobile,Cancelled,W013,6320.22,316.01,500.98,31.97,6537.16,2024-10-09T19:21:13,2024-12-09T07:51:05
ORD00003709,C004866,2024-09-17,Mobile,Delivered,W009,3321.4,166.07,183.51,33.34,3372.18,2024-09-17T06:52:23,2025-05-10T23:07:29
ORD00003710,C003878,2024-04-17,B2B Portal,Shipped,W012,4455.25,0.0,300.49,25.0,4780.74,2024-04-17T15:48:19,2026-02-08T15:55:05
ORD00003711,C004997,2025-12-11,Mobile,Packed,W009,4012.48,401.25,240.82,27.75,3879.8,2025-12-11T10:09:02,2026-02-19T17:45:33
ORD00003712,C006364,2024-01-21,Marketplace,Placed,W008,4336.71,650.51,165.84,17.21,3869.25,2024-01-21T00:08:35,2025-03-26T06:14:12
ORD00003713,C002602,2024-06-15,Marketplace,Shipped,W001,59.06,0.0,2.46,31.33,92.85,2024-06-15T08:49:29,2025-11-01T21:05:02
ORD00003714,C006847,2025-02-04,Marketplace,Shipped,W007,3525.59,176.28,169.65,28.77,3547.73,2025-02-04T13:39:02,2025-06-08T23:45:56
ORD00003715,C007600,2025-10-05,B2B Portal,Delivered,W010,2029.47,0.0,83.85,22.06,2135.38,2025-10-05T12:43:59,2025-12-29T11:34:11
ORD00003716,C000370,2024-12-12,Web,Delivered,W009,5810.58,0.0,334.14,11.71,6156.43,2024-12-12T15:21:17,2025-04-02T08:21:49
ORD00003717,C007446,2025-09-06,Web,Shipped,W012,2022.82,303.42,128.77,1.97,1850.14,2025-09-06T12:33:00,2025-09-07T17:55:36
ORD00003718,C007490,2024-08-08,Mobile,Packed,W010,3210.86,160.54,219.81,30.32,3300.45,2024-08-08T04:43:44,2026-02-14T17:19:18
ORD00003719,C002924,2025-11-10,Mobile,Delivered,W010,189.07,9.45,6.54,23.86,210.02,2025-11-10T05:25:30,2026-02-24T03:43:33
ORD00003720,C000026,2024-09-20,Marketplace,Delivered,W014,6258.97,938.85,273.57,4.48,5598.17,2024-09-20T01:21:14,2025-08-30T17:35:58
ORD00003721,C000208,2025-10-12,Web,Packed,W010,2972.67,0.0,128.09,10.34,3111.1,2025-10-12T23:21:54,2025-12-15T05:58:41
ORD00003722,C004760,2025-12-28,Marketplace,Packed,W004,1063.75,0.0,70.19,21.57,1155.51,2025-12-28T16:39:59,2026-02-10T01:46:35
ORD00003723,C005763,2024-07-12,Web,Shipped,W001,2542.18,381.33,92.14,32.6,2285.59,2024-07-12T23:37:14,2024-07-25T07:02:59
ORD00003724,C001136,2024-12-17,Web,Shipped,W009,3533.43,176.67,177.54,7.53,3541.83,2024-12-17T17:30:43,2025-08-20T04:00:12
ORD00003725,C000433,2025-11-23,Web,Delivered,W008,1232.9,0.0,71.62,29.12,1333.64,2025-11-23T03:50:51,2025-12-08T13:21:42
ORD00003726,C000405,2025-02-20,Marketplace,Packed,W004,3567.88,356.79,177.11,17.15,3405.35,2025-02-20T19:32:23,2025-09-15T13:32:54
ORD00003727,C007658,2025-07-25,B2B Portal,Packed,W011,241.88,36.28,14.35,17.93,237.88,2025-07-25T18:24:33,2025-09-19T14:41:32
ORD00003728,C001927,2025-04-03,Mobile,Delivered,W004,2095.67,209.57,144.78,24.04,2054.92,2025-04-03T05:08:20,2025-05-29T02:30:01
ORD00003729,C006972,2025-02-16,Mobile,Packed,W005,8375.35,418.77,464.48,18.08,8439.14,2025-02-16T14:43:04,2026-01-09T23:58:41
ORD00003730,C002595,2024-06-08,Web,Delivered,W010,3309.92,330.99,176.71,19.49,3175.13,2024-06-08T20:47:37,2025-10-17T11:05:19
ORD00003731,C002006,2025-05-02,Mobile,Shipped,W001,6723.2,1008.48,213.72,2.57,5931.01,2025-05-02T00:42:23,2025-05-25T20:48:18
ORD00003732,C000557,2024-10-08,B2B Portal,Delivered,W004,2469.75,370.46,80.35,4.07,2183.71,2024-10-08T22:12:48,2025-07-31T14:49:00
ORD00003733,C000801,2025-11-21,B2B Portal,Packed,W008,1410.34,211.55,64.82,32.83,1296.44,2025-11-21T23:45:44,2025-12-05T04:33:42
ORD00003734,C003672,2025-08-17,Mobile,Placed,W003,2360.34,0.0,198.73,27.86,2586.93,2025-08-17T06:35:31,2025-12-31T11:12:27
ORD00003735,C004479,2026-01-24,Web,Cancelled,W015,2710.27,271.03,216.91,25.31,2681.46,2026-01-24T02:57:05,2026-01-24T19:30:07
ORD00003736,C000898,2026-02-12,Web,Placed,W002,287.89,28.79,13.68,9.11,281.89,2026-02-12T10:20:13,2026-02-25T15:17:45
ORD00003737,C002961,2025-08-05,B2B Portal,Delivered,W015,1417.25,0.0,97.08,21.3,1535.63,2025-08-05T07:28:40,2025-11-16T02:54:01
ORD00003738,C002200,2024-05-11,Marketplace,Placed,W014,5511.56,551.16,406.57,10.25,5377.22,2024-05-11T04:56:38,2024-08-20T13:34:51
ORD00003739,C002520,2024-07-20,Marketplace,Delivered,W013,1294.18,0.0,76.26,8.71,1379.15,2024-07-20T02:56:18,2024-10-14T05:02:12
ORD00003740,C003013,2024-04-17,B2B Portal,Delivered,W015,4668.1,700.22,166.1,12.49,4146.47,2024-04-17T20:24:59,2025-03-09T16:10:14
ORD00003741,C007086,2024-05-22,Mobile,Shipped,W016,997.66,0.0,49.16,23.27,1070.09,2024-05-22T23:01:01,2025-05-17T01:29:18
ORD00003742,C002139,2025-06-29,Mobile,Shipped,W001,4847.23,727.08,159.33,16.55,4296.03,2025-06-29T14:44:06,2025-12-02T10:24:27
ORD00003743,C004477,2025-07-10,Web,Shipped,W010,1031.25,0.0,74.01,30.53,1135.79,2025-07-10T16:29:57,2025-11-18T13:55:56
ORD00003744,C007242,2025-10-05,Marketplace,Cancelled,W012,5459.82,0.0,487.96,3.14,5950.92,2025-10-05T20:54:00,2025-11-30T20:33:20
ORD00003745,C000224,2024-11-29,Web,Shipped,W007,2673.07,0.0,142.01,6.85,2821.93,2024-11-29T18:45:10,2025-07-31T13:21:30
ORD00003746,C005838,2026-01-06,Marketplace,Delivered,W001,5243.98,262.2,445.21,5.28,5432.27,2026-01-06T02:35:51,2026-01-19T06:58:54
ORD00003747,C004135,2024-05-26,Marketplace,Packed,W015,1300.44,130.04,104.32,8.75,1283.47,2024-05-26T22:17:42,2025-02-10T20:17:49
ORD00003748,C007979,2024-03-24,Marketplace,Delivered,W010,64.64,6.46,4.34,32.43,94.95,2024-03-24T11:37:06,2024-12-02T08:42:28
ORD00003749,C002564,2026-01-30,Marketplace,Delivered,W015,3797.92,569.69,224.35,2.62,3455.2,2026-01-30T14:44:43,2026-02-25T23:45:42
ORD00003750,C006373,2024-06-19,Mobile,Delivered,W002,4245.36,0.0,189.83,31.22,4466.41,2024-06-19T13:01:51,2025-09-25T00:53:39
ORD00003751,C003132,2025-02-23,Marketplace,Delivered,W002,2133.08,0.0,128.13,3.01,2264.22,2025-02-23T16:32:30,2025-04-19T12:36:01
ORD00003752,C003562,2025-05-07,Marketplace,Packed,W003,798.55,119.78,31.81,27.83,738.41,2025-05-07T10:03:30,2025-09-05T07:22:31
ORD00003753,C003520,2026-01-11,B2B Portal,Cancelled,W008,3563.94,356.39,208.42,8.33,3424.3,2026-01-11T16:11:04,2026-02-05T16:43:06
ORD00003754,C003480,2024-02-24,Marketplace,Placed,W011,220.14,11.01,16.22,17.41,242.76,2024-02-24T14:07:46,2024-09-17T11:35:54
ORD00003755,C007098,2025-09-27,Mobile,Packed,W015,984.63,98.46,61.48,21.36,969.01,2025-09-27T01:19:45,2026-02-24T23:20:33
ORD00003756,C007642,2025-03-03,Marketplace,Shipped,W009,690.25,69.03,26.49,14.17,661.88,2025-03-03T12:28:24,2025-09-26T16:57:32
ORD00003757,C000474,2025-01-15,B2B Portal,Shipped,W006,486.24,0.0,16.46,31.25,533.95,2025-01-15T22:46:40,2025-11-16T17:42:32
ORD00003758,C005079,2025-02-25,B2B Portal,Delivered,W017,2275.48,0.0,142.58,12.1,2430.16,2025-02-25T15:49:09,2025-06-19T12:25:59
ORD00003759,C003924,2024-03-25,Mobile,Placed,W013,1807.61,90.38,62.99,0.39,1780.61,2024-03-25T02:13:10,2025-08-02T12:57:42
ORD00003760,C005913,2024-09-29,Marketplace,Placed,W012,1947.88,194.79,124.18,13.93,1891.2,2024-09-29T20:37:52,2025-04-11T23:36:23
ORD00003761,C007988,2025-09-22,Marketplace,Packed,W004,2499.27,249.93,167.1,18.96,2435.4,2025-09-22T21:07:19,2025-12-03T02:26:46
ORD00003762,C004475,2024-05-23,Mobile,Delivered,W011,4106.2,205.31,172.86,7.43,4081.18,2024-05-23T19:19:12,2025-12-02T03:55:59
ORD00003763,C007477,2024-12-22,Web,Placed,W001,2065.7,0.0,155.47,17.35,2238.52,2024-12-22T08:45:04,2025-06-06T11:02:27
ORD00003764,C007487,2024-02-09,Mobile,Delivered,W009,8702.98,1305.45,294.42,17.43,7709.38,2024-02-09T23:09:37,2025-07-07T20:22:38
ORD00003765,C004037,2025-11-03,B2B Portal,Cancelled,W009,1836.1,183.61,69.67,14.65,1736.81,2025-11-03T16:46:46,2025-11-21T06:17:52
ORD00003766,C003494,2024-03-30,Mobile,Shipped,W002,129.68,12.97,9.95,15.58,142.24,2024-03-30T20:52:49,2025-02-17T20:40:11
ORD00003767,C003287,2024-11-18,B2B Portal,Delivered,W014,2638.31,131.92,78.54,10.68,2595.61,2024-11-18T04:24:57,2025-09-20T10:19:12
ORD00003768,C003434,2025-04-18,Mobile,Delivered,W017,2308.16,0.0,205.14,24.26,2537.56,2025-04-18T21:47:45,2025-07-23T08:50:50
ORD00003769,C003043,2025-03-12,Marketplace,Cancelled,W014,4783.9,717.58,308.51,4.07,4378.9,2025-03-12T06:01:37,2025-05-23T12:06:27
ORD00003770,C005201,2026-01-01,B2B Portal,Placed,W001,4747.46,474.75,276.75,29.79,4579.25,2026-01-01T10:37:12,2026-01-04T14:04:37
ORD00003771,C006877,2024-03-24,Web,Cancelled,W016,3770.09,377.01,181.56,4.47,3579.11,2024-03-24T03:07:49,2025-11-26T16:57:37
ORD00003772,C007746,2025-09-26,Marketplace,Shipped,W011,665.65,99.85,34.13,0.95,600.88,2025-09-26T06:27:28,2025-11-15T16:02:32
ORD00003773,C002343,2025-05-12,B2B Portal,Packed,W007,9090.32,909.03,318.64,13.84,8513.77,2025-05-12T06:07:47,2025-11-14T11:33:18
ORD00003774,C007181,2024-08-01,B2B Portal,Shipped,W010,4042.76,202.14,226.65,27.11,4094.38,2024-08-01T23:28:13,2025-05-28T10:10:51
ORD00003775,C007593,2024-09-14,Web,Delivered,W010,3342.64,0.0,224.25,28.92,3595.81,2024-09-14T09:16:10,2025-11-02T22:16:32
ORD00003776,C005349,2024-01-26,Marketplace,Delivered,W015,3875.3,387.53,191.74,14.23,3693.74,2024-01-26T02:47:04,2025-11-30T17:03:20
ORD00003777,C005784,2025-07-20,B2B Portal,Delivered,W006,1638.59,0.0,53.77,16.02,1708.38,2025-07-20T00:50:44,2026-01-19T12:58:32
ORD00003778,C001720,2025-11-29,Mobile,Delivered,W010,1595.33,239.3,47.29,33.05,1436.37,2025-11-29T01:32:27,2025-12-02T20:37:55
ORD00003779,C001596,2024-12-02,Mobile,Delivered,W016,8766.28,876.63,610.68,20.88,8521.21,2024-12-02T07:35:33,2026-01-09T20:24:06
ORD00003780,C005343,2024-08-15,Web,Delivered,W010,9404.73,0.0,401.81,17.03,9823.57,2024-08-15T19:48:52,2025-10-17T00:40:24
ORD00003781,C002950,2025-06-10,Mobile,Packed,W007,4573.83,0.0,364.78,20.52,4959.13,2025-06-10T10:55:20,2025-08-21T02:17:49
ORD00003782,C002229,2026-01-12,Mobile,Cancelled,W015,1432.1,0.0,56.58,15.37,1504.05,2026-01-12T16:11:40,2026-01-20T07:21:35
ORD00003783,C002754,2025-11-03,Marketplace,Delivered,W005,7053.77,0.0,606.7,26.09,7686.56,2025-11-03T06:41:41,2026-01-20T07:08:26
ORD00003784,C005828,2024-04-11,Mobile,Shipped,W006,1290.12,64.51,91.9,34.49,1352.0,2024-04-11T16:16:51,2024-12-15T06:42:52
ORD00003785,C003226,2025-11-20,Marketplace,Packed,W015,9844.94,1476.74,361.46,31.82,8761.48,2025-11-20T08:04:28,2026-02-01T01:54:34
ORD00003786,C006936,2025-05-21,Mobile,Packed,W009,7754.37,0.0,335.89,28.57,8118.83,2025-05-21T10:08:14,2025-09-26T22:35:08
ORD00003787,C005002,2025-03-31,Marketplace,Packed,W011,3605.26,360.53,116.94,24.57,3386.24,2025-03-31T10:29:24,2025-09-16T13:43:15
ORD00003788,C006011,2024-07-28,B2B Portal,Delivered,W005,6853.19,0.0,252.05,4.87,7110.11,2024-07-28T04:44:39,2025-07-14T21:48:29
ORD00003789,C003291,2025-09-30,Marketplace,Delivered,W007,5071.95,0.0,211.2,34.65,5317.8,2025-09-30T20:54:30,2025-10-30T10:16:50
ORD00003790,C002330,2025-01-24,B2B Portal,Placed,W001,33.51,0.0,1.43,5.43,40.37,2025-01-24T18:16:45,2025-05-08T22:33:27
ORD00003791,C001061,2025-03-08,Mobile,Shipped,W013,1232.73,0.0,39.9,5.16,1277.79,2025-03-08T22:44:24,2025-05-16T09:16:36
ORD00003792,C002768,2024-07-27,B2B Portal,Delivered,W008,6894.71,689.47,500.94,11.88,6718.06,2024-07-27T18:10:09,2025-08-30T16:43:39
ORD00003793,C004753,2024-04-13,B2B Portal,Placed,W015,3224.22,322.42,187.06,7.88,3096.74,2024-04-13T05:01:15,2025-08-26T18:55:43
ORD00003794,C004776,2025-11-21,Web,Delivered,W002,5670.35,0.0,254.43,34.97,5959.75,2025-11-21T21:07:12,2026-02-22T02:51:25
ORD00003795,C001784,2024-04-23,Web,Delivered,W011,2900.64,145.03,237.74,17.27,3010.62,2024-04-23T16:29:40,2024-04-29T19:49:26
ORD00003796,C003234,2025-05-28,Mobile,Delivered,W009,4172.31,0.0,375.14,30.64,4578.09,2025-05-28T03:28:43,2025-05-31T02:13:55
ORD00003797,C004312,2025-12-18,B2B Portal,Delivered,W017,3075.44,0.0,95.77,2.35,3173.56,2025-12-18T17:43:53,2026-01-22T19:34:11
ORD00003798,C000219,2024-12-11,B2B Portal,Delivered,W001,428.8,0.0,23.23,4.32,456.35,2024-12-11T03:26:41,2025-09-20T23:32:11
ORD00003799,C003470,2026-01-07,Marketplace,Cancelled,W013,2267.53,340.13,137.28,29.38,2094.06,2026-01-07T18:44:55,2026-02-17T07:10:03
ORD00003800,C007100,2025-11-15,B2B Portal,Delivered,W008,1025.24,0.0,58.54,24.28,1108.06,2025-11-15T03:44:13,2026-03-01T18:52:28
ORD00003801,C003755,2025-10-20,Mobile,Packed,W005,3194.71,0.0,163.1,5.5,3363.31,2025-10-20T17:59:12,2025-11-12T07:05:43
ORD00003802,C005523,2025-11-04,Mobile,Delivered,W016,5449.13,544.91,399.72,15.21,5319.15,2025-11-04T13:27:39,2026-03-01T11:41:09
ORD00003803,C001060,2024-11-30,Web,Delivered,W009,2968.62,0.0,151.84,11.84,3132.3,2024-11-30T21:00:52,2025-12-28T03:48:28
ORD00003804,C007319,2025-04-20,Marketplace,Delivered,W016,5018.28,752.74,193.79,7.2,4466.53,2025-04-20T15:23:16,2025-07-03T13:35:49
ORD00003805,C002945,2024-06-22,Web,Delivered,W004,4461.5,446.15,204.8,2.45,4222.6,2024-06-22T03:19:13,2025-06-05T19:44:20
ORD00003806,C002189,2025-05-31,B2B Portal,Packed,W010,737.59,110.64,42.21,9.25,678.41,2025-05-31T19:11:06,2025-09-07T03:56:57
ORD00003807,C003426,2024-10-27,Marketplace,Packed,W008,3342.39,0.0,220.05,17.15,3579.59,2024-10-27T10:13:42,2025-02-20T22:09:36
ORD00003808,C000980,2025-03-19,Mobile,Delivered,W008,641.64,32.08,30.39,19.56,659.51,2025-03-19T21:26:56,2026-01-24T23:24:56
ORD00003809,C000282,2024-02-21,Mobile,Packed,W004,2676.43,0.0,173.17,24.22,2873.82,2024-02-21T17:07:44,2024-12-09T03:25:14
ORD00003810,C005815,2026-02-19,B2B Portal,Shipped,W006,2095.77,209.58,87.93,11.37,1985.49,2026-02-19T05:38:26,2026-02-27T18:49:26
ORD00003811,C002069,2025-05-06,Web,Packed,W014,2026.24,0.0,108.74,5.23,2140.21,2025-05-06T06:56:35,2025-09-14T08:42:31
ORD00003812,C001845,2024-06-10,Web,Shipped,W002,3114.45,467.17,93.8,31.2,2772.28,2024-06-10T05:52:24,2025-12-08T10:56:30
ORD00003813,C002142,2025-09-11,Mobile,Cancelled,W003,6546.76,654.68,423.86,7.52,6323.46,2025-09-11T13:27:34,2025-12-01T21:28:57
ORD00003814,C003574,2025-08-26,Web,Cancelled,W013,3326.26,0.0,275.64,34.86,3636.76,2025-08-26T19:15:42,2025-10-09T08:11:15
ORD00003815,C001363,2024-04-16,B2B Portal,Placed,W003,3905.74,585.86,102.95,6.69,3429.52,2024-04-16T21:24:10,2025-05-29T13:46:41
ORD00003816,C007745,2024-08-21,Mobile,Delivered,W010,614.89,0.0,55.21,20.5,690.6,2024-08-21T12:32:33,2026-01-25T08:00:13
ORD00003817,C005423,2025-12-07,B2B Portal,Shipped,W002,1961.85,0.0,138.48,11.83,2112.16,2025-12-07T12:29:57,2026-02-23T17:16:50
ORD00003818,C000870,2025-08-24,Marketplace,Packed,W016,2718.91,135.95,89.29,23.13,2695.38,2025-08-24T15:26:51,2025-12-27T14:24:15
ORD00003819,C006128,2025-04-25,B2B Portal,Packed,W010,3592.21,0.0,212.21,12.14,3816.56,2025-04-25T21:31:14,2025-08-03T19:46:27
ORD00003820,C005759,2025-01-05,Mobile,Packed,W016,4237.97,0.0,365.41,2.09,4605.47,2025-01-05T11:19:18,2025-04-05T23:31:12
ORD00003821,C003888,2025-01-23,Mobile,Shipped,W005,3782.95,0.0,115.43,2.55,3900.93,2025-01-23T03:08:36,2025-05-22T05:45:51
ORD00003822,C006512,2025-09-05,Mobile,Delivered,W005,6993.56,349.68,298.0,5.97,6947.85,2025-09-05T20:14:55,2026-01-30T18:47:17
ORD00003823,C003890,2025-07-28,Marketplace,Packed,W009,5291.21,264.56,279.5,16.11,5322.26,2025-07-28T09:06:41,2025-12-11T02:45:53
ORD00003824,C002935,2025-07-25,Web,Cancelled,W017,2756.22,0.0,83.64,8.41,2848.27,2025-07-25T08:48:30,2025-08-04T20:02:09
ORD00003825,C006982,2025-01-11,B2B Portal,Delivered,W008,3181.38,477.21,236.31,11.02,2951.5,2025-01-11T21:03:07,2025-05-08T07:28:27
ORD00003826,C004106,2024-08-29,Web,Delivered,W016,3611.8,0.0,133.85,12.46,3758.11,2024-08-29T12:27:39,2025-12-28T09:08:26
ORD00003827,C004381,2024-08-08,Web,Delivered,W011,4069.77,0.0,226.73,26.66,4323.16,2024-08-08T14:56:23,2025-04-01T09:05:45
ORD00003828,C000051,2025-12-05,Web,Cancelled,W013,454.94,0.0,18.36,9.7,483.0,2025-12-05T02:40:09,2026-02-05T03:27:55
ORD00003829,C003356,2025-05-05,Marketplace,Placed,W010,2814.96,140.75,165.09,0.17,2839.47,2025-05-05T03:07:47,2025-08-21T02:00:14
ORD00003830,C003887,2024-05-15,Marketplace,Placed,W011,2151.33,215.13,161.99,10.52,2108.71,2024-05-15T14:10:00,2025-03-06T04:46:29
ORD00003831,C005937,2025-01-21,Marketplace,Shipped,W009,1253.77,125.38,63.55,5.1,1197.04,2025-01-21T20:41:23,2025-05-22T11:20:45
ORD00003832,C006485,2024-03-26,B2B Portal,Shipped,W007,2247.78,0.0,171.13,28.36,2447.27,2024-03-26T11:44:18,2025-08-28T08:33:45
ORD00003833,C007272,2025-12-24,Web,Packed,W004,807.62,0.0,57.34,6.47,871.43,2025-12-24T22:15:50,2025-12-28T13:48:59
ORD00003834,C001193,2025-06-22,Marketplace,Delivered,W009,3905.96,585.89,105.11,0.12,3425.3,2025-06-22T15:58:45,2025-11-25T16:05:11
ORD00003835,C004739,2025-05-28,B2B Portal,Delivered,W009,3784.5,0.0,339.27,17.39,4141.16,2025-05-28T13:51:12,2026-01-15T09:19:03
ORD00003836,C001688,2026-01-04,Mobile,Shipped,W015,4679.58,0.0,225.98,14.37,4919.93,2026-01-04T12:31:50,2026-01-21T00:16:46
ORD00003837,C006866,2025-01-16,B2B Portal,Delivered,W013,6645.19,996.78,246.33,31.9,5926.64,2025-01-16T04:58:59,2025-03-28T18:59:52
ORD00003838,C007951,2024-08-30,Web,Delivered,W010,1612.64,0.0,141.23,21.74,1775.61,2024-08-30T08:38:50,2025-06-20T10:48:27
ORD00003839,C005781,2024-01-01,Mobile,Delivered,W014,8434.9,421.74,418.05,29.87,8461.08,2024-01-01T20:55:35,2024-02-13T08:16:49
ORD00003840,C007413,2024-05-18,Web,Packed,W017,1113.66,0.0,65.25,3.4,1182.31,2024-05-18T08:18:47,2024-08-29T17:57:50
ORD00003841,C007743,2025-11-16,Mobile,Packed,W012,475.75,71.36,14.34,16.1,434.83,2025-11-16T19:20:43,2026-02-19T08:35:09
ORD00003842,C001218,2024-05-05,Mobile,Delivered,W009,4746.17,711.93,124.44,20.82,4179.5,2024-05-05T04:42:29,2024-08-08T07:30:43
ORD00003843,C000179,2024-03-06,B2B Portal,Shipped,W016,4332.11,433.21,125.92,29.45,4054.27,2024-03-06T17:27:53,2025-07-29T14:13:54
ORD00003844,C001680,2025-05-20,Mobile,Shipped,W005,3388.28,508.24,133.51,2.29,3015.84,2025-05-20T07:49:27,2025-11-29T21:19:49
ORD00003845,C000279,2025-03-05,B2B Portal,Placed,W002,3014.92,452.24,183.86,20.1,2766.64,2025-03-05T14:54:36,2025-08-23T23:41:53
ORD00003846,C006346,2024-01-23,Web,Placed,W008,2578.22,0.0,98.86,12.05,2689.13,2024-01-23T01:43:57,2025-01-22T04:42:14
ORD00003847,C003018,2025-04-08,Marketplace,Delivered,W004,756.45,37.82,61.5,34.79,814.92,2025-04-08T06:10:39,2025-07-13T19:50:22
ORD00003848,C001410,2024-09-22,Web,Delivered,W006,533.62,0.0,18.46,25.28,577.36,2024-09-22T20:50:51,2026-01-19T13:17:02
ORD00003849,C005578,2024-01-31,B2B Portal,Packed,W009,6217.03,310.85,204.85,7.56,6118.59,2024-01-31T20:56:21,2025-05-01T23:47:00
ORD00003850,C002964,2024-01-06,B2B Portal,Delivered,W009,3934.77,0.0,306.86,29.81,4271.44,2024-01-06T03:05:16,2025-01-26T09:03:17
