order_id,product_id,quantity,unit_price,line_total
ORD00001930,P00172,6,238.55,1431.32
ORD00001930,P00484,4,202.88,811.53
ORD00001930,P00001,5,251.91,1259.57
ORD00001930,P00400,3,427.11,1281.33
ORD00001930,P00481,3,76.94,230.83
ORD00001930,P00376,2,124.46,248.92
ORD00001930,P00110,5,275.53,1377.63
ORD00001931,P00198,5,203.65,1018.27
ORD00001931,P00535,3,386.2,1158.61
ORD00001931,P00455,3,377.23,1131.7
ORD00001932,P00096,3,492.74,1478.21
ORD00001933,P00145,6,439.36,2636.15
ORD00001933,P00564,2,137.75,275.51
ORD00001933,P00485,6,243.86,1463.16
ORD00001934,P00573,1,139.82,139.82
ORD00001934,P00203,4,254.23,1016.9
ORD00001934,P00013,3,35.21,105.64
ORD00001934,P00417,6,427.16,2562.95
ORD00001935,P00474,4,275.71,1102.82
ORD00001936,P00173,2,248.66,497.32
ORD00001936,P00322,5,35.19,175.93
ORD00001937,P00402,4,272.95,1091.79
ORD00001937,P00178,1,595.86,595.86
ORD00001937,P00034,6,181.91,1091.49
ORD00001937,P00556,6,654.77,3928.61
ORD00001937,P00585,3,9.67,29.0
ORD00001937,P00179,4,214.73,858.93
ORD00001938,P00372,6,177.04,1062.21
ORD00001938,P00414,6,359.23,2155.41
ORD00001938,P00049,4,72.3,289.19
ORD00001939,P00585,2,8.4,16.8
ORD00001939,P00467,2,467.99,935.98
ORD00001939,P00030,1,553.21,553.21
ORD00001939,P00206,4,191.81,767.25
ORD00001939,P00042,5,18.7,93.49
ORD00001940,P00080,2,212.33,424.66
ORD00001940,P00019,1,267.65,267.65
ORD00001940,P00389,1,63.67,63.67
ORD00001940,P00110,6,214.83,1288.98
ORD00001940,P00349,1,372.86,372.86
ORD00001940,P00585,1,7.43,7.43
ORD00001941,P00091,2,204.11,408.23
ORD00001941,P00567,3,331.93,995.8
ORD00001941,P00098,3,297.15,891.45
ORD00001941,P00109,6,66.13,396.78
ORD00001941,P00556,4,654.67,2618.68
ORD00001941,P00007,1,382.31,382.31
ORD00001942,P00278,5,177.84,889.19
ORD00001942,P00155,1,172.23,172.23
ORD00001942,P00055,5,42.27,211.34
ORD00001942,P00076,4,379.17,1516.69
ORD00001942,P00054,6,236.8,1420.8
ORD00001942,P00267,5,375.88,1879.42
ORD00001943,P00558,2,408.13,816.27
ORD00001943,P00081,1,109.77,109.77
ORD00001943,P00210,6,280.14,1680.87
ORD00001943,P00574,2,416.94,833.88
ORD00001943,P00540,4,64.33,257.31
ORD00001943,P00008,6,441.21,2647.24
ORD00001943,P00437,2,19.2,38.4
ORD00001944,P00065,1,332.29,332.29
ORD00001944,P00331,1,349.09,349.09
ORD00001944,P00122,6,97.32,583.92
ORD00001944,P00233,5,284.15,1420.75
ORD00001945,P00272,3,106.12,318.35
ORD00001946,P00214,4,294.31,1177.23
ORD00001946,P00471,5,347.57,1737.85
ORD00001946,P00570,4,346.46,1385.83
ORD00001946,P00252,4,34.7,138.81
ORD00001947,P00359,5,408.45,2042.23
ORD00001947,P00149,1,331.28,331.28
ORD00001947,P00117,3,117.63,352.9
ORD00001948,P00002,2,453.75,907.5
ORD00001948,P00213,6,415.51,2493.04
ORD00001949,P00585,4,9.33,37.3
ORD00001949,P00472,3,111.81,335.43
ORD00001950,P00150,4,222.61,890.44
ORD00001951,P00117,1,98.79,98.79
ORD00001952,P00140,2,107.24,214.48
ORD00001952,P00212,3,38.37,115.12
ORD00001953,P00262,3,440.07,1320.2
ORD00001953,P00032,3,389.8,1169.39
ORD00001953,P00114,4,128.29,513.15
ORD00001953,P00307,2,268.27,536.55
ORD00001954,P00026,4,490.68,1962.73
ORD00001954,P00433,4,498.01,1992.05
ORD00001955,P00069,6,93.64,561.82
ORD00001956,P00513,6,248.93,1493.59
ORD00001957,P00201,3,284.45,853.35
ORD00001957,P00223,2,362.44,724.88
ORD00001957,P00495,2,87.94,175.87
ORD00001958,P00103,1,204.97,204.97
ORD00001959,P00500,2,355.52,711.03
ORD00001959,P00134,6,118.83,713.0
ORD00001959,P00099,3,364.21,1092.63
ORD00001959,P00205,4,292.5,1169.98
ORD00001959,P00539,1,90.09,90.09
ORD00001959,P00056,1,144.64,144.64
ORD00001960,P00554,3,276.21,828.62
ORD00001960,P00585,1,9.53,9.53
ORD00001960,P00320,1,265.66,265.66
ORD00001960,P00449,1,205.62,205.62
ORD00001960,P00216,6,92.15,552.91
ORD00001961,P00397,2,29.28,58.56
ORD00001961,P00356,1,242.65,242.65
ORD00001961,P00598,5,462.92,2314.61
ORD00001961,P00324,2,110.4,220.81
ORD00001962,P00505,5,70.47,352.36
ORD00001962,P00476,4,112.49,449.95
ORD00001962,P00548,4,452.2,1808.8
ORD00001962,P00001,1,267.78,267.78
ORD00001963,P00478,1,274.26,274.26
ORD00001963,P00245,2,482.11,964.21
ORD00001963,P00225,1,569.69,569.69
ORD00001964,P00483,6,482.7,2896.18
ORD00001965,P00182,1,146.29,146.29
ORD00001965,P00428,6,52.53,315.16
ORD00001965,P00259,3,234.83,704.49
ORD00001965,P00537,3,190.22,570.66
ORD00001966,P00462,6,334.05,2004.31
ORD00001966,P00138,3,35.74,107.21
ORD00001966,P00035,6,217.74,1306.44
ORD00001966,P00065,5,311.39,1556.96
ORD00001966,P00173,4,242.77,971.08
ORD00001967,P00061,5,640.08,3200.41
ORD00001967,P00385,5,467.34,2336.68
ORD00001968,P00238,2,218.91,437.81
ORD00001968,P00502,3,54.61,163.84
ORD00001968,P00434,2,379.2,758.41
ORD00001968,P00096,3,543.49,1630.47
ORD00001968,P00431,2,115.19,230.39
ORD00001969,P00119,1,60.07,60.07
ORD00001969,P00569,5,300.73,1503.63
ORD00001970,P00539,6,102.69,616.11
ORD00001971,P00034,4,201.51,806.04
ORD00001971,P00472,1,105.09,105.09
ORD00001971,P00352,1,310.51,310.51
ORD00001971,P00052,6,428.33,2569.98
ORD00001971,P00027,6,537.32,3223.95
ORD00001971,P00259,4,250.98,1003.92
ORD00001971,P00430,5,137.76,688.8
ORD00001972,P00357,3,352.97,1058.91
ORD00001972,P00556,6,621.47,3728.8
ORD00001972,P00291,5,95.87,479.37
ORD00001973,P00198,6,175.04,1050.25
ORD00001973,P00339,5,235.25,1176.27
ORD00001973,P00029,1,83.65,83.65
ORD00001974,P00020,6,387.01,2322.06
ORD00001974,P00263,5,478.42,2392.08
ORD00001974,P00505,4,86.9,347.58
ORD00001974,P00226,1,9.04,9.04
ORD00001974,P00583,1,29.22,29.22
ORD00001974,P00174,2,117.87,235.73
ORD00001974,P00539,1,89.36,89.36
ORD00001975,P00340,6,31.95,191.67
ORD00001975,P00113,4,372.64,1490.54
ORD00001975,P00486,2,137.8,275.6
ORD00001976,P00493,4,312.31,1249.23
ORD00001976,P00001,4,227.44,909.76
ORD00001976,P00083,1,391.03,391.03
ORD00001976,P00012,2,459.55,919.1
ORD00001976,P00247,1,211.92,211.92
ORD00001977,P00321,3,259.35,778.05
ORD00001977,P00343,4,382.39,1529.55
ORD00001977,P00313,5,39.33,196.64
ORD00001977,P00116,1,204.23,204.23
ORD00001978,P00149,5,314.7,1573.49
ORD00001978,P00078,6,269.35,1616.13
ORD00001978,P00427,2,222.86,445.71
ORD00001978,P00085,5,419.0,2094.98
ORD00001979,P00334,3,6.4,19.19
ORD00001980,P00006,4,192.84,771.38
ORD00001980,P00402,4,221.1,884.39
ORD00001980,P00005,4,71.32,285.3
ORD00001980,P00595,6,62.75,376.51
ORD00001980,P00175,2,442.69,885.39
ORD00001981,P00583,3,26.42,79.27
ORD00001981,P00061,4,619.73,2478.9
ORD00001981,P00292,6,392.9,2357.42
ORD00001981,P00285,1,190.03,190.03
ORD00001981,P00357,1,318.05,318.05
ORD00001982,P00401,2,200.36,400.72
ORD00001983,P00329,6,341.16,2046.94
ORD00001983,P00261,6,326.68,1960.08
ORD00001983,P00089,5,243.98,1219.88
ORD00001983,P00515,6,555.12,3330.71
ORD00001983,P00199,2,377.78,755.55
ORD00001983,P00592,4,108.84,435.34
ORD00001984,P00323,2,486.11,972.21
ORD00001984,P00164,6,482.61,2895.68
ORD00001984,P00596,5,554.32,2771.6
ORD00001984,P00417,3,383.58,1150.74
ORD00001984,P00378,2,522.84,1045.68
ORD00001984,P00528,6,339.54,2037.26
ORD00001985,P00012,2,429.74,859.48
ORD00001985,P00246,5,161.54,807.69
ORD00001986,P00238,4,269.74,1078.96
ORD00001986,P00486,6,156.91,941.47
ORD00001987,P00107,4,25.76,103.05
ORD00001987,P00580,5,168.34,841.69
ORD00001987,P00069,4,83.87,335.49
ORD00001987,P00493,6,322.9,1937.42
ORD00001988,P00275,6,319.42,1916.52
ORD00001988,P00102,3,136.95,410.85
ORD00001989,P00574,6,367.55,2205.32
ORD00001989,P00325,4,67.78,271.1
ORD00001989,P00312,3,456.96,1370.89
ORD00001990,P00431,1,111.85,111.85
ORD00001990,P00555,1,212.96,212.96
ORD00001990,P00156,6,73.92,443.5
ORD00001990,P00253,5,230.5,1152.52
ORD00001990,P00384,4,59.65,238.62
ORD00001990,P00021,5,243.88,1219.41
ORD00001991,P00032,2,354.2,708.4
ORD00001991,P00295,3,446.43,1339.28
ORD00001992,P00512,4,265.27,1061.08
ORD00001992,P00474,6,295.84,1775.05
ORD00001992,P00465,4,195.07,780.3
ORD00001993,P00446,2,23.72,47.45
ORD00001993,P00327,2,142.55,285.1
ORD00001993,P00495,5,67.26,336.31
ORD00001993,P00305,5,193.43,967.17
ORD00001993,P00593,2,327.72,655.45
ORD00001994,P00421,3,42.0,126.01
ORD00001994,P00175,5,460.14,2300.7
ORD00001994,P00346,1,275.22,275.22
ORD00001994,P00202,2,501.58,1003.17
ORD00001994,P00301,5,61.88,309.42
ORD00001994,P00392,4,236.49,945.98
ORD00001995,P00292,4,424.69,1698.75
ORD00001995,P00560,4,24.94,99.75
ORD00001995,P00572,4,398.08,1592.32
ORD00001995,P00377,6,568.98,3413.86
ORD00001995,P00014,5,443.28,2216.4
ORD00001996,P00186,5,30.6,152.99
ORD00001996,P00070,1,59.81,59.81
ORD00001996,P00213,3,422.15,1266.45
ORD00001996,P00148,2,334.97,669.93
ORD00001997,P00222,5,125.83,629.16
ORD00001997,P00594,1,234.28,234.28
ORD00001997,P00397,1,24.02,24.02
ORD00001998,P00450,4,37.91,151.64
ORD00001998,P00227,3,285.84,857.53
ORD00001998,P00587,1,12.77,12.77
ORD00001998,P00061,2,507.82,1015.64
ORD00001998,P00240,5,9.54,47.72
ORD00001999,P00336,5,81.73,408.66
ORD00001999,P00502,3,49.58,148.73
ORD00001999,P00411,3,127.16,381.49
ORD00001999,P00091,5,171.34,856.68
ORD00001999,P00491,6,173.47,1040.81
ORD00002000,P00194,4,90.43,361.74
ORD00002000,P00107,2,28.4,56.81
ORD00002000,P00097,5,191.75,958.76
ORD00002000,P00326,4,23.75,95.0
ORD00002000,P00323,3,476.58,1429.73
ORD00002001,P00360,5,51.05,255.25
ORD00002002,P00216,5,82.02,410.08
ORD00002002,P00279,6,465.89,2795.36
ORD00002003,P00256,4,189.59,758.35
ORD00002003,P00393,3,213.68,641.03
ORD00002003,P00577,1,497.86,497.86
ORD00002003,P00014,2,394.28,788.57
ORD00002003,P00135,6,103.02,618.13
ORD00002004,P00193,6,207.85,1247.09
ORD00002004,P00549,3,533.73,1601.2
ORD00002005,P00184,4,25.81,103.23
ORD00002005,P00267,5,407.98,2039.9
ORD00002005,P00474,5,251.9,1259.52
ORD00002006,P00220,4,156.91,627.65
ORD00002006,P00411,2,160.92,321.84
ORD00002007,P00444,3,280.68,842.03
ORD00002007,P00099,3,395.83,1187.48
ORD00002007,P00578,1,289.8,289.8
ORD00002008,P00269,3,424.72,1274.17
ORD00002008,P00409,4,434.17,1736.7
ORD00002008,P00360,4,49.6,198.4
ORD00002008,P00070,4,62.87,251.46
ORD00002008,P00575,6,161.37,968.23
ORD00002008,P00480,1,273.92,273.92
ORD00002009,P00436,2,102.59,205.19
ORD00002009,P00223,2,344.51,689.01
ORD00002010,P00151,2,453.52,907.04
ORD00002010,P00311,2,361.22,722.45
ORD00002010,P00145,1,520.68,520.68
ORD00002010,P00433,5,586.95,2934.74
ORD00002011,P00390,2,516.99,1033.99
ORD00002011,P00130,3,26.81,80.42
ORD00002011,P00369,5,157.46,787.3
ORD00002012,P00240,3,11.03,33.08
ORD00002012,P00044,1,60.26,60.26
ORD00002012,P00452,5,81.19,405.93
ORD00002012,P00580,1,168.61,168.61
ORD00002013,P00355,1,89.42,89.42
ORD00002013,P00242,5,514.04,2570.22
ORD00002013,P00409,2,426.06,852.12
ORD00002013,P00372,3,164.02,492.06
ORD00002013,P00245,3,471.06,1413.19
ORD00002013,P00522,2,399.89,799.78
ORD00002013,P00466,2,184.65,369.3
ORD00002014,P00045,4,415.82,1663.27
ORD00002014,P00050,1,373.48,373.48
ORD00002014,P00249,2,310.95,621.91
ORD00002014,P00284,1,564.23,564.23
ORD00002015,P00571,4,467.88,1871.53
ORD00002015,P00501,5,286.81,1434.03
ORD00002015,P00426,1,31.59,31.59
ORD00002016,P00387,3,114.93,344.79
ORD00002016,P00522,3,354.05,1062.16
ORD00002016,P00116,4,200.92,803.69
ORD00002016,P00591,1,422.3,422.3
ORD00002016,P00455,4,414.71,1658.82
ORD00002017,P00098,2,234.85,469.7
ORD00002017,P00247,1,182.93,182.93
ORD00002017,P00221,2,308.85,617.69
ORD00002017,P00024,1,398.28,398.28
ORD00002017,P00321,5,253.74,1268.7
ORD00002017,P00002,6,588.07,3528.4
ORD00002017,P00225,1,567.54,567.54
ORD00002018,P00290,1,567.49,567.49
ORD00002018,P00298,5,154.1,770.48
ORD00002018,P00255,1,295.94,295.94
ORD00002018,P00343,3,358.8,1076.4
ORD00002018,P00128,1,364.76,364.76
ORD00002018,P00378,4,446.37,1785.48
ORD00002019,P00581,3,316.78,950.33
ORD00002019,P00580,4,167.55,670.22
ORD00002019,P00153,6,266.8,1600.77
ORD00002019,P00136,4,223.15,892.59
ORD00002019,P00280,1,199.15,199.15
ORD00002019,P00054,4,248.2,992.81
ORD00002020,P00511,4,179.45,717.8
ORD00002020,P00348,6,225.76,1354.58
ORD00002020,P00359,6,456.82,2740.94
ORD00002020,P00235,4,45.4,181.58
ORD00002021,P00349,4,452.81,1811.24
ORD00002021,P00384,3,57.23,171.69
ORD00002022,P00589,3,80.53,241.59
ORD00002022,P00341,5,418.33,2091.67
ORD00002022,P00264,3,226.72,680.17
ORD00002023,P00422,1,302.26,302.26
ORD00002023,P00387,5,127.42,637.12
ORD00002023,P00407,4,619.23,2476.92
ORD00002023,P00414,1,351.59,351.59
ORD00002023,P00236,5,152.93,764.63
ORD00002023,P00248,6,497.93,2987.6
ORD00002023,P00127,4,237.54,950.15
ORD00002024,P00012,5,547.56,2737.8
ORD00002024,P00575,3,145.35,436.05
ORD00002025,P00124,6,513.91,3083.48
ORD00002025,P00531,6,93.76,562.54
ORD00002025,P00127,6,222.25,1333.51
ORD00002025,P00323,5,546.62,2733.1
ORD00002025,P00199,1,338.07,338.07
ORD00002026,P00034,1,175.93,175.93
ORD00002026,P00463,6,387.87,2327.22
ORD00002026,P00008,2,422.58,845.15
ORD00002026,P00207,1,480.78,480.78
ORD00002026,P00310,1,86.17,86.17
ORD00002027,P00219,4,420.3,1681.22
ORD00002027,P00392,2,231.64,463.28
ORD00002027,P00364,1,514.86,514.86
ORD00002028,P00302,3,271.03,813.1
ORD00002029,P00025,2,102.54,205.08
ORD00002029,P00247,1,210.07,210.07
ORD00002029,P00078,4,252.66,1010.62
ORD00002029,P00040,3,272.66,817.99
ORD00002029,P00593,1,359.97,359.97
ORD00002029,P00245,4,469.72,1878.9
ORD00002030,P00048,1,129.26,129.26
ORD00002030,P00191,2,153.41,306.83
ORD00002030,P00248,3,390.51,1171.52
ORD00002030,P00329,2,400.25,800.49
ORD00002030,P00301,5,52.27,261.34
ORD00002030,P00082,4,163.72,654.88
ORD00002031,P00387,3,130.25,390.74
ORD00002031,P00070,3,56.75,170.24
ORD00002032,P00022,1,73.44,73.44
ORD00002032,P00212,5,31.16,155.82
ORD00002032,P00170,5,184.14,920.68
ORD00002032,P00392,3,267.37,802.1
ORD00002032,P00027,5,586.99,2934.97
ORD00002032,P00232,1,220.05,220.05
ORD00002032,P00453,6,68.42,410.52
ORD00002033,P00326,3,28.95,86.84
ORD00002033,P00549,2,474.09,948.18
ORD00002033,P00206,5,183.32,916.6
ORD00002033,P00196,4,484.94,1939.76
ORD00002033,P00090,6,556.19,3337.15
ORD00002034,P00294,4,165.23,660.92
ORD00002034,P00137,5,18.4,91.99
ORD00002034,P00398,5,292.11,1460.53
ORD00002034,P00417,6,405.25,2431.51
ORD00002034,P00029,3,80.19,240.56
ORD00002034,P00317,4,93.05,372.21
ORD00002035,P00345,4,176.62,706.49
ORD00002035,P00366,4,91.96,367.85
ORD00002035,P00117,2,103.7,207.39
ORD00002035,P00241,1,122.55,122.55
ORD00002035,P00445,6,123.19,739.17
ORD00002035,P00374,1,250.25,250.25
ORD00002036,P00361,3,91.18,273.54
ORD00002037,P00099,6,348.23,2089.41
ORD00002038,P00432,5,525.01,2625.06
ORD00002038,P00025,5,115.39,576.95
ORD00002038,P00518,3,180.26,540.79
ORD00002038,P00551,5,242.76,1213.78
ORD00002038,P00238,3,249.96,749.89
ORD00002038,P00382,1,347.94,347.94
ORD00002038,P00443,1,59.32,59.32
ORD00002039,P00270,1,116.68,116.68
ORD00002039,P00363,6,450.25,2701.47
ORD00002039,P00017,3,113.42,340.26
ORD00002039,P00571,3,403.49,1210.48
ORD00002039,P00537,6,248.73,1492.39
ORD00002040,P00595,3,76.24,228.73
ORD00002040,P00479,1,401.86,401.86
ORD00002040,P00086,3,159.68,479.03
ORD00002040,P00204,6,271.99,1631.96
ORD00002040,P00474,4,255.48,1021.93
ORD00002041,P00327,5,117.05,585.23
ORD00002041,P00342,5,75.36,376.81
ORD00002041,P00537,2,232.01,464.02
ORD00002041,P00536,5,173.79,868.96
ORD00002041,P00075,6,278.56,1671.34
ORD00002042,P00392,6,266.28,1597.71
ORD00002042,P00408,1,104.46,104.46
ORD00002042,P00331,1,341.75,341.75
ORD00002042,P00354,3,153.02,459.07
ORD00002042,P00053,6,89.41,536.48
ORD00002042,P00495,3,83.03,249.09
ORD00002043,P00004,1,152.45,152.45
ORD00002043,P00328,1,217.49,217.49
ORD00002043,P00424,3,319.53,958.59
ORD00002043,P00294,4,201.9,807.59
ORD00002043,P00415,3,263.86,791.57
ORD00002043,P00109,2,71.93,143.85
ORD00002043,P00366,3,93.52,280.55
ORD00002044,P00162,6,208.29,1249.77
ORD00002045,P00254,1,435.22,435.22
ORD00002045,P00529,5,361.47,1807.33
ORD00002045,P00016,1,243.37,243.37
ORD00002045,P00171,1,207.47,207.47
ORD00002046,P00142,3,608.89,1826.67
ORD00002046,P00287,3,620.1,1860.29
ORD00002046,P00514,3,126.74,380.23
ORD00002046,P00251,1,325.31,325.31
ORD00002046,P00416,3,292.5,877.5
ORD00002047,P00211,6,123.7,742.22
ORD00002047,P00326,2,22.28,44.56
ORD00002047,P00043,4,50.0,199.99
ORD00002047,P00452,1,81.31,81.31
ORD00002047,P00372,4,191.04,764.16
ORD00002047,P00442,1,134.14,134.14
ORD00002047,P00193,6,190.35,1142.12
ORD00002048,P00173,6,204.74,1228.47
ORD00002048,P00108,2,85.24,170.49
ORD00002048,P00479,3,465.01,1395.02
ORD00002048,P00397,6,25.68,154.08
ORD00002048,P00519,1,290.35,290.35
ORD00002049,P00328,6,191.92,1151.54
ORD00002049,P00529,6,335.2,2011.18
ORD00002049,P00308,3,89.18,267.54
ORD00002049,P00593,3,361.1,1083.3
ORD00002049,P00298,2,127.04,254.07
ORD00002049,P00505,2,81.07,162.14
ORD00002050,P00600,1,503.4,503.4
ORD00002050,P00143,2,167.47,334.95
ORD00002050,P00189,2,222.74,445.48
ORD00002051,P00420,5,250.47,1252.35
ORD00002051,P00518,2,235.14,470.29
ORD00002051,P00312,1,553.0,553.0
ORD00002052,P00491,1,169.86,169.86
ORD00002052,P00322,4,34.29,137.16
ORD00002052,P00098,6,307.79,1846.76
ORD00002052,P00203,1,311.76,311.76
ORD00002052,P00439,5,208.69,1043.45
ORD00002052,P00554,2,313.61,627.21
ORD00002052,P00570,4,316.95,1267.81
ORD00002053,P00210,4,327.94,1311.75
ORD00002053,P00368,2,176.07,352.14
ORD00002053,P00234,3,469.89,1409.67
ORD00002053,P00226,6,9.03,54.16
ORD00002053,P00327,6,124.72,748.29
ORD00002054,P00120,3,271.53,814.59
ORD00002054,P00307,1,256.09,256.09
ORD00002054,P00498,3,285.81,857.43
ORD00002054,P00570,4,299.61,1198.45
ORD00002054,P00432,1,460.71,460.71
ORD00002054,P00149,5,336.56,1682.79
ORD00002055,P00550,3,266.51,799.54
ORD00002056,P00272,3,110.43,331.29
ORD00002056,P00301,5,55.0,274.99
ORD00002056,P00588,3,281.85,845.56
ORD00002056,P00111,1,197.19,197.19
ORD00002056,P00298,2,137.09,274.17
ORD00002057,P00194,2,91.57,183.14
ORD00002057,P00172,4,204.23,816.9
ORD00002057,P00085,6,520.94,3125.67
ORD00002057,P00577,3,461.02,1383.06
ORD00002058,P00453,3,66.77,200.32
ORD00002058,P00215,5,210.56,1052.82
ORD00002059,P00351,2,375.06,750.11
ORD00002059,P00006,2,201.57,403.13
ORD00002059,P00500,5,304.23,1521.16
ORD00002059,P00061,5,553.44,2767.19
ORD00002060,P00070,5,63.28,316.41
ORD00002060,P00019,6,250.88,1505.25
ORD00002060,P00335,3,96.83,290.48
ORD00002061,P00457,1,152.56,152.56
ORD00002061,P00313,3,50.21,150.63
ORD00002062,P00192,4,259.03,1036.13
ORD00002063,P00072,5,115.12,575.59
ORD00002063,P00196,2,470.94,941.88
ORD00002063,P00459,2,123.81,247.63
ORD00002063,P00147,6,77.33,463.99
ORD00002063,P00464,6,335.13,2010.78
ORD00002063,P00189,2,185.4,370.81
ORD00002063,P00148,6,274.23,1645.41
ORD00002064,P00197,5,10.3,51.51
ORD00002064,P00027,2,537.81,1075.62
ORD00002064,P00561,1,57.94,57.94
ORD00002064,P00141,5,75.21,376.04
ORD00002065,P00287,2,522.11,1044.22
ORD00002065,P00269,3,423.53,1270.58
ORD00002065,P00363,4,391.14,1564.55
ORD00002066,P00297,3,394.19,1182.56
ORD00002066,P00280,4,258.87,1035.48
ORD00002066,P00320,4,302.19,1208.77
ORD00002066,P00439,1,230.7,230.7
ORD00002067,P00358,1,309.77,309.77
ORD00002067,P00101,1,109.47,109.47
ORD00002067,P00359,1,484.39,484.39
ORD00002067,P00527,1,242.57,242.57
ORD00002067,P00211,3,109.06,327.19
ORD00002068,P00289,1,230.08,230.08
ORD00002069,P00214,1,291.21,291.21
ORD00002069,P00343,1,383.09,383.09
ORD00002069,P00408,5,116.04,580.19
ORD00002070,P00136,2,236.15,472.3
ORD00002070,P00396,2,87.31,174.62
ORD00002070,P00002,1,513.06,513.06
ORD00002070,P00263,1,395.01,395.01
ORD00002070,P00300,6,48.43,290.6
ORD00002070,P00131,2,59.31,118.61
ORD00002070,P00269,2,519.85,1039.7
ORD00002071,P00091,6,194.22,1165.33
ORD00002071,P00107,3,29.27,87.8
ORD00002071,P00267,4,435.28,1741.13
ORD00002071,P00317,1,87.9,87.9
ORD00002072,P00529,2,353.29,706.58
ORD00002072,P00072,4,104.98,419.94
ORD00002072,P00084,5,407.14,2035.7
ORD00002073,P00024,4,389.78,1559.1
ORD00002073,P00593,2,431.11,862.22
ORD00002073,P00469,3,406.62,1219.85
ORD00002073,P00172,4,236.0,943.99
ORD00002073,P00112,5,335.93,1679.63
ORD00002073,P00063,3,374.51,1123.54
ORD00002073,P00438,3,603.74,1811.23
ORD00002074,P00314,2,160.2,320.41
ORD00002074,P00162,4,189.05,756.18
ORD00002075,P00561,6,45.25,271.49
ORD00002075,P00124,1,471.75,471.75
ORD00002075,P00068,1,424.33,424.33
ORD00002075,P00113,6,322.25,1933.52
ORD00002075,P00321,5,304.6,1522.98
ORD00002075,P00238,5,240.65,1203.27
ORD00002076,P00048,3,132.77,398.3
ORD00002076,P00529,2,354.43,708.87
ORD00002076,P00198,1,199.52,199.52
ORD00002077,P00466,5,227.46,1137.28
ORD00002077,P00304,5,311.89,1559.46
ORD00002077,P00125,5,338.58,1692.89
ORD00002077,P00245,4,505.19,2020.75
ORD00002077,P00559,4,82.45,329.82
ORD00002077,P00547,5,381.56,1907.8
ORD00002077,P00376,2,153.0,306.01
ORD00002078,P00437,4,19.6,78.41
ORD00002078,P00541,4,48.71,194.82
ORD00002078,P00416,5,361.26,1806.3
ORD00002078,P00169,2,425.6,851.21
ORD00002078,P00400,2,534.57,1069.14
ORD00002078,P00331,2,425.52,851.03
ORD00002079,P00215,5,242.83,1214.15
ORD00002079,P00493,4,270.58,1082.34
ORD00002079,P00425,1,135.13,135.13
ORD00002080,P00485,1,208.02,208.02
ORD00002080,P00600,6,504.29,3025.72
ORD00002081,P00484,2,230.79,461.59
ORD00002081,P00437,5,22.56,112.81
ORD00002081,P00305,4,184.16,736.63
ORD00002081,P00003,4,306.59,1226.36
ORD00002081,P00004,1,149.77,149.77
ORD00002081,P00377,1,597.9,597.9
ORD00002082,P00072,5,123.63,618.16
ORD00002082,P00008,6,448.77,2692.62
ORD00002082,P00483,4,462.53,1850.12
ORD00002083,P00343,3,287.74,863.23
ORD00002083,P00505,2,68.97,137.93
ORD00002084,P00295,1,426.97,426.97
ORD00002084,P00306,6,350.36,2102.17
ORD00002085,P00484,6,212.11,1272.66
ORD00002085,P00019,5,253.2,1266.01
ORD00002086,P00209,5,274.04,1370.2
ORD00002086,P00330,2,230.92,461.84
ORD00002086,P00423,2,374.09,748.19
ORD00002086,P00318,3,174.84,524.52
ORD00002086,P00214,1,265.84,265.84
ORD00002087,P00240,1,12.01,12.01
ORD00002087,P00210,6,267.26,1603.57
ORD00002087,P00423,2,375.21,750.42
ORD00002087,P00078,1,244.82,244.82
ORD00002087,P00073,5,220.12,1100.6
ORD00002087,P00360,3,47.34,142.03
ORD00002087,P00027,3,573.2,1719.61
ORD00002088,P00290,3,610.04,1830.13
ORD00002088,P00082,6,146.92,881.52
ORD00002088,P00141,2,75.91,151.82
ORD00002089,P00249,5,297.84,1489.2
ORD00002089,P00009,5,383.55,1917.76
ORD00002089,P00473,3,393.75,1181.25
ORD00002089,P00325,5,56.87,284.35
ORD00002089,P00457,1,168.95,168.95
ORD00002089,P00447,2,17.47,34.94
ORD00002089,P00538,1,333.01,333.01
ORD00002090,P00493,2,285.18,570.36
ORD00002090,P00332,5,290.66,1453.32
ORD00002090,P00315,4,339.76,1359.05
ORD00002090,P00182,1,146.55,146.55
ORD00002090,P00225,2,612.68,1225.37
ORD00002090,P00326,5,25.24,126.18
ORD00002091,P00334,6,6.37,38.19
ORD00002092,P00292,1,344.99,344.99
ORD00002092,P00053,4,81.79,327.16
ORD00002092,P00142,1,669.45,669.45
ORD00002092,P00350,3,466.36,1399.07
ORD00002092,P00328,2,185.9,371.8
ORD00002092,P00596,5,540.77,2703.83
ORD00002093,P00347,2,579.42,1158.84
ORD00002093,P00077,5,59.44,297.2
ORD00002093,P00506,4,54.34,217.34
ORD00002094,P00582,6,170.36,1022.16
ORD00002094,P00046,3,299.75,899.26
ORD00002094,P00564,4,129.96,519.85
ORD00002094,P00438,5,567.46,2837.3
ORD00002094,P00228,6,241.16,1446.97
ORD00002094,P00478,6,212.99,1277.94
ORD00002094,P00282,4,216.75,867.01
ORD00002095,P00142,1,646.36,646.36
ORD00002095,P00412,4,384.11,1536.43
ORD00002095,P00071,4,334.72,1338.9
ORD00002095,P00552,6,293.95,1763.68
ORD00002095,P00563,2,11.33,22.67
