movement_id,movement_ts,warehouse_id,product_id,movement_type,qty_delta,reference_id
IM00000514,2024-07-23T13:44:22,W005,P00215,RECEIPT,27,ab4cbe5d-b005-4e90-b5c1-1922dbf0af5f
IM00000515,2024-10-14T06:25:01,W003,P00308,TRANSFER_IN,14,11d2a6a4-ccdf-4e2c-9f8c-c8dd3a4ad1d3
IM00000516,2025-07-23T09:17:26,W004,P00439,TRANSFER_IN,45,11fa7f10-896e-4e78-8b6e-d5efad8884a6
IM00000517,2025-12-16T02:03:14,W013,P00186,ADJUSTMENT,25,30a9b3d0-541a-4388-bf44-fd49cfd12e06
IM00000518,2024-07-04T00:35:14,W011,P00418,RECEIPT,2,3c9e6ada-5ddd-4a0c-8577-5be60b3c1d0b
IM00000519,2024-12-21T12:36:04,W006,P00070,RECEIPT,16,2487df32-ad2e-4417-84a4-3fb36ce8cc26
IM00000520,2026-01-18T04:24:58,W009,P00112,SHIP,-35,e2f47a90-01f5-43c6-b5c8-7a3444eee4b4
IM00000521,2024-12-16T03:19:01,W011,P00551,TRANSFER_IN,1,d766b633-1d0f-41d4-8067-598b5a192f6b
IM00000522,2024-10-16T01:58:45,W006,P00286,RECEIPT,25,33ddbf81-8cd0-4e34-9a0f-9b432413263c
IM00000523,2025-03-13T04:01:27,W003,P00377,ADJUSTMENT,27,f3c810a5-a4c9-4d2d-8d5c-210e69cca21d
IM00000524,2024-09-07T02:50:26,W014,P00010,SHIP,-28,ea27b939-ecee-46ba-9349-602d1980af42
IM00000525,2025-02-03T21:26:04,W003,P00574,RECEIPT,26,a8cc9fd0-f537-45f0-bd23-d46f9bdaae27
IM00000526,2025-08-12T21:55:14,W003,P00547,TRANSFER_IN,5,b69e331f-8f7d-409d-8885-86e54816f76d
IM00000527,2024-07-04T13:05:31,W010,P00510,ADJUSTMENT,2,eeebd9a4-24ba-42d4-9dd1-0e4f2e8a1327
IM00000528,2024-12-31T10:54:28,W017,P00054,TRANSFER_IN,11,28e80439-6b0e-44fa-a71f-7807ed32c406
IM00000529,2025-08-04T22:11:27,W006,P00120,SHIP,-14,a557247e-97bc-4e1a-ad0c-d85dc17499be
IM00000530,2025-04-29T23:54:44,W007,P00048,TRANSFER_IN,47,a865eba4-aae2-47ff-8662-0d3dab26b022
IM00000531,2024-08-02T15:04:06,W009,P00378,ADJUSTMENT,29,46bbe1b4-f00c-459e-abaf-c1a9a558488b
IM00000532,2025-03-24T22:05:57,W013,P00593,SHIP,-9,23c443b8-3641-48cb-86d8-54b224d8e5fd
IM00000533,2024-12-03T01:57:47,W011,P00118,TRANSFER_IN,48,f7a05cdf-3ccf-4a6d-9fd9-164532f4e583
IM00000534,2024-11-30T16:20:35,W015,P00102,TRANSFER_IN,21,be96adf5-3c6f-4add-9b86-e217fe570ee2
IM00000535,2025-12-14T15:43:27,W005,P00318,TRANSFER_IN,7,a96a7145-872a-4d26-ae6d-34b5b8e1792a
IM00000536,2025-06-05T13:00:07,W006,P00062,TRANSFER_IN,19,295ed549-75df-4fbf-9f24-1b451fc44f99
IM00000537,2024-10-08T14:06:21,W004,P00441,TRANSFER_OUT,-10,498b0493-ee60-4fdc-a445-967bc26d69a4
IM00000538,2025-06-01T12:16:01,W012,P00463,SHIP,-24,b039ea49-967f-4161-9464-b670bfb0787f
IM00000539,2024-06-17T10:56:07,W012,P00593,TRANSFER_OUT,-4,2d3c9191-ee5d-4f29-8f1b-ebff16894884
IM00000540,2024-06-25T20:31:22,W002,P00317,TRANSFER_IN,19,1d32c740-e7ea-4923-9eb3-17ecaec19db4
IM00000541,2025-11-04T11:00:13,W007,P00450,TRANSFER_IN,14,33ad0ca8-6d58-488d-819e-e00cd134a43a
IM00000542,2024-11-07T16:37:29,W009,P00495,TRANSFER_IN,18,8244034c-5da0-4c8b-bb9c-6e737d90f6ef
IM00000543,2025-07-01T16:11:22,W004,P00546,SHIP,-48,b919261d-d073-42c9-af3c-9f212b2995df
IM00000544,2024-05-28T02:19:42,W017,P00253,TRANSFER_IN,13,f039bb50-07e9-4e2c-b482-9138356be529
IM00000545,2026-02-02T19:13:26,W012,P00361,TRANSFER_OUT,-45,1db6f4ab-6e93-445c-8f74-b46663e62d3b
IM00000546,2025-07-01T08:58:19,W014,P00430,RECEIPT,12,dbe57f06-517a-4691-8a69-6138d368f78a
IM00000547,2025-10-26T09:21:15,W006,P00073,ADJUSTMENT,28,c3290474-0880-41cf-824e-380cf3fc3915
IM00000548,2024-02-19T22:03:13,W014,P00486,RECEIPT,49,524959b0-e7a2-45d1-8892-4022502084be
IM00000549,2024-06-24T00:33:26,W011,P00233,TRANSFER_IN,47,7c503af7-114d-472f-80b6-208153487106
IM00000550,2026-01-04T03:05:45,W010,P00062,RECEIPT,40,a262d833-f76f-4d16-9f38-6863e63ff291
IM00000551,2025-07-13T12:07:36,W009,P00232,SHIP,-15,92d8d2b1-7762-4d25-b8b1-a801c83960cb
IM00000552,2026-02-24T01:08:16,W007,P00240,SHIP,-46,60694034-5b49-4980-9dca-6b4c6633a74c
IM00000553,2024-05-18T23:47:13,W017,P00241,TRANSFER_IN,36,4ca997d2-cf7b-4f09-a007-25aa962a72a1
IM00000554,2024-02-26T06:50:34,W001,P00393,TRANSFER_OUT,-11,4015ed5e-24b2-45c1-8f36-9038192de86a
IM00000555,2025-12-06T08:33:08,W001,P00595,TRANSFER_IN,29,8cdbd025-2809-4027-9149-f742fd9afe08
IM00000556,2025-06-02T01:59:04,W013,P00227,TRANSFER_IN,18,9ac4b7b9-c6a4-46f4-81df-024b5fd8969c
IM00000557,2025-03-29T20:00:30,W014,P00253,SHIP,-36,c48fdff9-4bf4-4d95-9a84-829f28a7034b
IM00000558,2024-09-26T04:43:30,W004,P00544,TRANSFER_IN,23,0ef857f6-0743-4bde-b40b-9fed772957c2
IM00000559,2024-01-23T08:28:05,W009,P00346,TRANSFER_IN,42,410d1f2f-dc8e-4168-a1ba-3ce193fc3621
IM00000560,2025-08-06T05:12:18,W001,P00211,TRANSFER_IN,38,646435ca-9532-4d98-88c7-90e3cd8b2ef3
IM00000561,2025-01-09T07:30:27,W013,P00528,RECEIPT,17,a27e3e59-ee87-4a4e-9f39-1a14386664a7
IM00000562,2024-12-19T07:48:15,W002,P00133,TRANSFER_OUT,-33,23315c2a-fd4c-4845-91f0-d612ab02feac
IM00000563,2025-06-08T20:43:47,W003,P00251,TRANSFER_IN,41,5c31fe00-fcbc-4c1c-a748-d11fe83e1902
IM00000564,2024-12-13T16:59:22,W004,P00268,RECEIPT,4,8648c449-a8c8-4714-97ac-6dc0df5973e8
IM00000565,2025-08-26T15:21:28,W015,P00201,SHIP,-48,38a8e345-c947-4fe2-9c21-a435d34769c6
IM00000566,2025-11-20T03:20:32,W012,P00376,SHIP,-26,a1fa3929-f7fa-4f11-8c77-a59ebb394098
IM00000567,2024-04-11T05:40:18,W015,P00294,SHIP,-41,a2a7b4f9-24e8-4cf9-8c1f-a02d7a2a0deb
IM00000568,2024-08-02T15:51:12,W013,P00104,SHIP,-11,b9c5d2a2-270a-45fc-a021-4dce0573a9b3
IM00000569,2025-07-20T12:45:47,W016,P00467,ADJUSTMENT,7,1e3946d7-b079-4241-b0fd-b9d995efdb24
IM00000570,2024-02-26T00:21:24,W011,P00014,TRANSFER_IN,24,f8f06db8-7f69-453e-8414-305b51c15f12
IM00000571,2026-02-28T18:21:01,W011,P00476,SHIP,-43,e6320274-e5c7-4ec2-8dbb-867f122d6b5d
IM00000572,2024-07-03T07:40:05,W007,P00529,TRANSFER_IN,41,5f29bdbc-0500-43f8-81ac-a527cbc5eb3e
IM00000573,2024-08-22T11:44:11,W004,P00135,ADJUSTMENT,16,aab794b2-99df-4b61-beee-ba074ac86ccf
IM00000574,2024-01-22T02:05:57,W017,P00013,TRANSFER_IN,49,7a1b4c85-9bc1-4998-ab56-0f34a06c1200
IM00000575,2024-01-31T23:07:28,W003,P00192,TRANSFER_OUT,-43,0b36416a-c2ac-491e-80ba-9992180ad35d
IM00000576,2025-06-02T21:02:15,W005,P00161,SHIP,-22,d9457c2a-16e2-4f6d-a514-35ff6e76231a
IM00000577,2024-09-03T15:37:45,W014,P00528,TRANSFER_OUT,-2,2a6b1998-8e71-45a4-ac2c-4d70fafb5c26
IM00000578,2025-10-10T20:55:02,W009,P00478,ADJUSTMENT,6,a64fc415-c36d-4ca6-8376-e7f3230edb58
IM00000579,2024-01-19T04:55:54,W008,P00468,TRANSFER_OUT,-5,6718da1a-dc73-4608-ba50-f31c78f7314a
IM00000580,2024-04-09T21:13:41,W012,P00082,TRANSFER_IN,45,630f5837-1814-472a-ae64-9a2f9646cd8e
IM00000581,2024-12-08T19:42:25,W013,P00095,TRANSFER_IN,17,8fd11776-637a-4a7d-a208-5c1f02b1f7f6
IM00000582,2025-07-10T07:39:22,W013,P00263,SHIP,-38,5ef4c247-6c79-4bea-a708-c0b012d01a24
IM00000583,2024-12-01T20:46:07,W010,P00046,TRANSFER_IN,44,30372d21-b2b1-4248-8a73-e3942edd5446
IM00000584,2025-07-23T19:28:01,W012,P00224,SHIP,-20,4b2face9-cc2c-4e01-aedd-e947815477a8
IM00000585,2025-09-06T20:01:12,W011,P00535,RECEIPT,15,968bf267-4d48-43bd-aba6-9c3941246451
IM00000586,2024-07-27T03:57:21,W005,P00367,SHIP,-5,48cf8243-7b65-4f3f-a34e-8b3fb33fca2d
IM00000587,2025-11-26T01:55:28,W001,P00015,TRANSFER_OUT,-7,7e63d68f-8157-47f4-b835-52282cbc5b86
IM00000588,2025-08-20T17:43:58,W001,P00043,TRANSFER_OUT,-48,d08e0490-f23f-4100-baaa-2f90a38e3fb1
IM00000589,2025-02-04T03:04:13,W002,P00498,RECEIPT,14,0a458e34-da9b-4f2b-80f8-cd050ef7b497
IM00000590,2025-04-17T17:38:06,W011,P00245,TRANSFER_IN,18,c30b66c9-c78c-4361-b16a-befec1cd101e
IM00000591,2024-09-02T07:15:37,W007,P00006,RECEIPT,22,c258f194-5bb1-4682-ad33-e9d2b94d70e6
IM00000592,2025-04-28T14:37:48,W014,P00196,TRANSFER_IN,2,67c1a686-f9a0-4fab-9073-a682fced4210
IM00000593,2024-02-04T02:09:54,W013,P00127,ADJUSTMENT,1,2a8a7337-a020-485a-b6be-72b9d9989df8
IM00000594,2024-03-28T14:55:07,W001,P00589,TRANSFER_OUT,-26,985f1ede-b6f7-45cc-ae66-a691f945c952
IM00000595,2024-09-25T02:24:37,W009,P00002,TRANSFER_OUT,-45,fc12a994-da91-46f7-8d10-87414e64d469
IM00000596,2024-07-26T03:50:59,W016,P00237,RECEIPT,6,48e98195-0984-472b-89e6-d5b09027698a
IM00000597,2025-06-10T22:35:23,W014,P00293,TRANSFER_IN,17,f0f9aaa2-c9f7-44fd-b7df-b854eac48320
IM00000598,2025-09-14T14:50:27,W015,P00064,ADJUSTMENT,18,669a829b-3e6a-4c19-820b-f6322b4d5915
IM00000599,2024-02-25T19:15:26,W006,P00098,SHIP,-43,6782ef02-7e01-4e10-9204-a79d796cdcba
IM00000600,2024-12-22T05:54:43,W002,P00226,TRANSFER_IN,6,6b5a09f0-18f4-4a38-a294-6b4316fb6710
IM00000601,2025-03-29T23:31:53,W002,P00050,ADJUSTMENT,46,dfcb02d1-7e4a-40a4-9550-83b7f6a36656
IM00000602,2025-03-10T04:56:31,W009,P00308,SHIP,-37,50631328-91ad-4618-9e46-188fcb6e670c
IM00000603,2024-12-28T22:24:00,W003,P00427,ADJUSTMENT,40,e0a87b7f-c9d6-4361-bd20-953882251dda
IM00000604,2025-05-16T13:26:28,W003,P00353,SHIP,-38,42580964-2ee9-41b7-86d5-c4eab74e9b29
IM00000605,2024-04-27T13:30:55,W012,P00292,TRANSFER_IN,33,a42475b1-36a3-45a3-a38a-d97d1c84bca7
IM00000606,2025-04-08T09:52:33,W014,P00194,SHIP,-27,3264487b-7ce8-456f-b6ee-88fb5d818128
IM00000607,2025-09-03T16:32:35,W004,P00145,TRANSFER_IN,6,1fed80fa-6e1c-43c7-b6ab-e0f1116ae341
IM00000608,2024-03-11T05:20:34,W005,P00584,TRANSFER_IN,35,ea8b8d16-a417-4220-b366-f5bfbcdda295
IM00000609,2024-07-05T07:19:42,W005,P00437,ADJUSTMENT,18,6f4e3e09-d3b7-4add-abd0-e76b858b4ab4
IM00000610,2024-10-26T07:15:35,W007,P00168,SHIP,-49,35566079-7762-4909-b972-82bd3084830a
IM00000611,2024-11-26T00:26:22,W003,P00433,SHIP,-48,2693e01f-a9c0-4dae-aaa3-2a694a680d8b
IM00000612,2024-05-28T07:20:02,W001,P00323,TRANSFER_IN,1,40d55953-7397-4057-bccb-f392588edd79
IM00000613,2025-02-19T13:16:07,W007,P00154,SHIP,-35,6f89f9b8-8aa2-4a9f-92f5-e3e0e74bb57d
IM00000614,2025-02-05T08:56:19,W011,P00284,TRANSFER_OUT,-43,c26ce2ba-2837-4dfb-a293-c9fd1ce38623
IM00000615,2026-01-28T13:57:44,W015,P00289,TRANSFER_OUT,-24,b9a6f6e0-5bc5-4256-b7e4-19d577d66cfa
IM00000616,2025-05-20T23:11:42,W008,P00076,ADJUSTMENT,6,96771d59-1d44-4609-bb1d-638c19552d4a
IM00000617,2025-10-11T05:34:24,W003,P00383,TRANSFER_OUT,-28,b0f9df6c-05ab-45d0-84d1-53bb91b22c78
IM00000618,2025-10-29T20:13:55,W010,P00143,TRANSFER_IN,46,3aae3240-4f93-40a1-a346-69d1680b8bc7
IM00000619,2024-06-13T20:27:47,W007,P00271,SHIP,-20,14f0f57e-6faf-484d-aed8-8bd96a3a1b1e
IM00000620,2025-12-28T14:47:12,W012,P00529,ADJUSTMENT,25,0b5be5ef-1539-4c03-89b1-fed9163bc698
IM00000621,2024-05-29T12:08:51,W009,P00060,TRANSFER_IN,7,13014cc5-a776-4ddf-a35d-e88d455b5711
IM00000622,2024-04-26T14:39:26,W007,P00072,TRANSFER_IN,40,d4d0737d-a9ff-4bea-b39b-60426d6a7dec
IM00000623,2024-10-21T20:19:35,W015,P00261,RECEIPT,34,67a3d145-9160-422a-bbfe-ac4fad5181c7
IM00000624,2024-10-16T04:48:54,W003,P00516,TRANSFER_OUT,-19,f232ef1c-57f4-4ff8-a33d-cc65c068db35
IM00000625,2025-06-22T13:08:51,W013,P00484,SHIP,-3,eeb14223-aec0-48a7-9661-6c2da5db413f
IM00000626,2024-10-31T21:34:04,W014,P00498,TRANSFER_OUT,-22,a4caa074-3f26-4365-9590-189ab91e549c
IM00000627,2025-07-02T12:09:05,W016,P00115,RECEIPT,28,1249a5fc-e528-4a1e-9144-bd00579fc02f
IM00000628,2025-12-09T12:29:49,W009,P00295,RECEIPT,43,d66fa5e5-1cf8-453b-a7b9-9b559f9c8dac
IM00000629,2024-07-25T04:41:32,W013,P00249,TRANSFER_IN,1,88da8a49-9773-45b3-8960-e3dbe072c6a5
IM00000630,2024-09-11T11:35:01,W015,P00218,RECEIPT,3,9565ec9c-9a38-4ad8-81f0-88d0b66ebbfb
IM00000631,2025-09-19T05:46:30,W005,P00105,RECEIPT,4,051e23bd-92af-48f2-8be8-2d8691e2589b
IM00000632,2025-01-07T01:54:40,W004,P00507,SHIP,-41,e3acaa96-954c-415b-8783-97694f472093
IM00000633,2025-05-17T07:10:09,W013,P00595,RECEIPT,23,1bd750e7-ce55-43c7-9689-7813252045a3
IM00000634,2025-08-23T05:59:12,W008,P00315,RECEIPT,26,00d2e2b1-2986-4409-9e4a-416238a37774
IM00000635,2024-10-27T08:02:16,W012,P00325,RECEIPT,32,897cb4e0-cb4f-4845-92ae-185216dcaf31
IM00000636,2025-06-09T16:40:19,W003,P00099,RECEIPT,47,014b9e37-cb3b-4e89-8d0c-1d030e56642a
IM00000637,2024-04-08T21:53:23,W007,P00538,TRANSFER_OUT,-10,3a4ea13a-18a5-4432-9a28-510c6e72aa39
IM00000638,2024-12-17T14:01:33,W013,P00228,TRANSFER_IN,16,05081618-c524-43b1-89a4-d9d5ae507b5d
IM00000639,2024-01-28T15:11:34,W007,P00329,TRANSFER_OUT,-47,ae7a307b-b086-435d-b9fd-7447997d082e
IM00000640,2026-01-27T10:10:11,W014,P00562,ADJUSTMENT,5,66251a48-605c-458f-ab06-4e34ece8d212
IM00000641,2025-08-31T19:52:07,W007,P00420,RECEIPT,7,9912fe0c-843a-47a5-819b-d32035dbc208
IM00000642,2025-02-14T20:32:02,W003,P00413,ADJUSTMENT,3,899f1b28-d149-4621-a691-eb43ce4c59f9
IM00000643,2024-03-30T13:36:43,W001,P00182,TRANSFER_IN,28,db1acc16-051d-46ab-99b3-c3996ae2bbce
IM00000644,2025-01-21T07:13:45,W014,P00018,ADJUSTMENT,44,fa48a395-1182-4f4a-ab5a-b468585a1364
IM00000645,2025-06-12T04:57:13,W015,P00399,ADJUSTMENT,21,e4dbde47-5b30-410e-98f1-5a533cf3aeb0
IM00000646,2024-06-15T05:14:58,W005,P00206,TRANSFER_IN,26,1d7d0cbb-83c3-42cb-bb50-256a38015845
IM00000647,2024-08-21T20:37:28,W010,P00581,TRANSFER_OUT,-17,9ed392d2-8e5b-49c2-808e-0c89eb6323f3
IM00000648,2026-02-25T05:42:21,W006,P00134,TRANSFER_IN,28,c1e36b54-8ebd-4049-ba7a-40286e157966
IM00000649,2024-03-24T17:37:35,W011,P00484,TRANSFER_IN,31,caf54af6-29ff-44cc-a9d6-d855d46388f7
IM00000650,2025-09-28T03:04:55,W008,P00092,TRANSFER_IN,40,b15e1f71-cb8a-493f-b4de-6647fb30c7aa
IM00000651,2025-12-03T18:03:16,W011,P00042,SHIP,-12,5d9f0679-c92a-44bf-b853-bdd13d9e72d2
IM00000652,2025-03-30T10:01:42,W009,P00117,TRANSFER_IN,47,c9c451f7-5843-466b-8e85-a1da6faee450
IM00000653,2025-06-06T15:58:36,W002,P00274,TRANSFER_OUT,-10,32d44b0d-840d-4d94-948d-a747fe44dca4
IM00000654,2024-04-01T06:34:29,W004,P00319,TRANSFER_IN,27,f63552da-5f18-4a1c-b545-9d0e93369b7b
IM00000655,2024-08-29T23:11:57,W016,P00260,TRANSFER_OUT,-9,cc9d9a4b-d2dc-4a36-bf7f-4333f302ff7c
IM00000656,2025-03-08T12:19:32,W009,P00383,ADJUSTMENT,29,d40c0fcf-6424-489d-981d-7fdaffb1de40
IM00000657,2025-05-19T06:32:40,W001,P00179,RECEIPT,41,62525112-dd73-4a63-bfd9-c4025feeb1d4
IM00000658,2024-09-04T16:28:55,W014,P00039,ADJUSTMENT,42,031de67c-6eab-4957-8074-6ee249fa3410
IM00000659,2025-02-02T15:24:23,W006,P00371,TRANSFER_OUT,-32,50ffca96-990b-40f0-a373-b3bef53c7526
IM00000660,2024-10-14T16:39:04,W014,P00161,SHIP,-10,5f9cbf0d-b77c-4c98-8bfb-ea3e4e7f1efc
IM00000661,2025-05-10T08:51:39,W009,P00394,SHIP,-14,21c2ef5a-2874-4705-bc0e-11746d743972
IM00000662,2024-11-26T03:47:08,W001,P00427,SHIP,-8,c0607479-d213-49ca-97e9-64895cde5b94
IM00000663,2024-11-16T02:05:39,W016,P00254,SHIP,-19,fdb1870c-bf2a-4181-9ee8-b4e73a5f0a87
IM00000664,2024-01-31T22:06:35,W016,P00291,ADJUSTMENT,38,f5d202a8-0d6f-4985-9f68-46c495d625e1
IM00000665,2024-03-12T01:40:46,W007,P00491,TRANSFER_IN,13,3a15dea5-86ea-40d8-bc0a-a354395d6027
IM00000666,2026-02-28T16:50:42,W006,P00202,TRANSFER_IN,35,16bbf97f-c986-4335-a124-5bcec9f6df3e
IM00000667,2024-12-31T06:44:25,W015,P00187,SHIP,-27,9256c120-b983-486d-8c24-ede0d2865d5b
IM00000668,2024-04-04T13:18:12,W013,P00407,ADJUSTMENT,32,c28eb15e-908e-4066-8df2-1ebd2959d2d0
IM00000669,2024-01-07T14:55:44,W002,P00144,TRANSFER_IN,4,2bf98240-7c01-457a-8a94-57cdb586799a
IM00000670,2025-05-23T17:09:05,W010,P00259,ADJUSTMENT,47,12fb4f0c-ba7e-4702-8da4-9e560cc6a78c
IM00000671,2024-08-07T12:23:30,W017,P00565,TRANSFER_OUT,-3,1601526d-0819-454f-8711-0936ecbd3520
IM00000672,2025-03-30T06:49:04,W014,P00226,SHIP,-38,ab5426fa-d388-485c-bf1f-b8f82571cea3
IM00000673,2024-02-28T01:09:58,W006,P00576,SHIP,-10,28177cf3-3e75-4424-8037-aedb34bb1d29
IM00000674,2025-05-18T23:28:36,W003,P00403,ADJUSTMENT,16,83dd4af5-080b-4eee-b29c-37299594d677
IM00000675,2026-02-28T00:07:08,W001,P00405,RECEIPT,19,4a0bfd5c-c79e-478c-8c14-4fa79e627555
IM00000676,2025-05-24T19:43:13,W009,P00597,SHIP,-9,f783ee09-638b-40f6-a1be-039de2fa17bb
IM00000677,2025-11-11T16:18:58,W008,P00003,RECEIPT,22,c14378c2-4a30-4cc0-944b-52d4a5f3e0c9
IM00000678,2025-04-26T03:41:39,W009,P00441,TRANSFER_IN,16,cee710b8-c51d-4830-8424-d38bf0c07a8a
IM00000679,2025-01-14T06:38:05,W014,P00437,ADJUSTMENT,11,306c6fd0-c2fc-4054-b4de-f36d07294002
IM00000680,2025-03-09T04:25:46,W012,P00127,TRANSFER_OUT,-6,c00b8b05-d9b3-4650-8795-291775b0dd2a
IM00000681,2024-11-15T00:14:25,W001,P00002,ADJUSTMENT,22,f7687f27-ff8b-4b0a-8c57-dd47484f42ea
IM00000682,2026-01-23T11:44:09,W009,P00578,TRANSFER_OUT,-2,856783c9-6440-43c3-b2b9-73d11fad6075
IM00000683,2024-07-18T21:41:48,W001,P00475,SHIP,-37,e96315fc-a0dd-40b7-9585-c8b09db91784
IM00000684,2025-05-26T04:04:13,W004,P00090,TRANSFER_OUT,-28,dd649123-2bf8-4918-8d01-53483bfc8207
IM00000685,2024-05-09T09:41:30,W016,P00121,SHIP,-21,16b47be8-4d81-4802-8586-9697a9428ce4
IM00000686,2025-10-04T11:20:03,W001,P00445,SHIP,-18,ab680c5d-d66a-4532-9756-0f9041f2feed
IM00000687,2024-12-19T20:25:02,W002,P00006,SHIP,-47,11d41e33-edc4-4e39-b596-a5f4944addd6
IM00000688,2024-03-15T15:04:11,W002,P00594,TRANSFER_IN,35,7f4a158f-0761-438f-b4f3-5f087c0a96b5
IM00000689,2026-02-14T03:42:10,W011,P00242,RECEIPT,4,a9de83e7-5aa6-4cc6-8159-46381694927c
IM00000690,2025-03-21T15:12:01,W012,P00295,RECEIPT,40,7a105d98-4f38-40f4-a38b-4bd30618de85
IM00000691,2024-02-14T00:35:47,W001,P00300,TRANSFER_IN,5,d62ca339-cc3f-4c8c-a0b8-51305437bdea
IM00000692,2024-09-14T07:51:29,W001,P00183,SHIP,-19,b0b85f87-3e24-4339-a700-02328607123e
IM00000693,2025-11-27T01:05:24,W017,P00016,SHIP,-25,55d6cbd9-792a-4717-84ad-5307ea44b3e4
IM00000694,2024-04-12T13:55:04,W001,P00447,SHIP,-5,aed04127-86a4-49aa-9767-a03d8a227cfa
IM00000695,2024-05-18T08:07:26,W014,P00217,TRANSFER_OUT,-29,eeab1a90-c8c1-4d85-bc77-423ad48f16c3
IM00000696,2024-02-04T23:02:05,W003,P00177,TRANSFER_IN,27,f59074fe-f152-46b7-b860-d0013c24fd11
IM00000697,2025-07-30T01:28:19,W011,P00374,TRANSFER_IN,33,d9d61847-4a34-44e4-9d33-3ab009becb26
IM00000698,2024-02-24T11:27:19,W005,P00055,TRANSFER_OUT,-40,7ce7df99-4082-498f-b127-da9aafe738bc
IM00000699,2025-10-16T08:12:56,W016,P00126,ADJUSTMENT,5,092ebe8d-9d45-4ef3-9f52-6ec43fc943ab
IM00000700,2024-03-25T22:04:39,W002,P00566,RECEIPT,11,ca515d87-8a63-4e67-8931-328253c36640
IM00000701,2024-12-07T07:17:59,W001,P00411,ADJUSTMENT,33,47ec5096-6dc5-4b5c-9055-6cc3d23b5064
IM00000702,2025-01-13T11:43:47,W013,P00377,SHIP,-13,2d8f2753-b45e-4359-8cd3-391807a5acd7
IM00000703,2025-03-28T18:52:45,W008,P00049,TRANSFER_OUT,-45,afb98257-1f03-4eb2-acfa-21321f980dd7
IM00000704,2024-11-03T01:33:28,W007,P00518,TRANSFER_OUT,-49,b39409ec-92a5-4fde-a72c-a1c358162a2c
IM00000705,2025-03-27T19:09:21,W012,P00534,TRANSFER_OUT,-32,ec14f3ac-a734-4d99-9291-aeb5160f872a
IM00000706,2024-01-27T21:48:33,W017,P00269,SHIP,-15,171d4483-7c83-42b7-a056-cac938e667c6
IM00000707,2024-07-16T08:47:05,W012,P00531,SHIP,-2,9d1db592-705b-45f3-9b11-456e3f2063a7
IM00000708,2025-07-18T09:45:48,W006,P00101,ADJUSTMENT,34,29e463de-eff0-4f75-93c8-192e7469a540
IM00000709,2024-01-06T17:41:56,W010,P00563,TRANSFER_OUT,-38,6ef827db-8e13-4b37-ac21-90d817f38cdb
IM00000710,2024-01-07T00:00:39,W003,P00304,SHIP,-48,d402b381-e7b8-443b-be68-d9728a9b8c78
IM00000711,2024-10-23T09:06:04,W001,P00418,TRANSFER_IN,36,9b112804-5ebc-45b1-9437-ec850f42d34e
IM00000712,2025-01-09T23:25:01,W011,P00300,TRANSFER_IN,8,bfbfc73b-cd48-47f3-b71c-58e11782205b
IM00000713,2025-07-12T12:03:16,W004,P00072,RECEIPT,14,4cf7c55f-b785-44c0-b0fc-ca1f9532130e
IM00000714,2024-02-13T21:46:02,W009,P00265,TRANSFER_IN,18,4a71081d-d6a1-4343-8231-b9347e1514c6
IM00000715,2025-09-03T16:41:20,W017,P00334,TRANSFER_OUT,-22,5ec8401a-f407-4045-ae93-27f5af4856aa
IM00000716,2024-11-25T06:22:49,W016,P00009,TRANSFER_IN,47,b53cedba-e0a3-4428-802d-e7d304cc6fb8
IM00000717,2025-10-21T12:58:30,W010,P00567,SHIP,-40,65444848-4752-43dd-bede-e7c798191cab
IM00000718,2025-11-13T23:29:15,W007,P00421,RECEIPT,46,f8c7d71d-06a4-4039-9b20-20928f18b84f
IM00000719,2025-10-04T08:54:07,W004,P00387,SHIP,-48,2c3175ca-e8d4-4e9b-adb6-8e33dc5e1b42
IM00000720,2024-02-28T15:35:02,W012,P00528,ADJUSTMENT,25,6225061f-3556-4651-8815-0b5dae7c8c17
IM00000721,2024-01-17T04:18:57,W002,P00562,SHIP,-11,4b090b50-d9e5-46d2-8722-290f8ed22b3d
IM00000722,2024-09-24T23:37:28,W005,P00211,RECEIPT,10,24e440c3-5435-4846-9071-3080816e8ac5
IM00000723,2025-03-25T23:30:29,W017,P00016,TRANSFER_IN,32,d2fc90f2-35d1-4ec4-9b1d-00fbedcbf9e0
IM00000724,2024-03-30T13:28:07,W016,P00293,TRANSFER_IN,2,5aded197-1eea-48a6-8c66-b3c228c2caf3
IM00000725,2024-09-18T22:03:41,W010,P00168,ADJUSTMENT,11,b2348547-ce09-43da-b46a-36f9b2d5a207
IM00000726,2025-09-17T08:18:58,W010,P00520,TRANSFER_OUT,-22,a5bf4fb9-a1a8-4816-ba39-95cfe4d33173
IM00000727,2026-01-27T10:26:57,W008,P00222,TRANSFER_IN,27,f6048ea9-575c-4f99-91ce-cfbe375adb68
IM00000728,2024-10-01T03:31:39,W006,P00547,RECEIPT,14,7a8d0e6b-806d-4a04-b922-411487ee02af
IM00000729,2024-09-06T11:59:19,W016,P00360,ADJUSTMENT,44,854cddd0-b7f0-4b1c-b7b8-525be2f5905c
IM00000730,2024-12-23T20:24:49,W010,P00040,RECEIPT,26,98eb1f0e-bf45-45af-93a7-38e448ab2305
IM00000731,2024-09-14T06:32:13,W013,P00443,TRANSFER_OUT,-37,23b247a2-21b7-4a7c-bddd-5f480a5608c5
