activity_id,account_id,contact_id,activity_type,outcome,activity_ts,owner_role
ACT007417,A01088,CT002048,Meeting,Connected,2025-04-03T09:55:27,SDR
ACT007418,A00236,CT002006,Meeting,Replied,2024-07-12T23:47:48,AE
ACT007419,A00947,CT001699,Email,Follow-up Needed,2024-08-07T12:28:41,SDR
ACT007420,A01074,CT000222,Meeting,No Answer,2025-07-03T06:03:59,AE
ACT007421,A00883,CT001420,Task,Replied,2025-06-15T10:34:41,CSM
ACT007422,A00144,CT000360,Task,Replied,2024-10-12T04:43:30,AM
ACT007423,A00238,CT000267,Call,Replied,2025-08-16T03:08:52,AM
ACT007424,A00736,CT001577,Call,Follow-up Needed,2025-12-06T06:58:46,SDR
ACT007425,A00316,CT000206,Email,Replied,2024-12-18T16:46:51,CSM
ACT007426,A01031,CT000099,Meeting,Booked Meeting,2024-08-31T15:10:42,CSM
ACT007427,A00105,CT000982,Call,No Answer,2024-11-13T22:16:39,CSM
ACT007428,A00313,CT002023,Call,Replied,2024-04-20T00:22:44,SDR
ACT007429,A00546,CT001468,Meeting,Left VM,2025-03-14T20:02:06,AM
ACT007430,A00359,CT001857,Email,Replied,2024-12-13T13:13:45,AM
ACT007431,A01181,CT000652,Meeting,Replied,2025-12-14T14:36:20,AM
ACT007432,A01119,CT000237,Email,Left VM,2024-03-20T05:53:19,SDR
ACT007433,A00721,CT001959,Call,Follow-up Needed,2025-02-28T00:31:31,CSM
ACT007434,A00889,CT000226,Email,Follow-up Needed,2024-09-06T14:16:52,CSM
ACT007435,A00362,CT001232,Task,Connected,2025-12-31T14:05:27,AE
ACT007436,A00034,CT001804,Call,Left VM,2024-08-22T03:54:26,SDR
ACT007437,A00733,CT002111,Meeting,No Answer,2025-07-26T09:23:10,AE
ACT007438,A00057,CT000991,Task,Left VM,2025-03-17T20:29:30,SDR
ACT007439,A00431,CT000998,Email,Follow-up Needed,2025-11-27T00:21:10,AM
ACT007440,A00068,CT001222,Call,No Answer,2024-03-11T02:41:01,SDR
ACT007441,A00641,CT000034,Meeting,No Answer,2025-07-13T23:01:17,SDR
ACT007442,A00896,CT001361,Call,Booked Meeting,2025-01-27T04:50:04,SDR
ACT007443,A01193,CT001042,Email,Follow-up Needed,2026-01-06T23:23:55,AE
ACT007444,A00089,CT001574,Email,Replied,2025-07-24T01:00:32,AM
ACT007445,A00441,CT001902,Email,Connected,2025-09-12T22:03:18,AM
ACT007446,A00746,CT001517,Task,Booked Meeting,2024-01-23T00:35:06,AE
ACT007447,A00888,CT001186,Task,Left VM,2024-05-17T00:47:27,AE
ACT007448,A00743,CT000480,Task,Connected,2025-11-06T11:21:41,CSM
ACT007449,A01200,CT001447,Meeting,Follow-up Needed,2025-07-19T16:33:04,AE
ACT007450,A00347,CT000050,Task,Connected,2024-11-18T04:01:20,SDR
ACT007451,A00590,CT000951,Email,Follow-up Needed,2025-11-20T01:41:47,SDR
ACT007452,A00987,CT001114,Email,Left VM,2024-01-14T22:22:26,AE
ACT007453,A00651,CT000524,Call,Follow-up Needed,2025-04-23T08:53:30,AE
ACT007454,A00343,CT000204,Email,No Answer,2024-03-25T04:38:08,SDR
ACT007455,A00677,CT000911,Task,No Answer,2024-11-03T06:32:42,CSM
ACT007456,A00468,CT001166,Meeting,No Answer,2025-12-28T03:31:50,AE
ACT007457,A00025,CT000432,Email,Connected,2024-10-14T22:40:52,AM
ACT007458,A00310,CT001614,Email,Connected,2024-07-02T12:59:40,AE
ACT007459,A00715,CT000473,Email,Replied,2026-02-20T19:28:48,AE
ACT007460,A01020,CT000129,Meeting,Left VM,2025-01-04T02:07:51,AE
ACT007461,A01081,CT001113,Task,Left VM,2025-10-19T05:02:11,CSM
ACT007462,A00756,CT000401,Task,Connected,2025-01-14T05:30:31,CSM
ACT007463,A00477,CT000414,Task,Booked Meeting,2024-11-28T06:23:25,SDR
ACT007464,A00641,CT000912,Call,Booked Meeting,2024-03-02T18:03:19,AM
ACT007465,A00277,CT000182,Call,Replied,2024-11-23T12:24:44,AM
ACT007466,A00695,CT000701,Meeting,Replied,2025-09-19T16:38:37,CSM
ACT007467,A00161,CT002148,Email,No Answer,2026-01-19T21:09:01,CSM
ACT007468,A00256,CT000720,Meeting,Booked Meeting,2024-07-20T11:41:47,AE
ACT007469,A01043,CT002108,Email,Left VM,2025-05-02T21:51:34,AE
ACT007470,A00922,CT001631,Email,Follow-up Needed,2025-03-09T10:26:03,SDR
ACT007471,A01035,CT000581,Meeting,Left VM,2026-01-23T12:00:15,SDR
ACT007472,A00382,CT001892,Call,Replied,2024-01-05T19:05:28,AM
ACT007473,A00720,CT000023,Email,Connected,2024-09-23T07:05:37,CSM
ACT007474,A00737,CT000790,Email,Booked Meeting,2024-03-18T21:06:44,SDR
ACT007475,A01041,CT000249,Meeting,Left VM,2025-01-09T12:51:11,AM
ACT007476,A00860,CT001536,Task,Follow-up Needed,2025-05-28T10:11:31,SDR
ACT007477,A00521,CT001497,Meeting,Booked Meeting,2025-04-08T16:28:34,CSM
ACT007478,A00171,CT000009,Email,Connected,2025-10-28T09:53:54,CSM
ACT007479,A00574,CT001401,Call,Left VM,2025-01-19T14:45:12,CSM
ACT007480,A00547,CT001729,Meeting,Follow-up Needed,2024-03-03T03:22:56,CSM
ACT007481,A00409,CT000294,Call,Replied,2025-03-07T09:00:59,CSM
ACT007482,A00574,CT001275,Meeting,Replied,2025-02-13T22:45:42,AM
ACT007483,A01135,CT001680,Meeting,Connected,2025-11-20T13:38:17,AE
ACT007484,A00789,CT001320,Call,Connected,2024-11-16T02:39:49,CSM
ACT007485,A01182,CT001380,Call,Connected,2025-07-22T05:39:22,SDR
ACT007486,A00674,CT002097,Task,Replied,2025-03-29T18:11:31,CSM
ACT007487,A00105,CT001805,Task,No Answer,2024-01-06T17:10:15,AM
ACT007488,A00268,CT001188,Task,Replied,2024-10-08T15:36:34,AE
ACT007489,A00690,CT001012,Task,Booked Meeting,2025-06-28T13:21:13,AE
ACT007490,A00966,CT001811,Task,Replied,2024-06-09T01:44:37,CSM
ACT007491,A00179,CT001003,Call,No Answer,2024-03-02T13:27:07,AM
ACT007492,A00894,CT000490,Task,Replied,2025-08-20T21:56:26,AE
ACT007493,A01199,CT000370,Task,Follow-up Needed,2025-11-14T17:42:11,CSM
ACT007494,A01135,CT001657,Email,Booked Meeting,2025-12-16T05:35:31,SDR
ACT007495,A00457,CT001516,Email,Follow-up Needed,2024-12-03T08:58:44,CSM
ACT007496,A00581,CT001834,Task,Follow-up Needed,2025-02-20T21:10:28,SDR
ACT007497,A00296,CT000891,Task,Connected,2026-02-10T14:03:02,SDR
ACT007498,A00760,CT002146,Meeting,Booked Meeting,2024-08-06T04:06:57,AM
ACT007499,A00774,CT000401,Email,Left VM,2024-12-07T22:25:05,CSM
ACT007500,A00123,CT001809,Meeting,Left VM,2025-07-13T09:09:59,AE
ACT007501,A01023,CT000084,Email,Connected,2025-11-24T13:24:33,AE
ACT007502,A01015,CT001573,Call,Booked Meeting,2024-06-30T00:52:42,AM
ACT007503,A00642,CT001765,Task,No Answer,2025-08-22T19:39:13,AM
ACT007504,A00459,CT001599,Task,Left VM,2024-01-15T20:48:12,SDR
ACT007505,A00536,CT001037,Task,Follow-up Needed,2026-02-25T20:04:35,SDR
ACT007506,A00487,CT000629,Email,Replied,2025-03-11T08:33:59,AE
ACT007507,A00933,CT001754,Meeting,Left VM,2026-02-25T15:35:39,CSM
ACT007508,A01144,CT001897,Email,Left VM,2024-03-18T14:59:34,AE
ACT007509,A00169,CT002194,Task,Connected,2024-09-29T07:39:41,AM
ACT007510,A00924,CT001262,Meeting,Booked Meeting,2025-04-03T01:42:35,AM
ACT007511,A00022,CT001283,Meeting,Connected,2025-03-27T06:12:08,AM
ACT007512,A01080,CT001796,Email,Replied,2024-12-26T05:08:15,AE
ACT007513,A01145,CT000233,Meeting,No Answer,2025-04-29T17:33:41,CSM
ACT007514,A00177,CT001979,Email,No Answer,2025-08-31T10:10:40,SDR
ACT007515,A00375,CT000465,Call,No Answer,2025-05-23T12:07:27,SDR
ACT007516,A00371,CT000508,Meeting,Replied,2024-12-06T18:53:04,CSM
ACT007517,A00733,CT000584,Meeting,Replied,2025-04-26T08:09:51,AM
ACT007518,A00224,CT000459,Email,Connected,2024-06-28T18:26:35,CSM
ACT007519,A01173,CT001966,Email,Left VM,2024-08-26T21:25:52,AM
ACT007520,A00984,CT000516,Task,No Answer,2026-02-01T15:38:59,CSM
ACT007521,A00146,CT001859,Call,No Answer,2024-04-06T09:39:28,CSM
ACT007522,A00568,CT001340,Call,Connected,2025-07-31T04:46:17,SDR
ACT007523,A00190,CT001839,Meeting,Follow-up Needed,2025-09-26T20:41:38,SDR
ACT007524,A00566,CT001166,Call,Booked Meeting,2025-01-11T11:45:08,CSM
ACT007525,A00450,CT000810,Call,No Answer,2025-10-11T23:15:40,AM
ACT007526,A00302,CT000144,Task,Follow-up Needed,2025-09-07T11:24:32,CSM
ACT007527,A00328,CT000837,Task,Booked Meeting,2024-03-05T02:55:28,AM
ACT007528,A00281,CT000429,Call,Replied,2024-05-25T06:25:28,CSM
ACT007529,A00677,CT000599,Task,No Answer,2025-10-22T21:46:05,SDR
ACT007530,A00409,CT002190,Email,Booked Meeting,2025-02-07T23:04:24,SDR
ACT007531,A00156,CT001987,Email,Replied,2024-10-06T09:09:03,AM
ACT007532,A00602,CT001125,Email,No Answer,2025-05-07T05:50:05,AM
ACT007533,A00584,CT001327,Email,Replied,2024-05-20T20:04:35,AM
ACT007534,A01119,CT000308,Email,Follow-up Needed,2025-12-12T17:11:27,SDR
ACT007535,A00483,CT001272,Email,Replied,2025-11-16T03:01:59,SDR
ACT007536,A00148,CT001293,Email,Follow-up Needed,2024-03-23T08:09:42,SDR
ACT007537,A01196,CT000740,Meeting,Connected,2026-02-06T01:14:56,CSM
ACT007538,A01160,CT002016,Task,Booked Meeting,2025-11-01T09:41:22,SDR
ACT007539,A00050,CT002060,Task,Follow-up Needed,2025-02-09T22:05:21,AE
ACT007540,A00894,CT000360,Task,Left VM,2025-01-25T08:00:17,CSM
ACT007541,A01124,CT001947,Task,Replied,2024-02-10T12:16:51,AM
ACT007542,A00622,CT001958,Task,No Answer,2025-04-22T09:26:34,SDR
ACT007543,A01149,CT000150,Task,Follow-up Needed,2024-04-05T14:27:29,CSM
ACT007544,A00274,CT001747,Email,Booked Meeting,2024-09-13T03:55:33,CSM
ACT007545,A00791,CT000982,Meeting,No Answer,2024-03-02T10:01:49,AM
ACT007546,A01030,CT000323,Task,Connected,2025-01-27T17:50:30,AE
ACT007547,A00497,CT001107,Call,Follow-up Needed,2024-02-11T13:58:37,AM
ACT007548,A00186,CT000675,Email,Left VM,2025-04-06T23:45:49,SDR
ACT007549,A00476,CT000500,Task,Follow-up Needed,2024-04-16T18:07:26,SDR
ACT007550,A00163,CT001442,Call,No Answer,2025-11-29T00:50:42,CSM
ACT007551,A00454,CT001755,Email,Booked Meeting,2024-03-01T05:23:00,CSM
ACT007552,A00497,CT001889,Email,Replied,2024-07-24T13:21:23,SDR
ACT007553,A00111,CT000706,Task,Follow-up Needed,2024-04-17T21:57:29,AM
ACT007554,A00389,CT000377,Meeting,Left VM,2024-07-16T16:06:20,CSM
ACT007555,A00405,CT002000,Call,Connected,2024-04-03T17:18:13,CSM
ACT007556,A01089,CT000016,Task,Left VM,2024-08-23T07:25:58,AE
ACT007557,A00818,CT001659,Task,Replied,2024-12-18T06:24:00,CSM
ACT007558,A00618,CT001501,Email,Follow-up Needed,2024-03-20T00:39:42,AE
ACT007559,A00298,CT000420,Email,Left VM,2024-06-08T08:32:59,AE
ACT007560,A00882,CT000906,Call,Replied,2025-04-03T16:30:36,SDR
ACT007561,A00185,CT000510,Email,Booked Meeting,2024-11-10T10:58:19,AM
ACT007562,A00439,CT001713,Task,No Answer,2024-02-21T17:52:43,CSM
ACT007563,A00002,CT002165,Call,Booked Meeting,2024-01-08T05:43:38,AM
ACT007564,A00645,CT002103,Call,Replied,2025-11-06T08:44:43,AM
ACT007565,A00088,CT000293,Email,Booked Meeting,2025-02-23T09:56:50,AM
ACT007566,A00463,CT000786,Task,Booked Meeting,2024-04-19T01:46:19,CSM
ACT007567,A01019,CT000968,Email,Connected,2024-03-21T09:02:21,AE
ACT007568,A00906,CT001966,Email,No Answer,2025-09-27T17:46:48,AE
ACT007569,A00403,CT001444,Task,Follow-up Needed,2025-05-01T12:24:40,AM
ACT007570,A00811,CT001363,Email,Replied,2024-10-21T05:07:48,SDR
ACT007571,A00707,CT002010,Task,Connected,2025-07-15T17:17:51,AM
ACT007572,A00958,CT001396,Meeting,No Answer,2024-04-18T18:02:09,AM
ACT007573,A01126,CT000168,Email,No Answer,2025-03-29T17:41:09,AE
ACT007574,A00043,CT001253,Call,Left VM,2024-04-11T15:09:57,CSM
ACT007575,A00617,CT001309,Task,Left VM,2026-01-02T15:07:30,SDR
ACT007576,A00962,CT000822,Email,Booked Meeting,2025-06-21T16:30:31,AE
ACT007577,A00382,CT000780,Task,Left VM,2024-05-16T04:57:03,SDR
ACT007578,A00580,CT002032,Call,Booked Meeting,2025-03-04T22:07:45,SDR
ACT007579,A00020,CT000286,Meeting,No Answer,2024-02-15T09:44:49,SDR
ACT007580,A00916,CT002017,Meeting,Replied,2024-05-14T04:37:52,SDR
ACT007581,A00499,CT001186,Meeting,Replied,2024-01-29T03:27:59,SDR
ACT007582,A00283,CT000704,Meeting,Left VM,2025-04-13T09:47:31,AE
ACT007583,A00714,CT001626,Task,Left VM,2025-05-10T04:45:09,AE
ACT007584,A00154,CT000964,Task,Booked Meeting,2024-06-13T18:30:16,AE
ACT007585,A00409,CT000148,Meeting,Connected,2025-12-23T20:56:43,CSM
ACT007586,A01019,CT002013,Meeting,Connected,2025-11-23T15:18:40,CSM
ACT007587,A00527,CT000916,Email,No Answer,2024-03-29T01:58:41,SDR
ACT007588,A01166,CT000875,Email,Connected,2025-06-05T15:06:58,AM
ACT007589,A00303,CT001100,Task,Left VM,2025-08-24T01:44:55,SDR
ACT007590,A01168,CT000136,Task,Connected,2025-01-05T04:55:55,CSM
ACT007591,A00240,CT001013,Meeting,Booked Meeting,2024-08-24T11:02:01,SDR
ACT007592,A00650,CT001779,Task,No Answer,2024-01-15T08:38:07,AM
ACT007593,A00570,CT001881,Meeting,Left VM,2026-02-21T02:49:42,AM
ACT007594,A00172,CT001979,Call,No Answer,2026-02-18T09:03:14,SDR
ACT007595,A00252,CT000289,Call,Replied,2024-08-07T09:58:00,SDR
ACT007596,A00429,CT000953,Task,Replied,2025-08-25T17:46:29,AM
ACT007597,A00813,CT001963,Call,Replied,2024-04-24T23:03:17,AM
ACT007598,A01138,CT001335,Email,No Answer,2026-02-21T06:24:20,SDR
ACT007599,A01028,CT001757,Email,No Answer,2026-02-24T19:00:54,SDR
ACT007600,A01036,CT001750,Call,Booked Meeting,2025-07-05T20:44:26,SDR
ACT007601,A00201,CT001990,Email,No Answer,2024-08-06T09:52:04,SDR
ACT007602,A00670,CT001176,Email,Booked Meeting,2025-03-17T19:13:54,AM
ACT007603,A00737,CT001845,Task,Connected,2025-08-28T20:01:25,AM
ACT007604,A01121,CT000532,Email,Connected,2024-09-01T17:00:37,AE
ACT007605,A00806,CT002193,Email,Booked Meeting,2025-06-05T11:34:43,CSM
ACT007606,A00610,CT001993,Meeting,Follow-up Needed,2025-10-13T14:06:42,AM
ACT007607,A00693,CT001391,Call,No Answer,2024-04-30T04:47:02,AM
ACT007608,A00807,CT001026,Email,Left VM,2024-06-20T00:25:51,CSM
ACT007609,A00643,CT001797,Meeting,No Answer,2026-01-23T04:47:23,AM
ACT007610,A00961,CT000543,Call,No Answer,2024-01-16T20:04:42,SDR
ACT007611,A00117,CT001122,Task,Booked Meeting,2024-08-24T10:58:28,AM
ACT007612,A00229,CT000781,Call,No Answer,2024-01-04T20:45:14,SDR
ACT007613,A00776,CT001494,Meeting,Booked Meeting,2025-01-08T09:53:07,AE
ACT007614,A00262,CT002049,Email,Booked Meeting,2024-10-03T00:12:14,SDR
ACT007615,A00084,CT001709,Meeting,Left VM,2024-04-09T18:58:22,AE
ACT007616,A00692,CT000732,Task,Connected,2024-03-30T07:10:54,SDR
ACT007617,A00277,CT001215,Call,Follow-up Needed,2026-01-10T04:06:54,AE
ACT007618,A00158,CT000171,Email,Left VM,2025-01-06T04:08:23,SDR
ACT007619,A00576,CT001593,Email,Booked Meeting,2025-08-19T10:17:14,AM
ACT007620,A01088,CT000964,Task,Left VM,2024-12-10T18:35:34,AE
ACT007621,A00019,CT001660,Meeting,Follow-up Needed,2024-11-15T15:01:38,AM
ACT007622,A00863,CT000942,Call,Connected,2024-02-27T10:36:50,CSM
ACT007623,A00772,CT000360,Call,Booked Meeting,2025-01-22T22:27:31,AM
ACT007624,A00020,CT001627,Call,Left VM,2024-07-11T15:11:16,AM
ACT007625,A00115,CT001599,Call,Connected,2024-08-10T17:56:57,SDR
ACT007626,A00823,CT000855,Meeting,No Answer,2025-06-01T20:11:17,AE
ACT007627,A01197,CT001815,Email,Left VM,2024-08-03T10:43:46,AM
ACT007628,A00614,CT000739,Task,Follow-up Needed,2025-08-09T07:01:28,AM
ACT007629,A00202,CT000353,Meeting,Left VM,2024-05-26T18:21:57,SDR
ACT007630,A00646,CT000548,Meeting,No Answer,2024-05-31T00:46:54,SDR
ACT007631,A00652,CT002170,Task,Replied,2025-12-31T11:06:35,AM
ACT007632,A00005,CT000276,Task,Connected,2025-02-24T07:54:27,CSM
ACT007633,A00048,CT000123,Call,Left VM,2025-10-11T22:46:26,AE
ACT007634,A00022,CT001266,Task,No Answer,2025-05-10T21:37:39,SDR
ACT007635,A00111,CT000184,Call,Booked Meeting,2026-01-12T19:34:50,CSM
ACT007636,A00064,CT000990,Email,Booked Meeting,2025-01-24T11:44:00,AM
ACT007637,A00635,CT001699,Email,Follow-up Needed,2025-08-15T14:21:04,SDR
ACT007638,A01142,CT001559,Call,Booked Meeting,2024-03-05T09:54:23,AE
ACT007639,A00507,CT001469,Task,No Answer,2025-09-21T02:14:55,CSM
ACT007640,A00061,CT000540,Email,Follow-up Needed,2024-01-02T02:08:44,CSM
ACT007641,A00732,CT001527,Email,Left VM,2025-02-09T14:46:18,AE
ACT007642,A00930,CT000599,Task,Follow-up Needed,2024-05-02T15:22:41,SDR
ACT007643,A00883,CT000618,Task,Booked Meeting,2025-07-21T20:47:05,CSM
ACT007644,A00881,CT001316,Call,Booked Meeting,2026-02-04T08:31:32,AM
ACT007645,A00399,CT000711,Meeting,Follow-up Needed,2024-09-23T02:55:08,AM
ACT007646,A00764,CT000479,Task,No Answer,2025-06-08T14:33:48,AE
ACT007647,A00749,CT001146,Email,Follow-up Needed,2024-04-17T07:29:49,AE
ACT007648,A00948,CT001497,Task,No Answer,2024-07-10T02:00:50,CSM
ACT007649,A01038,CT000416,Email,Follow-up Needed,2025-03-14T23:01:22,SDR
ACT007650,A01149,CT001749,Email,No Answer,2025-06-26T22:30:13,AM
ACT007651,A00244,CT001471,Call,Booked Meeting,2025-01-05T12:19:46,CSM
ACT007652,A00960,CT001612,Task,No Answer,2025-07-26T22:28:35,AM
ACT007653,A01057,CT001425,Call,Left VM,2024-09-04T03:13:01,AE
ACT007654,A01008,CT001223,Meeting,Connected,2025-02-28T21:27:29,AM
ACT007655,A01168,CT001668,Meeting,No Answer,2024-04-30T21:30:11,CSM
ACT007656,A00391,CT000513,Email,No Answer,2024-02-28T16:36:34,AM
ACT007657,A00792,CT001489,Meeting,Connected,2025-04-28T04:16:08,AE
ACT007658,A01200,CT000932,Task,Left VM,2025-08-25T00:12:24,CSM
ACT007659,A00974,CT001141,Call,Follow-up Needed,2025-11-16T14:12:02,CSM
ACT007660,A00492,CT002095,Task,Left VM,2024-07-23T18:06:50,AE
ACT007661,A01041,CT001974,Call,Left VM,2025-08-16T16:35:15,SDR
ACT007662,A00680,CT000444,Task,Booked Meeting,2025-11-20T10:26:49,SDR
ACT007663,A00686,CT001855,Task,Follow-up Needed,2025-06-29T19:28:20,CSM
ACT007664,A00750,CT001821,Email,Follow-up Needed,2026-02-25T02:45:41,SDR
ACT007665,A00873,CT001502,Task,Booked Meeting,2024-05-11T10:35:13,CSM
ACT007666,A00265,CT000603,Call,Connected,2024-11-24T11:45:01,SDR
ACT007667,A00027,CT000513,Meeting,Connected,2024-02-24T01:41:58,AM
ACT007668,A00598,CT001803,Email,Connected,2025-03-31T05:48:33,CSM
ACT007669,A00514,CT001148,Meeting,Follow-up Needed,2025-05-18T22:18:54,AE
ACT007670,A00200,CT000288,Task,Replied,2025-02-28T15:20:57,AM
ACT007671,A01001,CT000688,Call,Booked Meeting,2026-02-13T18:40:23,AE
ACT007672,A00156,CT001867,Meeting,Booked Meeting,2025-07-24T09:58:35,AM
ACT007673,A00155,CT002107,Call,Booked Meeting,2025-05-12T21:22:51,CSM
ACT007674,A00349,CT000051,Email,Left VM,2024-12-06T16:53:38,CSM
ACT007675,A00093,CT002097,Task,Follow-up Needed,2025-06-18T04:19:27,CSM
ACT007676,A00334,CT001582,Meeting,Connected,2025-03-21T18:56:48,AM
ACT007677,A00828,CT001391,Task,Follow-up Needed,2024-02-29T13:42:43,AE
ACT007678,A00765,CT000578,Email,No Answer,2024-09-24T21:20:29,SDR
ACT007679,A00425,CT001829,Meeting,No Answer,2024-12-27T06:30:29,SDR
ACT007680,A00966,CT002182,Meeting,Booked Meeting,2024-09-17T12:20:49,AE
ACT007681,A01178,CT002082,Meeting,Follow-up Needed,2024-12-07T19:01:30,AE
ACT007682,A00841,CT000168,Call,Left VM,2024-07-12T21:42:20,SDR
ACT007683,A00947,CT002073,Call,Follow-up Needed,2025-09-06T20:39:58,AE
ACT007684,A01054,CT000776,Task,No Answer,2026-02-16T02:12:51,SDR
ACT007685,A00897,CT001418,Task,No Answer,2025-12-23T05:42:05,CSM
ACT007686,A00935,CT001143,Call,Follow-up Needed,2025-05-31T03:16:39,AE
ACT007687,A00602,CT001013,Call,Replied,2025-08-20T00:44:49,SDR
ACT007688,A00088,CT000225,Call,Booked Meeting,2025-11-17T13:45:30,AM
ACT007689,A00187,CT001761,Call,Follow-up Needed,2025-02-24T13:27:42,AM
ACT007690,A00743,CT001776,Task,Left VM,2024-04-13T02:09:44,SDR
ACT007691,A01200,CT001225,Call,Left VM,2024-02-28T07:37:56,AM
ACT007692,A00701,CT000821,Task,Booked Meeting,2024-10-24T04:27:43,AM
ACT007693,A00240,CT001420,Call,Replied,2024-09-08T19:39:54,AM
ACT007694,A00984,CT000886,Task,No Answer,2025-02-19T03:51:03,AM
ACT007695,A00078,CT000920,Email,Connected,2025-12-03T11:32:51,CSM
ACT007696,A01134,CT001310,Call,Left VM,2025-04-25T04:20:29,CSM
ACT007697,A00549,CT000175,Call,Booked Meeting,2025-07-12T00:09:38,SDR
ACT007698,A00042,CT001995,Meeting,Replied,2024-08-29T23:30:27,CSM
ACT007699,A00330,CT002022,Email,Replied,2025-04-14T15:46:25,AE
ACT007700,A00129,CT000867,Task,Booked Meeting,2025-04-13T17:38:23,AM
ACT007701,A01093,CT002130,Call,Follow-up Needed,2024-10-08T17:45:46,AM
ACT007702,A00676,CT000291,Call,Left VM,2024-02-03T13:23:39,CSM
ACT007703,A01152,CT002136,Email,No Answer,2025-02-26T10:14:07,CSM
ACT007704,A01031,CT001657,Email,No Answer,2024-01-09T11:20:22,CSM
ACT007705,A01099,CT001662,Email,Left VM,2025-02-27T12:36:40,SDR
ACT007706,A01038,CT000656,Call,Left VM,2025-12-28T15:17:34,AM
ACT007707,A00435,CT002062,Call,Connected,2025-03-24T08:30:49,SDR
ACT007708,A00168,CT000859,Meeting,Left VM,2024-08-10T10:34:06,AE
ACT007709,A00726,CT000255,Meeting,Booked Meeting,2024-11-25T22:05:57,SDR
ACT007710,A00405,CT001445,Call,Left VM,2024-01-14T13:03:17,CSM
ACT007711,A01086,CT001023,Call,Replied,2025-10-15T18:51:57,SDR
ACT007712,A00774,CT000225,Meeting,Connected,2024-03-25T23:51:28,CSM
ACT007713,A00394,CT000068,Task,Left VM,2025-06-30T08:38:54,AM
ACT007714,A00013,CT000475,Task,Follow-up Needed,2024-10-02T05:49:30,AE
ACT007715,A00011,CT000779,Task,Left VM,2024-12-30T14:42:48,CSM
ACT007716,A00845,CT001511,Email,Connected,2025-07-19T07:50:03,SDR
ACT007717,A00300,CT000102,Email,Booked Meeting,2026-02-26T20:41:34,SDR
ACT007718,A01130,CT000376,Call,Booked Meeting,2025-06-12T17:22:11,AE
ACT007719,A00327,CT000399,Meeting,Replied,2025-10-27T05:04:13,CSM
ACT007720,A01088,CT000686,Task,Replied,2024-03-18T07:23:23,SDR
ACT007721,A00527,CT000916,Call,Follow-up Needed,2025-02-11T16:08:24,SDR
ACT007722,A00623,CT000725,Task,Replied,2024-04-24T04:08:08,AE
ACT007723,A00295,CT001613,Task,Booked Meeting,2025-02-28T05:25:02,AM
ACT007724,A01030,CT000206,Task,Replied,2025-08-05T07:18:06,SDR
ACT007725,A00002,CT000758,Email,Booked Meeting,2026-01-31T00:49:13,CSM
ACT007726,A00606,CT001588,Call,Follow-up Needed,2024-04-13T20:47:11,CSM
ACT007727,A01159,CT001126,Call,Booked Meeting,2025-07-23T15:43:16,CSM
ACT007728,A00737,CT000758,Email,Connected,2025-05-26T20:16:51,AM
ACT007729,A00379,CT001553,Email,Left VM,2025-05-20T10:26:15,SDR
ACT007730,A00689,CT000244,Email,Left VM,2025-07-17T19:03:07,SDR
ACT007731,A01144,CT001899,Email,Left VM,2024-03-30T00:59:52,AM
ACT007732,A00768,CT001523,Task,Connected,2024-05-24T10:24:03,AE
ACT007733,A00790,CT002013,Email,Replied,2024-11-16T00:24:59,CSM
ACT007734,A00723,CT000768,Task,Connected,2024-11-27T00:26:57,AM
ACT007735,A00014,CT001274,Email,Replied,2024-03-05T03:28:04,AE
ACT007736,A00860,CT000935,Email,Booked Meeting,2025-09-22T04:41:29,CSM
ACT007737,A00677,CT000765,Meeting,Booked Meeting,2026-01-24T20:59:31,AM
ACT007738,A00335,CT000928,Email,Connected,2024-02-28T04:29:09,SDR
ACT007739,A00664,CT000272,Email,Follow-up Needed,2025-11-10T16:02:40,AE
ACT007740,A00605,CT000844,Meeting,Connected,2025-09-29T18:17:43,AM
ACT007741,A00920,CT000708,Meeting,Connected,2025-04-19T20:15:10,AM
ACT007742,A00166,CT001662,Email,Follow-up Needed,2025-06-28T05:43:18,CSM
ACT007743,A00046,CT001722,Email,Booked Meeting,2024-12-11T09:41:54,AM
ACT007744,A00860,CT001567,Call,Left VM,2024-01-04T02:29:33,AE
ACT007745,A00416,CT002014,Meeting,Follow-up Needed,2024-06-18T16:44:05,AM
ACT007746,A00879,CT000609,Meeting,Booked Meeting,2024-10-23T20:49:05,AE
ACT007747,A00512,CT001750,Email,No Answer,2024-09-13T09:20:44,AE
ACT007748,A00718,CT001359,Email,Booked Meeting,2025-02-01T11:11:32,CSM
ACT007749,A00653,CT000902,Email,Booked Meeting,2025-02-05T11:21:15,SDR
ACT007750,A01166,CT000977,Task,Follow-up Needed,2026-01-13T12:20:42,CSM
ACT007751,A00230,CT001634,Task,Replied,2024-06-02T12:23:18,SDR
ACT007752,A01146,CT001885,Task,Replied,2025-01-07T17:04:47,AM
ACT007753,A01056,CT001371,Task,Replied,2024-01-03T18:04:12,SDR
ACT007754,A00351,CT000425,Email,Left VM,2026-01-11T06:29:14,CSM
ACT007755,A01001,CT001866,Call,No Answer,2024-12-02T19:50:25,AM
ACT007756,A01098,CT001125,Email,Left VM,2025-09-09T02:46:58,CSM
ACT007757,A00721,CT001050,Meeting,Connected,2024-10-05T16:44:47,AM
ACT007758,A00817,CT001571,Email,Connected,2024-11-12T10:48:40,AM
