date,gross_revenue,discounts,orders,aov
2025-04-10,42083.240000000005,1472.4699999999998,11,3825.7490909090916
2025-04-11,37599.64,1487.2399999999998,11,3418.149090909091
2025-04-12,71796.64,4405.21,16,4487.29
2025-04-13,48045.88999999999,1421.0700000000002,15,3203.0593333333327
2025-04-14,82630.28,3219.9199999999996,19,4348.962105263158
2025-04-15,95127.44999999997,5632.740000000001,24,3963.643749999999
2025-04-16,41798.54000000001,1500.49,11,3799.8672727272733
2025-04-17,48553.47,2840.18,13,3734.8823076923077
2025-04-18,59495.08,4954.29,17,3499.7105882352944
2025-04-19,56303.76,3907.03,16,3518.985
2025-04-20,29725.97,1478.75,11,2702.360909090909
2025-04-21,52280.810000000005,1968.38,14,3734.343571428572
2025-04-22,47331.54000000001,2441.56,12,3944.2950000000005
2025-04-23,19242.52,1779.9700000000003,10,1924.252
2025-04-24,36579.4,2453.7,14,2612.8142857142857
2025-04-25,45984.8,1476.22,11,4180.436363636364
2025-04-26,48155.08,2322.2799999999997,13,3704.236923076923
2025-04-27,46023.22000000001,3865.3900000000003,15,3068.214666666667
2025-04-28,69687.16,3971.5799999999995,21,3318.436190476191
2025-04-29,25139.05,2347.85,8,3142.38125
2025-04-30,43837.950000000004,2696.15,10,4383.795
2025-05-01,43356.22,1851.04,11,3941.4745454545455
2025-05-02,35803.29,3304.13,13,2754.099230769231
2025-05-03,49733.439999999995,3576.8799999999997,15,3315.5626666666662
2025-05-04,43057.3,2896.37,15,2870.4866666666667
2025-05-05,30297.840000000004,1116.28,12,2524.82
2025-05-06,70112.75000000001,3126.59,16,4382.046875000001
2025-05-07,86458.84,3185.8499999999995,18,4803.268888888889
2025-05-08,40562.420000000006,2345.03,10,4056.2420000000006
2025-05-09,47359.8,2195.6899999999996,17,2785.8705882352942
2025-05-10,49874.05,3978.1800000000003,11,4534.004545454546
2025-05-11,64619.030000000006,3461.77,18,3589.9461111111113
2025-05-12,59498.08,2538.93,16,3718.63
2025-05-13,65315.490000000005,3709.46,14,4665.392142857143
2025-05-14,57496.94000000001,3272.9100000000008,13,4422.841538461539
2025-05-15,50847.91999999999,3206.05,14,3631.994285714285
2025-05-16,56587.34,3796.1400000000003,16,3536.70875
2025-05-17,8914.79,391.75,4,2228.6975
2025-05-18,32338.379999999997,1077.1299999999999,11,2939.852727272727
2025-05-19,49170.579999999994,1890.42,11,4470.052727272727
2025-05-20,36233.29,1823.1599999999999,12,3019.4408333333336
2025-05-21,53158.04000000001,2156.28,16,3322.3775000000005
2025-05-22,23483.309999999998,851.8499999999999,7,3354.758571428571
2025-05-23,84191.59999999999,3951.67,22,3826.8909090909087
2025-05-24,52783.420000000006,3541.1799999999994,17,3104.90705882353
2025-05-25,26448.25,1586.7,12,2204.0208333333335
2025-05-26,53548.31,4133.66,14,3824.8792857142857
2025-05-27,57847.41999999999,1677.6000000000004,15,3856.494666666666
2025-05-28,41768.32000000001,3122.41,10,4176.832
2025-05-29,43057.62,3410.66,12,3588.135
2025-05-30,62083.01,4526.21,15,4138.867333333334
2025-05-31,40667.0,1799.9700000000003,12,3388.9166666666665
2025-06-01,55705.58,711.48,12,4642.131666666667
2025-06-02,83603.82,6829.4,16,5225.23875
2025-06-03,50826.18000000001,1415.72,15,3388.4120000000007
2025-06-04,49543.90000000001,2184.87,14,3538.850000000001
2025-06-05,49211.850000000006,2639.0,11,4473.804545454546
2025-06-06,39634.39000000001,3441.81,11,3603.126363636364
2025-06-07,41808.149999999994,2300.6000000000004,14,2986.2964285714284
2025-06-08,28828.03,869.5899999999999,10,2882.803
2025-06-09,44179.55,3937.6800000000003,17,2598.7970588235294
2025-06-10,27200.030000000002,2870.13,11,2472.73
2025-06-11,69665.21,3436.69,17,4097.953529411765
2025-06-12,34905.11,3213.4599999999996,10,3490.511
2025-06-13,27898.63,1573.1799999999998,6,4649.7716666666665
2025-06-14,66412.71,3936.87,19,3495.4057894736848
2025-06-15,8475.95,0.0,2,4237.975
2025-06-16,74368.45,4032.0000000000005,21,3541.3547619047617
2025-06-17,66294.51999999999,2565.1199999999994,16,4143.407499999999
2025-06-18,53490.990000000005,1399.3299999999997,17,3146.528823529412
2025-06-19,59142.75,3373.91,17,3478.985294117647
2025-06-20,39372.89,2560.63,13,3028.683846153846
2025-06-21,45892.43,2685.65,13,3530.186923076923
2025-06-22,64648.61,2451.73,20,3232.4305
2025-06-23,70643.90999999999,3233.84,21,3363.995714285714
2025-06-24,53864.829999999994,3590.24,15,3590.988666666666
2025-06-25,61096.219999999994,4733.58,14,4364.015714285714
2025-06-26,28233.880000000005,1576.63,9,3137.0977777777784
2025-06-27,50139.200000000004,1841.51,17,2949.364705882353
2025-06-28,29499.61,1129.62,8,3687.45125
2025-06-29,55054.17999999999,3617.1099999999997,14,3932.441428571428
2025-06-30,65955.70999999999,4478.67,15,4397.047333333333
2025-07-01,28903.090000000004,3950.78,9,3211.454444444445
2025-07-02,41371.91,3708.2,16,2585.744375
2025-07-03,55397.96000000001,1605.35,17,3258.703529411765
2025-07-04,42138.87,1881.73,10,4213.887000000001
2025-07-05,40986.479999999996,2593.7499999999995,13,3152.8061538461534
2025-07-06,40366.329999999994,5012.82,12,3363.8608333333327
2025-07-07,25641.889999999996,909.7900000000001,9,2849.0988888888883
2025-07-08,43476.5,3077.16,11,3952.409090909091
2025-07-09,43681.560000000005,2639.8599999999997,17,2569.503529411765
2025-07-10,45582.10999999999,3835.21,16,2848.8818749999996
2025-07-11,64743.229999999996,3484.3399999999997,19,3407.5384210526313
2025-07-12,35644.59,4545.99,10,3564.459
2025-07-13,46895.880000000005,2000.8799999999999,11,4263.261818181819
2025-07-14,24081.72,1726.9099999999999,7,3440.2457142857143
2025-07-15,52694.689999999995,4575.91,17,3099.687647058823
2025-07-16,31685.89,1744.4500000000003,11,2880.5354545454543
2025-07-17,33971.780000000006,2171.3,11,3088.343636363637
2025-07-18,40914.98,1904.88,12,3409.581666666667
2025-07-19,62663.450000000004,3416.92,21,2983.97380952381
2025-07-20,52701.170000000006,2947.49,13,4053.9361538461544
2025-07-21,17642.88,1163.23,5,3528.576
2025-07-22,20316.329999999998,1267.4299999999998,6,3386.055
2025-07-23,45867.880000000005,2917.3699999999994,16,2866.7425000000003
2025-07-24,35153.36,3726.2400000000007,11,3195.76
2025-07-25,102052.34000000003,7343.49,24,4252.180833333335
2025-07-26,63541.90999999999,4942.73,12,5295.159166666665
2025-07-27,44727.35,3180.73,13,3440.5653846153846
2025-07-28,74888.71,6279.43,18,4160.483888888889
2025-07-29,61154.130000000005,4310.090000000001,16,3822.1331250000003
2025-07-30,53805.33000000001,2758.7299999999996,16,3362.8331250000006
2025-07-31,56821.66000000001,4418.25,16,3551.3537500000007
2025-08-01,57397.06,1681.2700000000002,15,3826.4706666666666
2025-08-02,47211.799999999996,719.49,14,3372.2714285714283
2025-08-03,48059.759999999995,3136.0699999999997,17,2827.0447058823524
2025-08-04,56653.799999999996,3811.5000000000005,14,4046.7
2025-08-05,37295.92,2160.2,13,2868.916923076923
2025-08-06,56624.270000000004,2168.1200000000003,13,4355.713076923077
2025-08-07,48557.950000000004,1691.8799999999999,13,3735.2269230769234
2025-08-08,44113.76000000001,3058.6800000000003,12,3676.1466666666674
2025-08-09,56382.16,4170.96,23,2451.3982608695655
2025-08-10,44580.37,2670.9,11,4052.7609090909095
2025-08-11,48815.57,2624.2,13,3755.043846153846
2025-08-12,41841.85,1580.5,11,3803.8045454545454
2025-08-13,61449.42,4155.0,15,4096.628
2025-08-14,31021.639999999996,2775.19,11,2820.1490909090903
2025-08-15,62448.11,3889.9700000000007,16,3903.006875
2025-08-16,83728.57,4880.24,20,4186.4285
2025-08-17,41534.59,1384.75,12,3461.215833333333
2025-08-18,52886.13,1701.58,19,2783.480526315789
2025-08-19,38704.5,1926.7800000000002,13,2977.269230769231
2025-08-20,21413.71,2145.46,6,3568.9516666666664
2025-08-21,42398.75000000001,4010.3900000000003,16,2649.9218750000005
2025-08-22,71921.31,5858.129999999999,20,3596.0654999999997
2025-08-23,87471.56,6586.110000000001,21,4165.31238095238
2025-08-24,55025.659999999996,2826.12,14,3930.4042857142854
2025-08-25,88309.63,4821.8099999999995,19,4647.875263157895
2025-08-26,37476.729999999996,1589.06,9,4164.081111111111
2025-08-27,47571.950000000004,1612.98,12,3964.329166666667
2025-08-28,27505.530000000002,1073.1599999999999,9,3056.17
2025-08-29,45145.72,2699.3799999999997,10,4514.572
2025-08-30,24504.91,1694.47,10,2450.491
2025-08-31,50506.84,2992.8999999999996,13,3885.1415384615384
2025-09-01,39776.090000000004,3952.3999999999996,12,3314.674166666667
2025-09-02,38607.28999999999,2456.76,10,3860.7289999999994
2025-09-03,42900.75,1794.32,16,2681.296875
2025-09-04,22533.83,281.62,9,2503.758888888889
2025-09-05,45388.07000000001,1981.62,17,2669.8864705882356
2025-09-06,58717.95,2722.63,18,3262.108333333333
2025-09-07,47995.420000000006,3735.86,14,3428.244285714286
2025-09-08,21912.41,1473.96,10,2191.241
2025-09-09,42182.36,3061.9900000000002,12,3515.1966666666667
2025-09-10,46705.51000000001,2469.51,11,4245.955454545456
2025-09-11,51901.87,2856.15,17,3053.0511764705884
2025-09-12,55833.439999999995,3507.6000000000004,14,3988.102857142857
2025-09-13,62463.16,4555.75,16,3903.9475
2025-09-14,49046.00000000001,4916.249999999999,17,2885.058823529412
2025-09-15,46056.11000000001,1820.0600000000002,15,3070.407333333334
2025-09-16,36464.46,3123.19,10,3646.446
2025-09-17,37823.36,2957.4500000000003,9,4202.595555555556
2025-09-18,37162.68000000001,2478.4,12,3096.890000000001
2025-09-19,39325.23,2803.71,12,3277.1025000000004
2025-09-20,42166.44000000001,1338.75,10,4216.644000000001
2025-09-21,70118.37,4711.03,19,3690.440526315789
2025-09-22,46645.0,2834.98,15,3109.6666666666665
2025-09-23,43253.55,2611.08,12,3604.4625
2025-09-24,43491.84,4100.06,16,2718.24
2025-09-25,33787.020000000004,1905.98,13,2599.001538461539
2025-09-26,37218.15,1793.26,12,3101.5125000000003
2025-09-27,54540.87,5546.049999999999,15,3636.058
2025-09-28,54981.249999999985,1976.2399999999998,16,3436.328124999999
2025-09-29,41829.060000000005,1518.5900000000001,9,4647.673333333334
2025-09-30,62256.829999999994,3095.3100000000004,19,3276.6752631578943
2025-10-01,66919.86,4405.26,15,4461.324
2025-10-02,64811.17,4004.88,13,4985.474615384615
2025-10-03,35142.55,1904.4699999999998,10,3514.255
2025-10-04,45360.93000000001,3762.419999999999,18,2520.051666666667
2025-10-05,45759.89,1979.5900000000001,13,3519.9915384615383
2025-10-06,32411.899999999998,2228.38,8,4051.4874999999997
2025-10-07,82830.45999999999,4792.91,20,4141.522999999999
2025-10-08,68837.54000000001,3953.19,21,3277.9780952380956
2025-10-09,61548.31,3533.9199999999996,17,3620.4888235294115
2025-10-10,30779.15,2308.39,14,2198.5107142857146
2025-10-11,53860.090000000004,1572.78,14,3847.149285714286
2025-10-12,41155.14,2676.2299999999996,11,3741.3763636363637
2025-10-13,45572.009999999995,3379.3200000000006,16,2848.2506249999997
2025-10-14,54208.560000000005,3657.31,17,3188.738823529412
2025-10-15,51887.59,4337.91,15,3459.1726666666664
2025-10-16,45283.420000000006,3626.3100000000004,12,3773.618333333334
2025-10-17,49845.060000000005,2051.96,12,4153.755
2025-10-18,39141.59999999999,2137.5299999999997,10,3914.159999999999
2025-10-19,48950.16,2150.57,12,4079.1800000000003
2025-10-20,66974.23000000001,5240.639999999999,21,3189.2490476190483
2025-10-21,44281.200000000004,1649.7299999999998,13,3406.2461538461544
2025-10-22,55369.43999999999,2441.1000000000004,14,3954.959999999999
2025-10-23,20600.530000000002,1706.44,8,2575.0662500000003
2025-10-24,46100.32,2666.95,13,3546.1784615384613
2025-10-25,55035.630000000005,2345.0699999999997,13,4233.51
2025-10-26,57429.270000000004,2653.2500000000005,20,2871.4635000000003
2025-10-27,44715.470000000016,2431.54,17,2630.321764705883
2025-10-28,42567.43,2349.66,15,2837.828666666667
2025-10-29,51560.270000000004,2137.6600000000003,16,3222.5168750000003
2025-10-30,57500.48,1917.1899999999998,16,3593.78
2025-10-31,50591.9,3101.0999999999995,13,3891.6846153846154
2025-11-01,50379.75999999999,2805.17,17,2963.515294117646
2025-11-02,51091.72000000001,3109.85,18,2838.4288888888896
2025-11-03,73395.47,4590.38,17,4317.380588235294
2025-11-04,28048.53,2457.6400000000003,10,2804.853
2025-11-05,65265.55,3817.2200000000007,21,3107.8833333333337
2025-11-06,35723.98,2203.27,13,2747.998461538462
2025-11-07,45912.19,2846.19,13,3531.7069230769234
2025-11-08,35221.9,2160.17,14,2515.85
2025-11-09,33919.03999999999,2087.97,8,4239.879999999999
2025-11-10,55349.16,2072.05,16,3459.3225
2025-11-11,52596.39,3953.2899999999995,15,3506.426
2025-11-12,57940.82,1026.1,12,4828.401666666667
2025-11-13,58108.770000000004,4662.85,15,3873.918
2025-11-14,41756.770000000004,884.34,12,3479.7308333333335
2025-11-15,72159.87,3309.15,19,3797.8878947368416
2025-11-16,39244.1,2163.96,15,2616.273333333333
2025-11-17,56782.700000000004,4609.179999999999,15,3785.513333333334
2025-11-18,30986.38,2354.84,11,2816.9436363636364
2025-11-19,46002.53999999999,1116.59,14,3285.895714285714
2025-11-20,61183.26,4630.45,18,3399.07
2025-11-21,36320.88,1110.51,8,4540.11
2025-11-22,40176.01,1927.6299999999997,11,3652.364545454546
2025-11-23,35128.47,838.87,10,3512.847
2025-11-24,46197.27,1580.0999999999997,14,3299.805
2025-11-25,35380.56999999999,3468.92,12,2948.3808333333327
2025-11-26,34820.46,2695.6500000000005,16,2176.27875
2025-11-27,42749.17999999999,2329.25,13,3288.398461538461
2025-11-28,29743.76,2048.71,9,3304.862222222222
2025-11-29,49758.8,3974.35,10,4975.88
2025-11-30,57410.21,4451.64,15,3827.347333333333
2025-12-01,37371.32,2184.2499999999995,13,2874.716923076923
2025-12-02,63368.55999999999,3218.73,16,3960.5349999999994
2025-12-03,32756.18,2051.21,12,2729.681666666667
2025-12-04,66341.49999999999,3785.5699999999997,16,4146.343749999999
2025-12-05,19925.31,1293.52,5,3985.0620000000004
2025-12-06,56413.24,3356.3900000000003,13,4339.48
2025-12-07,34538.4,3231.78,11,3139.8545454545456
2025-12-08,22873.93,1611.93,7,3267.7042857142856
2025-12-09,24058.8,597.34,5,4811.76
2025-12-10,18817.79,1167.35,8,2352.22375
2025-12-11,74596.62999999999,4487.03,19,3926.138421052631
2025-12-12,44329.11,2994.2700000000004,12,3694.0925
2025-12-13,31437.539999999997,3307.02,10,3143.754
2025-12-14,29516.8,3100.66,11,2683.3454545454547
2025-12-15,37081.22,2197.65,11,3371.02
2025-12-16,65967.96999999999,1531.73,17,3880.468823529411
2025-12-17,59001.6,2106.3500000000004,19,3105.3473684210526
2025-12-18,41562.880000000005,2959.4900000000002,16,2597.6800000000003
2025-12-19,22382.690000000002,476.34999999999997,11,2034.7900000000002
2025-12-20,59751.45,3957.5300000000007,18,3319.5249999999996
2025-12-21,42702.619999999995,5328.9800000000005,11,3882.056363636363
2025-12-22,50794.44000000001,1560.2299999999998,14,3628.1742857142863
2025-12-23,46407.649999999994,2862.07,16,2900.4781249999996
2025-12-24,64142.14,3045.3399999999997,19,3375.902105263158
2025-12-25,59779.670000000006,4751.58,14,4269.976428571429
2025-12-26,44606.61,2540.23,12,3717.2175
2025-12-27,45347.2,967.81,11,4122.472727272727
2025-12-28,82219.97999999998,3772.1299999999997,24,3425.832499999999
2025-12-29,27003.19,3442.0499999999997,9,3000.354444444444
2025-12-30,22883.44,2773.0600000000004,9,2542.604444444444
2025-12-31,42380.1,2033.21,13,3260.007692307692
2026-01-01,44802.05,3229.5499999999997,12,3733.504166666667
2026-01-02,55082.19,3668.44,13,4237.091538461538
2026-01-03,30487.03,1065.01,9,3387.4477777777774
2026-01-04,48864.810000000005,3602.9399999999996,13,3758.831538461539
2026-01-05,59405.670000000006,4761.24,16,3712.8543750000003
2026-01-06,88141.48000000001,6293.01,27,3264.49925925926
2026-01-07,50341.549999999996,854.51,12,4195.129166666667
2026-01-08,49631.399999999994,3400.8300000000004,13,3817.7999999999997
2026-01-09,68852.85,3832.21,18,3825.1583333333338
2026-01-10,69087.42,3371.96,24,2878.6425
2026-01-11,56144.98,4800.799999999999,15,3742.998666666667
2026-01-12,51705.26,3071.23,15,3447.0173333333337
2026-01-13,16680.06,284.83000000000004,6,2780.01
2026-01-14,32017.359999999997,1822.7199999999998,9,3557.4844444444443
2026-01-15,39130.47,2012.81,13,3010.036153846154
2026-01-16,23074.95,1819.31,8,2884.36875
2026-01-17,54460.27000000001,2793.8199999999997,15,3630.6846666666675
2026-01-18,27459.6,1126.04,8,3432.45
2026-01-19,26480.690000000002,2924.5799999999995,10,2648.0690000000004
2026-01-20,34100.63999999999,2831.7799999999997,15,2273.3759999999993
2026-01-21,32520.57,1927.18,11,2956.4154545454544
2026-01-22,28862.69,1188.28,8,3607.83625
2026-01-23,34195.24,2684.47,10,3419.524
2026-01-24,91146.77000000002,2778.5599999999995,21,4340.3223809523815
2026-01-25,60738.4,4380.09,15,4049.226666666667
2026-01-26,53106.48,3797.0400000000004,17,3123.910588235294
2026-01-27,54766.270000000004,3080.21,17,3221.5452941176472
2026-01-28,64647.369999999995,5478.09,16,4040.4606249999997
2026-01-29,39834.25000000001,2389.9400000000005,12,3319.520833333334
2026-01-30,63797.829999999994,2853.3900000000003,20,3189.8914999999997
2026-01-31,52729.39,2903.6099999999997,18,2929.4105555555557
2026-02-01,63794.21000000002,3365.0800000000004,16,3987.1381250000013
2026-02-02,78978.51000000002,2713.57,21,3760.8814285714298
2026-02-03,35577.83,1841.06,11,3234.348181818182
2026-02-04,67621.08,3731.000000000001,17,3977.7105882352944
2026-02-05,41489.19,2979.03,11,3771.7445454545455
2026-02-06,51058.9,3309.65,13,3927.6076923076926
2026-02-07,50414.08,2018.4199999999998,16,3150.88
2026-02-08,40233.04,2523.2599999999998,12,3352.7533333333336
2026-02-09,81312.29,4311.67,18,4517.349444444444
2026-02-10,35631.229999999996,1166.0900000000001,10,3563.1229999999996
2026-02-11,67522.70000000001,3716.9000000000005,18,3751.261111111112
2026-02-12,50752.42999999999,2449.3600000000006,17,2985.437058823529
2026-02-13,51367.64,2964.0,13,3951.356923076923
2026-02-14,31902.550000000003,1926.88,12,2658.5458333333336
2026-02-15,47903.490000000005,1847.51,14,3421.6778571428576
2026-02-16,41691.84,1076.8600000000001,12,3474.3199999999997
2026-02-17,82548.56,3614.8500000000004,19,4344.661052631579
2026-02-18,72789.85,3752.5399999999995,22,3308.6295454545457
2026-02-19,51937.100000000006,2033.7700000000004,16,3246.0687500000004
2026-02-20,31182.24,453.96000000000004,10,3118.224
2026-02-21,26833.489999999998,2048.2599999999998,9,2981.498888888889
2026-02-22,25464.589999999997,2447.2599999999998,11,2314.962727272727
2026-02-23,76269.74,2334.0299999999997,15,5084.649333333334
2026-02-24,47657.01000000001,2751.36,12,3971.417500000001
2026-02-25,64158.11999999999,4807.37,15,4277.208
2026-02-26,73783.05999999998,5011.120000000001,20,3689.1529999999993
2026-02-27,22183.199999999997,356.21,6,3697.1999999999994
2026-02-28,58008.159999999996,4268.51,13,4462.166153846154
2026-03-01,56305.62999999999,4425.17,23,2448.070869565217
